order_index "Customer coordinate" "order time" "1st restaurant" "Duration restaurant 1" "Distance restaurant 1" "Route_cost 1" "2nd restaurant" "Duration restaurant 2" "Distance restaurant 2" "Route_cost 2" "3rd restaurant" "Duration restaurant 3" "Distance restaurant 3" "Route_cost 3" "Pizza order amount" "production time restaurant 1" "production time restaurant 2" "production time restaurant 3" "capacity restaurant 1" "capacity restaurant 2" "capacity restaurant 3" "Actual production time 1" "Actual production time 2" "Actual production time 3" "vehicle type 1" "vehicle type 2" "vehicle type 3" "total vehicle cost 1" "total vehicle cost 2" "total vehicle cost 3" "Total cost restaurant 1" "Total cost restaurant 2" "Total cost restaurant 3"
913 6231 19:43:30 15 8.17 3119 1567.67 9 13.9 4728 2377.9 14 8.1 3240 1628.1 9 10 12 10 5 3 1 18.0 90.0 36.0 3 3 3 5.723833333333333 6.082333333333333 7.1513333333333335 3.0211154440647676 3.05415740703114 4.080821908659967
918 9729 19:44:23 3 4.83 1581 795.33 12 4.43 1510 759.43 8 1.98 600 301.98 3 13 13 13 2 1 1 39.0 39.0 19.5 0 0 0 0.32926 0.72254 0.7965599999999999 -0.9638716114676086 -0.3946202003300666 -0.37314905968575995
966 6810 19:48:42 9 11.72 3722 1872.72 12 15.05 5574 2802.05 10 14.77 5118 2573.77 2 12 13 9 3 1 12 12.0 9.0 26.0 0 0 0 1.9122933333333332 2.58024 2.6051200000000003 0.2917506496434502 0.3946102482060421 0.4135283417170359
967 8289 19:48:44 4 8.02 3993 2004.52 17 16.65 5311 2672.15 13 12.97 4814 2419.97 1 12 10 6 3 3 11 12.0 6.0 10.0 0 0 0 1.1372866666666666 2.11444 2.27201 -0.3398728564299064 -0.105275740683216 -0.0005093647305875679
975 3339 19:49:07 2 8.23 2546 1281.23 13 7.17 2272 1143.17 0 6.92 1830 921.92 3 7 6 12 5 11 1 36.0 6.0 7.0 0 0 0 0.9847766666666666 1.3873266666666664 1.4322933333333334 -0.7890574812297111 -0.5655674903732285 0.12853550211746928
997 4737 19:51:19 14 13.55 6089 3058.05 10 18.2 6469 3252.7 9 12.5 4441 2233.0 1 10 9 12 1 12 3 12.0 10.0 9.0 0 0 0 2.249316666666667 2.447426666666667 2.9181966666666668 0.07012328648437072 0.5074242766411705 0.5437332630024163
1006 7118 19:52:02 11 2.5 953 479.0 1 6.17 2008 1010.17 6 8.9 3125 1571.4 1 14 8 9 2 5 5 14.0 8.0 9.0 0 0 0 0.31538999999999995 1.1080133333333335 1.443023333333333 -1.0256382265770991 -0.8415289266214097 -0.7121274636224048
1009 6792 19:52:13 8 0.65 189 95.15 12 5.58 1915 963.08 3 4.83 1488 748.83 1 13 13 13 1 1 2 13.0 13.0 13.0 0 0 0 0.18550666666666668 0.8001533333333334 0.8756999999999999 -1.219501074182667 -1.1054537725079725 -0.9930334456644929
1018 9981 19:53:16 2 8.63 2779 1398.13 0 6.52 1943 978.02 6 4.93 1677 843.43 1 7 12 9 5 1 5 9.0 12.0 7.0 0 0 0 0.7597166666666666 1.0178433333333334 1.1664833333333333 -0.9166383828835658 -0.8749253019514796 -0.7109689317396002
1029 6085 19:54:07 15 10.83 3660 1840.83 11 11.7 3711 1867.2 9 8.42 2632 1324.42 1 10 14 12 5 2 3 12.0 10.0 14.0 0 0 0 1.4128033333333332 1.5589199999999999 1.965053333333333 -0.41137417846464014 -0.3194318879913977 -0.14038109775190882
1032 6259 19:54:14 2 8.23 2510 1263.23 13 6.88 2445 1229.38 7 5.2 1460 735.2 2 7 6 12 5 11 2 12.0 6.0 7.0 0 0 0 1.2164966666666668 1.2098 1.452056666666667 -0.7787769337640069 -0.6742130370899018 -0.3898257406393228
1040 8637 19:54:59 7 7.9 2397 1206.4 3 5.53 1555 783.03 8 6.95 2071 1042.45 2 12 13 13 2 2 1 13.0 26.0 12.0 0 0 0 0.80386 1.2509466666666667 1.1400833333333336 -0.9035563048049413 -0.6358056152671449 -0.36652988747335513
1058 4718 19:56:46 15 11.28 4071 2046.78 14 10.23 4016 2018.23 9 9.75 3269 1644.25 2 10 10 12 5 1 3 12.0 20.0 10.0 0 0 0 1.5316533333333333 1.8224799999999999 1.65893 -0.5094952483319053 -0.11186744347253508 -0.022648519193640276
1060 1516 19:57:04 2 9.5 2910 1464.5 13 6.23 1953 982.73 7 6.27 2047 1029.77 4 7 6 12 5 11 2 6.0 24.0 7.0 0 0 0 1.04088 1.3005966666666664 1.4702433333333333 -0.7353792610042242 -0.4032070281248019 -0.3842007648675552
1077 783 19:59:18 1 1.45 426 214.45 11 6.4 2104 1058.4 16 10.98 3210 1615.98 2 8 14 10 5 2 11 8.0 14.0 10.0 0 0 0 0.2734766666666667 1.0870533333333334 1.5124233333333335 -1.1663279654890135 -0.7627488000908699 -0.4191438306385311
1089 611 20:00:37 5 6.67 1975 994.17 16 3.38 1013 509.88 6 9.62 3193 1606.12 5 6 10 9 10 11 5 10.0 6.0 9.0 1 1 1 0.9364333333333332 1.6323266666666667 2.175863333333333 -0.4628858883200615 -0.4432094387648644 -0.3116766158228731
1105 2754 20:02:08 10 5.9 1855 933.4 8 8.42 2722 1369.42 12 4.57 1391 700.07 2 9 13 13 12 1 1 26.0 9.0 26.0 0 0 0 0.7717033333333333 1.0804366666666667 1.3967833333333335 -0.6714735181313691 -0.4111144241536926 -0.35527627669101614
1111 4451 20:02:33 13 2.87 874 439.87 7 12.3 4007 2015.8 0 15.48 4411 2220.98 7 6 12 12 11 2 1 6.0 42.0 84.0 3 3 3 1.0896666666666666 8.2775 7.832333333333333 -0.46177851739517606 4.214498739902699 4.675099200978619
1148 8438 20:06:18 10 6.38 1775 893.88 8 8.33 2558 1287.33 12 4.48 1227 617.98 2 9 13 13 12 1 1 26.0 9.0 26.0 0 0 0 1.0640100000000001 1.0446266666666668 1.4809533333333333 -0.6793706000076212 -0.36973563605117843 -0.1577051073661184
1163 10447 20:07:15 6 7.47 2499 1256.97 9 9.1 3076 1547.1 11 6.52 1965 989.02 2 9 12 14 5 3 2 14.0 9.0 12.0 0 0 0 1.16384 0.9939966666666666 1.7258766666666667 -0.8465830654017119 -0.5376735328195698 -0.3349973441511862
1175 6951 20:08:15 10 8.02 2578 1297.02 12 2.65 742 373.65 8 8.23 2636 1326.23 4 9 13 13 12 1 1 52.0 9.0 52.0 0 0 0 0.42793 1.3590833333333334 1.3953066666666665 -0.4576035570410046 0.06849928036132624 0.27781917473116946
1186 11274 20:09:34 13 12.68 4263 2144.18 16 14.6 4954 2491.6 17 12.85 3941 1983.35 2 6 10 10 11 11 3 10.0 6.0 10.0 0 0 0 2.3640733333333332 2.2743466666666663 2.74449 0.08300322752813308 0.3184907547339525 0.5771069400750636
1189 403 20:09:39 3 16.42 5322 2677.42 13 16.42 5132 2582.42 7 13.38 4480 2253.38 1 13 6 12 2 11 2 12.0 6.0 13.0 0 0 0 2.2940899999999997 2.56609 2.7179766666666665 0.17163276961928714 0.34650411993656727 0.5714772504914708
1196 10972 20:10:11 12 6.77 2238 1125.77 8 10.68 3463 1742.18 10 6.35 2109 1060.85 2 13 13 9 1 1 12 9.0 26.0 26.0 0 0 0 1.0225633333333333 1.1126399999999999 1.4545466666666664 -0.449977239894791 -0.3206746020561085 -0.3033724805506083
1210 6344 20:10:58 6 8.08 2958 1487.08 1 6.52 1977 995.02 11 2.87 827 416.37 2 9 8 14 5 5 2 14.0 8.0 9.0 0 0 0 0.6465666666666666 1.1579066666666666 1.1589533333333333 -0.881808071382771 -0.8040047715898385 -0.7888776917423108
1231 2765 20:12:47 9 11.07 4295 2158.57 15 18.43 6698 3367.43 14 9.73 3183 1601.23 3 12 10 10 3 5 1 30.0 12.0 10.0 0 0 0 1.951026666666667 1.9031100000000003 2.4927300000000003 -0.20469983906850048 0.11529744495101077 0.7024646319301615
1235 7541 20:13:05 17 7.95 2517 1266.45 5 3.27 963 484.77 16 5.08 1716 863.08 2 10 6 10 3 10 11 6.0 10.0 10.0 0 0 0 0.55598 1.01469 1.2014 -0.894672454860419 -0.8430290726622803 -0.7280506488867831
1242 8544 20:13:25 6 6.72 2207 1110.22 1 8.55 3157 1587.05 11 4.2 1231 619.7 1 9 8 14 5 5 2 14.0 9.0 8.0 0 0 0 0.7943066666666667 1.03625 1.3171233333333334 -0.8420454944633525 -0.8136935487514139 -0.6513748095592171
1261 4845 20:15:01 12 13.93 5250 2638.93 10 15.2 5226 2628.2 9 13.5 4259 2143.0 2 13 9 12 1 12 3 12.0 9.0 26.0 0 0 0 2.3974633333333335 2.8132666666666664 2.596356666666667 0.3601227722214353 0.557424030583321 0.6724828811150799
1268 5632 20:15:11 2 3.5 999 503.0 7 8.53 2257 1137.03 0 6.93 2057 1035.43 4 7 12 12 5 2 1 7.0 48.0 24.0 0 0 0 0.44989 1.2360366666666667 1.20938 -1.016866191724734 -0.5300071217050685 0.19717533978291707
1271 3277 20:15:31 5 6.57 2007 1010.07 16 1.9 642 322.9 17 9.7 3286 1652.7 4 6 10 10 10 11 3 10.0 6.0 13.333333333333334 0 0 0 0.4303366666666667 0.9756166666666668 1.15311 -0.8394657480694863 -0.8300519155800303 -0.7839538903077798
1281 7693 20:15:59 1 4.5 1556 782.5 15 9.55 3290 1654.55 11 9.47 3094 1556.47 2 8 10 14 5 5 2 8.0 14.0 10.0 0 0 0 0.8574700000000001 1.6713133333333334 1.7173533333333335 -0.6832101126681605 -0.5253339546294586 -0.3501102860583749
1298 8557 20:17:08 4 7.3 3432 1723.3 13 11.52 4212 2117.52 17 17.17 5435 2734.67 2 12 6 10 3 11 3 12.0 6.0 10.0 0 0 0 1.1985299999999999 1.8607333333333331 2.27927 -0.31766740343985433 -0.18273491957185686 -0.08760363371276395
1302 5230 20:17:27 14 3.65 1033 520.15 15 13.23 4854 2440.23 9 14.62 5899 2964.12 6 10 10 12 1 5 3 60.0 12.0 24.0 1 1 1 0.9122233333333334 3.2833300000000003 3.2226833333333333 0.6462311329020201 0.685168810195488 0.7091137901099454
1303 8403 20:17:31 4 7.63 3353 1684.13 13 8.5 2854 1435.5 7 16.0 5267 2649.5 2 12 6 12 3 11 2 6.0 12.0 12.0 0 0 0 1.2146433333333333 1.7149933333333334 2.111056666666667 -0.4013786873211326 -0.22216933201221734 -0.1820222386755118
1310 139 20:18:07 3 7.65 2460 1237.65 12 5.3 1585 797.8 8 4.63 1498 753.63 2 13 13 13 2 1 1 26.0 26.0 13.0 0 0 0 0.8935333333333333 0.9027966666666667 1.1459233333333332 -0.8804767358839972 -0.6077445966022831 -0.2702622094086148
1318 7523 20:18:32 9 10.08 3612 1816.08 14 12.72 4260 2142.72 11 17.75 6545 3290.25 2 12 10 14 3 1 2 12.0 20.0 14.0 0 0 0 1.764066666666667 2.3149366666666666 2.814563333333333 0.14543053545940482 0.23339293796412944 0.2841383834519265
1320 3585 20:18:34 9 7.65 2693 1354.15 12 11.77 3588 1805.77 10 8.62 2459 1238.12 2 12 13 9 3 1 12 9.0 12.0 26.0 0 0 0 1.3492466666666667 1.4202833333333333 1.68735 -0.5686865208441647 -0.1704470237834258 -0.01768698830412818
1330 6435 20:19:35 14 12.0 5705 2864.5 10 19.85 7493 3766.35 9 12.9 4590 2307.9 2 10 9 12 1 12 3 12.0 20.0 9.0 0 0 0 2.2338933333333335 2.2734733333333335 2.7583233333333332 0.19103736131951415 0.4683526492822749 0.5441259515313451
1331 2487 20:19:38 10 7.62 2402 1208.62 2 5.33 1675 842.83 7 6.87 2074 1043.87 3 9 7 12 12 5 2 7.0 18.0 9.0 0 0 0 0.9318633333333333 1.2169366666666668 1.21984 -0.6587533643357121 -0.6369531183103528 -0.5724185310401383
1334 5939 20:19:55 9 8.85 2779 1398.35 6 8.93 2770 1393.93 11 7.78 2303 1159.28 1 12 9 14 3 5 2 14.0 9.0 12.0 0 0 0 1.4700466666666667 1.3891133333333334 1.6429866666666666 -0.5874720579481101 -0.583568441049422 -0.09096669864600554
1343 8546 20:20:38 15 7.4 2541 1277.9 1 4.82 1762 885.82 11 7.18 2279 1146.68 5 10 8 14 5 5 2 8.0 35.0 10.0 1 1 1 1.2409866666666667 1.5994899999999999 1.7738666666666667 -0.5533895627455944 -0.41200014559350073 0.09605798482136804
1357 6686 20:21:36 1 2.45 736 370.45 11 6.23 2058 1035.23 16 10.85 3271 1646.35 3 8 14 10 5 2 11 8.0 21.0 10.0 0 0 0 0.5462566666666667 1.1724166666666669 1.3284866666666668 -0.952287975560011 -0.5363344528829421 -0.5182984287439263
1358 8085 20:21:40 4 10.3 4576 2298.3 13 8.15 2832 1424.15 0 17.03 5197 2615.53 2 12 6 12 3 11 1 6.0 12.0 24.0 0 0 0 1.3299699999999999 1.8340133333333335 2.13396 -0.26409339710542534 -0.15282672017958346 0.1489864415413561
1369 2976 20:22:30 10 7.3 2035 1024.8 7 12.97 3765 1895.47 2 6.63 1954 983.63 1 9 12 7 12 2 5 7.0 9.0 12.0 0 0 0 1.0754533333333334 1.0977999999999999 1.6067233333333333 -0.6251400151720505 -0.5253362716067597 -0.5031112578175014
1370 6349 20:22:31 9 8.87 2972 1494.87 11 16.53 5905 2969.03 14 11.85 5123 2573.35 4 12 14 10 3 2 1 16.0 40.0 28.0 0 0 0 1.4476499999999999 2.2665466666666667 2.577313333333333 0.005254730361993485 0.5022355817075546 0.7038394696814871
1375 9789 20:22:47 2 3.68 1091 549.18 7 10.02 2902 1461.02 10 8.45 2773 1394.95 1 7 12 9 5 2 12 7.0 9.0 12.0 0 0 0 0.4673933333333333 1.4127633333333334 1.5063 -0.99996182502432 -0.6564054598437697 -0.41584040308958764
1377 867 20:22:53 7 10.43 3413 1716.93 0 8.38 2295 1155.88 13 6.83 2048 1030.83 2 12 12 6 2 1 11 6.0 24.0 12.0 0 0 0 1.1707566666666667 1.3789866666666668 1.8107533333333334 -0.487077921094273 -0.3084535251892916 -0.2979074689160218
1383 6915 20:23:47 5 9.52 2951 1485.02 17 6.17 1880 946.17 16 7.92 2893 1454.42 4 6 10 10 10 3 11 13.333333333333334 10.0 6.0 0 0 0 0.8238733333333333 1.36788 1.3304900000000002 -0.6887824099427203 -0.5684914292223672 -0.4529870456456112
1388 5974 20:23:58 9 10.88 4407 2214.38 15 16.9 5934 2983.9 14 11.12 3618 1820.12 2 12 10 10 3 5 1 20.0 12.0 10.0 0 0 0 1.6991299999999998 1.79634 2.097176666666667 -0.27044833368099896 -0.13134769340433655 0.2944425300659024
1405 1037 20:24:57 6 10.02 3182 1601.02 9 7.58 2609 1312.08 11 7.28 2180 1097.28 1 9 12 14 5 3 2 14.0 12.0 9.0 0 0 0 1.1475866666666668 1.5153633333333332 1.2693733333333332 -0.7725282790045013 -0.5163635995935307 -0.3253200406327008
1408 10634 20:25:06 1 7.17 2274 1144.17 6 5.67 1988 999.67 11 5.42 1428 719.42 2 8 9 14 5 5 2 14.0 9.0 8.0 0 0 0 0.8591533333333333 0.9207833333333333 1.1293133333333334 -0.9482658234367422 -0.9351344947902753 -0.5736088701232137
1416 9805 20:25:28 15 3.58 987 497.08 11 10.3 3468 1744.3 1 9.68 3388 1703.68 2 10 14 8 5 2 5 10.0 8.0 14.0 0 0 0 0.54484 1.6992966666666667 1.74615 -0.8675944804444979 -0.47071282742502785 -0.41343650188941017
1421 7490 20:25:37 12 11.95 3809 1916.45 10 9.82 2864 1441.82 9 7.47 2464 1239.47 1 13 9 12 1 12 3 12.0 9.0 13.0 0 0 0 1.3717933333333332 1.4935166666666668 1.8171733333333333 -0.4454946246010204 -0.3341891781273785 -0.1944454260180818
1423 2584 20:25:52 13 15.55 4971 2501.05 3 16.28 5257 2644.78 7 13.25 4415 2220.75 2 6 13 12 11 2 2 12.0 6.0 13.0 0 0 0 2.4221166666666667 2.2870766666666666 2.7843366666666665 0.16496607340363953 0.20241098739953 0.655531896627133
1432 94 20:26:22 10 4.55 1252 630.55 3 8.8 2717 1367.3 12 8.03 2182 1099.03 3 9 13 13 12 2 1 9.0 39.0 19.5 0 0 0 0.67294 1.2585866666666665 1.60899 -0.5918933822331214 -0.43517203818561284 0.004359535185951169
1440 3439 20:26:50 5 7.88 2327 1171.38 16 8.38 2971 1493.88 17 7.23 2144 1079.23 3 6 10 10 10 11 3 10.0 6.0 10.0 0 0 0 0.96325 1.1788433333333332 1.3236033333333332 -0.6896315962955715 -0.5868426569127426 -0.5353291494220591
1443 11258 20:26:57 7 2.53 616 310.53 3 7.95 2235 1125.45 2 6.2 1815 913.7 2 12 13 7 2 2 5 12.0 7.0 13.0 0 0 0 0.39566666666666667 1.2608766666666664 1.0866366666666667 -1.0246181345716054 -0.903299963955521 -0.7797294527394993
1446 1894 20:27:03 13 11.57 3821 1922.07 4 6.38 3496 1754.38 7 19.07 6234 3136.07 4 6 12 12 11 3 2 16.0 6.0 24.0 0 0 0 1.5307666666666666 1.6717433333333334 2.6406566666666667 -0.2890574141016449 -0.006013226042531558 0.49617118747770733
1458 7795 20:27:58 13 8.32 2604 1310.32 6 10.47 4145 2082.97 0 11.87 4192 2107.87 3 6 9 12 11 5 1 6.0 9.0 36.0 0 0 0 1.37188 2.23481 1.6716533333333334 -0.11949381448272756 -0.061879446523864345 0.09128274530835745
1466 9987 20:28:19 12 3.28 1116 561.28 8 8.87 3010 1513.87 10 8.48 2705 1360.98 2 13 13 9 1 1 12 26.0 9.0 26.0 0 0 0 0.53925 1.5354166666666667 1.4932933333333334 -0.5496563290236508 -0.348886554739298 -0.3452120398348105
1470 10692 20:28:27 7 4.53 1455 732.03 2 10.22 3161 1590.72 3 9.85 2934 1476.85 2 12 7 13 2 5 2 12.0 13.0 7.0 0 0 0 0.7584000000000001 1.4612333333333334 1.8534700000000002 -0.7216519903215851 -0.516791280533567 -0.4858847275809453
1478 4397 20:28:51 6 9.05 2899 1458.55 9 7.67 2508 1261.67 11 6.32 1897 954.82 3 9 12 14 5 3 2 21.0 12.0 9.0 0 0 0 1.1795666666666667 1.5119533333333335 1.23582 -0.8159027481596204 -0.5159625602232291 -0.13813026898204767
1489 3343 20:30:05 3 2.9 889 447.4 12 6.37 2202 1107.37 8 1.62 517 260.12 3 13 13 13 2 1 1 39.0 19.5 39.0 0 0 0 0.26997000000000004 0.49438666666666664 0.7705466666666667 -1.0481894969230987 -0.44426317711924246 -0.42357561492884577
1492 3516 20:30:17 14 4.18 1331 669.68 9 14.23 5417 2722.73 15 12.17 4343 2183.67 1 10 12 10 1 3 5 10.0 10.0 12.0 0 0 0 0.90711 2.017786666666667 1.9097533333333332 -0.7111807870103433 -0.3049388059749745 -0.11517975478671022
1499 4718 20:31:24 15 11.28 4071 2046.78 9 9.75 3269 1644.25 14 10.23 4016 2018.23 3 10 12 10 5 3 1 12.0 30.0 10.0 0 0 0 1.5316533333333333 1.8224799999999999 1.65893 -0.5094952483319053 -0.022648519193640276 0.14845831813462587
1506 11252 20:31:57 9 6.42 2023 1017.92 10 12.07 3679 1851.57 12 13.82 4513 2270.32 4 12 9 13 3 12 1 16.0 9.0 52.0 0 0 0 1.1635266666666668 2.0051133333333335 2.325963333333333 -0.2562319670508376 0.01572303961924243 0.9113083089262861
1517 11000 20:32:40 4 4.83 3477 1743.33 7 22.17 8245 4144.67 13 13.73 5674 2850.73 2 12 12 6 3 2 11 12.0 6.0 12.0 0 0 0 2.053536666666667 2.869283333333333 2.810913333333333 0.1998397562058648 0.34690760439461815 0.4491359784068657
1518 1275 20:32:42 13 9.42 2738 1378.42 2 12.9 3783 1904.4 7 7.53 2385 1200.03 1 6 7 12 11 5 2 12.0 6.0 7.0 0 0 0 1.4237433333333334 1.28325 1.8590533333333337 -0.5662627267907214 -0.44227124808745943 -0.18423228199481118
1527 10367 20:33:11 3 7.7 2444 1229.7 10 4.4 1183 595.9 12 6.93 1909 961.43 2 13 9 13 2 12 1 9.0 26.0 13.0 0 0 0 0.6967700000000001 1.2512533333333333 1.4114766666666667 -0.7410043272595639 -0.5796910439693896 -0.3668759015493134
1528 8626 20:33:20 12 12.4 4817 2420.9 10 13.67 4793 2410.17 9 12.58 4127 2076.08 1 13 9 12 1 12 3 12.0 9.0 13.0 0 0 0 2.0185166666666667 2.35452 2.2641233333333335 -0.20097387001806574 0.25635175382726005 0.38797928841923557
1530 10818 20:33:25 9 10.25 3619 1819.75 11 17.92 6552 3293.92 14 13.23 5770 2898.23 3 12 14 10 3 2 1 12.0 30.0 21.0 0 0 0 1.7995966666666667 2.3938300000000003 2.878426666666667 0.17439741356448546 0.5089576566567222 0.5519226949530132
1531 320 20:33:29 1 8.1 2825 1420.6 15 5.35 1788 899.35 11 8.72 2905 1461.22 3 8 10 14 5 5 2 10.0 8.0 21.0 0 0 0 0.8867233333333333 1.44387 1.4907233333333334 -0.6000257799227044 -0.5851913463855299 -0.4587467118690051
1537 5751 20:34:12 9 8.42 2730 1373.42 10 13.77 4663 2345.27 12 14.68 5231 2630.18 2 12 9 13 3 12 1 12.0 9.0 26.0 0 0 0 1.49391 2.3609333333333336 2.509196666666667 -0.08487734468865243 0.26260721197073134 0.3348253341777748
1542 4198 20:34:24 9 9.23 3278 1648.23 11 16.9 6211 3122.4 14 12.22 5429 2726.72 3 12 14 10 3 2 1 12.0 30.0 21.0 0 0 0 1.6305666666666667 2.2248 2.71023 0.030809329601222457 0.39420791846573305 0.4293722896294917
1569 2164 20:36:47 4 6.78 3249 1631.28 13 11.27 4095 2058.77 17 17.3 5687 2860.8 1 12 6 10 3 11 3 12.0 6.0 10.0 0 0 0 1.2220866666666668 1.8167266666666668 2.3022899999999997 -0.3157784082329018 -0.21430353729328783 -0.07215512919935062
1574 10245 20:37:19 15 9.3 3241 1629.8 9 15.12 5123 2576.62 14 7.1 2841 1427.6 2 10 12 10 5 3 1 20.0 10.0 12.0 0 0 0 1.25244 1.6678866666666667 2.04808 -0.3891507792209451 -0.20920082496092085 -0.12126179354001403
1596 7945 20:38:36 9 7.95 2582 1298.95 12 10.57 3414 1717.57 10 8.82 2580 1298.82 2 12 13 9 3 1 12 9.0 12.0 26.0 0 0 0 1.4284433333333335 1.3717933333333334 1.6767933333333334 -0.5884903452267615 -0.20800514248466845 0.041983365566688226
1600 6766 20:38:55 2 12.2 3477 1750.7 13 8.32 2352 1184.32 7 6.83 2079 1046.33 3 7 6 12 5 11 2 18.0 6.0 7.0 0 0 0 1.2500766666666665 1.4472133333333332 1.7464866666666665 -0.5195320874461538 -0.501526371512282 -0.15802534991744732
1612 10782 20:40:24 14 9.63 4286 2152.63 9 8.83 2572 1294.83 15 12.32 4262 2143.32 1 10 12 10 1 3 5 12.0 10.0 10.0 0 0 0 1.3042366666666667 1.9390066666666668 2.030123333333333 -0.47688414776245464 -0.20345553493310745 -0.1561377099762003
1622 2046 20:41:01 3 4.87 1483 746.37 8 1.85 521 262.35 12 6.7 2267 1140.2 2 13 13 13 2 1 1 26.0 13.0 26.0 0 0 0 0.3932833333333333 0.8415066666666666 1.0057900000000002 -0.9684426625022019 -0.6886825012793952 -0.6604647595281969
1634 265 20:41:47 10 6.68 2092 1052.68 3 6.93 2042 1027.93 7 7.27 1985 999.77 1 9 13 12 12 2 2 12.0 13.0 9.0 0 0 0 1.1402966666666667 1.3396266666666667 1.1396633333333333 -0.7255788248222376 -0.6311511907397742 -0.38531921006246556
1636 4718 20:41:49 15 11.28 4071 2046.78 14 10.23 4016 2018.23 9 9.75 3269 1644.25 1 10 10 12 5 1 3 12.0 10.0 10.0 0 0 0 1.5316533333333333 1.8224799999999999 1.65893 -0.5094952483319053 -0.3721932050796959 -0.022648519193640276
1645 2475 20:42:35 6 4.22 1580 794.22 5 4.13 1341 674.63 16 7.18 2373 1193.68 1 9 6 10 5 10 11 6.0 9.0 10.0 0 0 0 0.6334766666666667 0.83441 1.04851 -1.0220687468896221 -0.7664589635552089 -0.7620082182562075
1648 8931 20:42:48 3 8.02 2356 1186.02 12 7.83 2078 1046.83 8 6.17 1821 916.67 3 13 13 13 2 1 1 39.0 39.0 19.5 0 0 0 1.0248133333333334 1.4824466666666667 1.2299533333333335 -0.6531837885050471 0.1266345599845255 0.2175126153134342
1684 7823 20:46:32 13 6.87 2167 1090.37 6 11.2 3813 1917.7 0 10.67 3070 1545.67 4 6 9 12 11 5 1 6.0 48.0 9.0 0 0 0 1.13856 1.6362633333333334 2.20732 -0.3188458905240702 -0.2530922133082895 0.5224542291582011
1686 7387 20:46:42 9 10.67 3689 1855.17 10 16.6 5536 2784.6 12 17.02 6161 3097.52 4 12 9 13 3 12 1 16.0 9.0 52.0 0 0 0 1.8318766666666666 2.9056133333333336 3.046683333333333 0.31745574303208146 0.6464582876298819 1.3717257648311736
1704 6021 20:47:59 14 13.37 6657 3341.87 9 12.53 4281 2153.03 10 18.27 6511 3273.77 2 10 12 9 1 3 12 12.0 9.0 20.0 0 0 0 2.1961933333333334 3.2579266666666666 2.8953499999999996 0.3403559049397849 0.5082004048170677 0.8905645414518379
1730 3443 20:50:37 1 8.08 2874 1445.08 9 8.15 2830 1423.15 11 5.7 1712 861.7 4 8 12 14 5 3 2 28.0 16.0 8.0 0 0 0 1.0221233333333335 1.2566633333333335 1.3924133333333333 -0.7870884463577825 -0.5447165991645676 -0.07126339010726601
1735 403 20:51:04 3 16.42 5322 2677.42 13 16.42 5132 2582.42 7 13.38 4480 2253.38 2 13 6 12 2 11 2 12.0 6.0 13.0 0 0 0 2.2940899999999997 2.56609 2.7179766666666665 0.17163276961928714 0.34650411993656727 0.5714772504914708
1754 7980 20:52:38 4 3.78 1981 994.28 13 13.15 4466 2246.15 7 22.28 7608 3826.28 2 12 6 12 3 11 2 12.0 6.0 12.0 0 0 0 0.8899266666666668 2.1056566666666665 3.1593566666666666 -0.6251906515983994 -0.0008253452990485549 0.5311013072385573
1767 6490 20:54:16 4 8.6 3854 1935.6 13 12.82 4634 2329.82 17 17.17 5389 2711.67 4 12 6 10 3 11 3 16.0 6.0 13.333333333333334 0 0 0 1.3129433333333331 2.051266666666667 2.3890033333333336 -0.0943185859959419 -0.0403895652894541 0.05855199309395614
1789 7501 20:56:31 9 5.83 1870 940.83 11 13.25 4551 2288.75 10 12.93 4043 2034.43 3 12 14 9 3 2 12 12.0 9.0 21.0 0 0 0 1.0937633333333334 2.1397433333333336 2.3251466666666665 -0.42959389989455954 0.09635788672778453 0.11477879269601401
1796 8780 20:57:04 6 8.47 2775 1395.97 9 8.52 2866 1441.52 11 7.17 2255 1134.67 2 9 12 14 5 3 2 14.0 9.0 12.0 0 0 0 1.1984266666666665 1.1313566666666668 1.7047133333333335 -0.7423280987352362 -0.5641812517106222 -0.2935392054372527
1800 4805 20:57:21 4 11.02 4918 2470.02 17 12.92 3968 1996.92 13 11.45 3926 1974.45 2 12 10 6 3 3 11 6.0 10.0 12.0 0 0 0 1.95542 2.0182633333333335 1.82672 -0.4339098037574688 -0.14302836404793767 0.36550327728787524
1804 4466 20:57:39 13 4.72 1473 741.22 7 7.33 2281 1147.83 0 10.48 2917 1468.98 4 6 12 12 11 2 1 6.0 24.0 48.0 0 0 0 0.8105033333333334 1.4698666666666664 1.5391166666666667 -0.6021869933841121 -0.2602120579511891 0.3058627044513047
1810 5815 20:57:54 13 4.92 1468 738.92 7 11.45 3672 1847.45 0 9.4 2554 1286.4 5 6 12 12 11 2 1 6.0 60.0 30.0 1 1 1 1.7056033333333334 2.0922033333333334 2.7408366666666666 0.0158307688808475 0.5049930333866228 1.0614278943038322
1846 8340 21:01:28 13 6.53 2179 1096.03 4 8.25 3203 1609.75 0 17.97 5254 2644.97 2 6 12 12 11 3 1 6.0 12.0 24.0 0 0 0 0.9643200000000001 1.8161133333333335 2.0276566666666667 -0.4473888515805259 -0.32765369010190776 0.11880820032079009
