order_index Customer_coordinate 1st_restaurant Duration_restaurant1 Distance_restaurant_1 Route_cost_1 2nd_restaurant Duration_restaurant_2 Distance_restaurant_2 Route_cost_2 3rd_restaurant Duration_restaurant_3 Distance_restaurant_3 Route_cost_3 Pizza_order_amount production_time_restaurant_1 production_time_restaurant_2 production_time_restaurant_3 capacity_restaurant_1 capacity_restaurant_2 capacity_restaurant_3 Actual_production_time_1 Actual_production_time_2 Actual_production_time_3 vehicle_type_1 vehicle_type_2 vehicle_type_3 total_vehicle_cost_1 total_vehicle_cost_2 total_vehicle_cost_3 Total_cost_restaurant_1 Total_cost_restaurant_2 Total_cost_restaurant_3
85 913 6231 15 8.17 3119 1567.67 9 13.9 4728 2377.9 14 8.1 3240 1628.1 9 10 12 10 5 3 1 18.0 90.0 36.0 3 3 3 5.723833333333333 6.082333333333333 7.1513333333333335 1.923522135930461 2.0991553891592014 3.2106817833651293
86 918 9729 3 4.83 1581 795.33 12 4.43 1510 759.43 8 1.98 600 301.98 3 13 13 13 2 1 1 39.0 39.0 19.5 0 0 0 0.32926 0.72254 0.7965599999999999 -0.6792570414155512 -0.12016988676852192 -0.0863660344038637
87 966 6810 9 11.72 3722 1872.72 10 14.77 5118 2573.77 12 15.05 5574 2802.05 2 12 9 13 3 12 1 12.0 9.0 26.0 0 0 0 1.9122933333333332 2.58024 2.6051200000000003 0.17228952061305672 0.2912645422474498 0.3264315935971902
88 967 8289 4 8.02 3993 2004.52 17 16.65 5311 2672.15 13 12.97 4814 2419.97 1 12 10 6 3 3 11 12.0 6.0 10.0 0 0 0 1.1372866666666666 2.11444 2.27201 -0.2604487685435873 -0.10847510178408609 -0.02330100300627761
89 975 3339 2 8.23 2546 1281.23 13 7.17 2272 1143.17 0 6.92 1830 921.92 3 7 6 12 5 11 1 36.0 6.0 7.0 0 0 0 0.9847766666666666 1.3873266666666664 1.4322933333333334 -0.6284545075256297 -0.43308318468248563 0.2470972977636801
90 997 4737 14 13.55 6089 3058.05 9 12.5 4441 2233.0 10 18.2 6469 3252.7 1 10 12 9 1 3 12 12.0 10.0 9.0 0 0 0 2.249316666666667 2.447426666666667 2.9181966666666668 -0.023778062787637055 0.33778389891684857 0.37817420233962284
91 1006 7118 11 2.5 953 479.0 1 6.17 2008 1010.17 6 8.9 3125 1571.4 1 14 8 9 2 5 5 14.0 8.0 9.0 0 0 0 0.31538999999999995 1.1080133333333335 1.443023333333333 -0.7352958280958737 -0.6493969160853732 -0.5536175757438484
92 1009 6792 8 0.65 189 95.15 12 5.58 1915 963.08 3 4.83 1488 748.83 1 13 13 13 1 1 2 13.0 13.0 13.0 0 0 0 0.18550666666666668 0.8001533333333334 0.8756999999999999 -0.8958275109064734 -0.8362769295977652 -0.735157554610739
93 1018 9981 2 8.63 2779 1398.13 0 6.52 1943 978.02 6 4.93 1677 843.43 1 7 12 9 5 1 5 9.0 12.0 7.0 0 0 0 0.7597166666666666 1.0178433333333334 1.1664833333333333 -0.7041842308679458 -0.6635373773431943 -0.5346513659246054
94 1029 6085 15 10.83 3660 1840.83 11 11.7 3711 1867.2 9 8.42 2632 1324.42 1 10 14 12 5 2 3 12.0 10.0 14.0 0 0 0 1.4128033333333332 1.5589199999999999 1.965053333333333 -0.31553383952600395 -0.2627536490875695 -0.13166116554705
95 1032 6259 2 8.23 2510 1263.23 13 6.88 2445 1229.38 7 5.2 1460 735.2 2 7 6 12 5 11 2 12.0 6.0 7.0 0 0 0 1.2164966666666668 1.2098 1.452056666666667 -0.6220291653595647 -0.5038176940378842 -0.33072883019488314
96 1040 8637 7 7.9 2397 1206.4 3 5.53 1555 783.03 8 6.95 2071 1042.45 2 12 13 13 2 2 1 13.0 26.0 12.0 0 0 0 0.80386 1.2509466666666667 1.1400833333333336 -0.6859523423705085 -0.47081628287649924 -0.20492146554469146
97 1058 4718 15 11.28 4071 2046.78 14 10.23 4016 2018.23 9 9.75 3269 1644.25 2 10 10 12 5 1 3 12.0 20.0 10.0 0 0 0 1.5316533333333333 1.8224799999999999 1.65893 -0.3931019665704373 -0.07231066572810939 -0.04442833498735953
98 1060 1516 2 9.5 2910 1464.5 13 6.23 1953 982.73 7 6.27 2047 1029.77 4 7 6 12 5 11 2 6.0 24.0 7.0 0 0 0 1.04088 1.3005966666666664 1.4702433333333333 -0.5821791397771863 -0.2990426874937101 -0.2331951613229124
99 1077 783 1 1.45 426 214.45 11 6.4 2104 1058.4 16 10.98 3210 1615.98 2 8 14 10 5 2 11 8.0 14.0 10.0 0 0 0 0.2734766666666667 1.0870533333333334 1.5124233333333335 -0.8652296048332229 -0.5661407558523345 -0.2741717019670053
100 1089 611 5 6.67 1975 994.17 16 3.38 1013 509.88 6 9.62 3193 1606.12 5 6 10 9 10 11 5 10.0 6.0 9.0 1 1 1 0.9364333333333332 1.6323266666666667 2.175863333333333 -0.38272163306406437 -0.31224158940323143 -0.2961207835247236
101 1105 2754 10 5.9 1855 933.4 8 8.42 2722 1369.42 12 4.57 1391 700.07 2 9 13 13 12 1 1 26.0 9.0 26.0 0 0 0 0.7717033333333333 1.0804366666666667 1.3967833333333335 -0.47345247661238515 -0.24358456529915512 -0.18203477577022656
102 1111 4451 13 2.87 874 439.87 7 12.3 4007 2015.8 0 15.48 4411 2220.98 7 6 12 12 11 2 1 6.0 42.0 84.0 3 3 3 1.0896666666666666 8.2775 7.832333333333333 -0.3701340003991196 2.8755780810867493 3.5872554825304883
103 1148 8438 10 6.38 1775 893.88 8 8.33 2558 1287.33 12 4.48 1227 617.98 2 9 13 13 12 1 1 26.0 9.0 26.0 0 0 0 1.0640100000000001 1.0446266666666668 1.4809533333333333 -0.4737022890761138 -0.218624699278136 -0.05947647705229295
104 1163 10447 6 7.47 2499 1256.97 9 9.1 3076 1547.1 11 6.52 1965 989.02 2 9 12 14 5 3 2 14.0 9.0 12.0 0 0 0 1.16384 0.9939966666666666 1.7258766666666667 -0.6301026558844447 -0.43433944202419206 -0.262387475660651
105 1175 6951 10 8.02 2578 1297.02 12 2.65 742 373.65 8 8.23 2636 1326.23 4 9 13 13 12 1 1 52.0 9.0 52.0 0 0 0 0.42793 1.3590833333333334 1.3953066666666665 -0.319087852883138 0.32996122751937146 0.44563708485029463
106 1186 11274 13 12.68 4263 2144.18 16 14.6 4954 2491.6 17 12.85 3941 1983.35 2 6 10 10 11 11 3 10.0 6.0 10.0 0 0 0 2.3640733333333332 2.2743466666666663 2.74449 0.02606332449794492 0.22312539262245165 0.34170827506824947
107 1189 403 3 16.42 5322 2677.42 13 16.42 5132 2582.42 7 13.38 4480 2253.38 1 13 6 12 2 11 2 12.0 6.0 13.0 0 0 0 2.2940899999999997 2.56609 2.7179766666666665 0.081439325698599 0.22726207031862064 0.3540379799378932
108 1196 10972 12 6.77 2238 1125.77 10 6.35 2109 1060.85 8 10.68 3463 1742.18 2 13 9 13 1 12 1 9.0 26.0 26.0 0 0 0 1.0225633333333333 1.1126399999999999 1.4545466666666664 -0.2588332596989373 -0.19450764587233688 -0.1644125544070768
109 1210 6344 6 8.08 2958 1487.08 1 6.52 1977 995.02 11 2.87 827 416.37 2 9 8 14 5 5 2 14.0 8.0 9.0 0 0 0 0.6465666666666666 1.1579066666666666 1.1589533333333333 -0.6678850529863305 -0.6225275435695474 -0.5835231340380513
110 1231 2765 9 11.07 4295 2158.57 15 18.43 6698 3367.43 14 9.73 3183 1601.23 3 12 10 10 3 5 1 30.0 12.0 10.0 0 0 0 1.951026666666667 1.9031100000000003 2.4927300000000003 -0.1823616966977628 0.06904254765164242 0.5730636046598724
111 1235 7541 17 7.95 2517 1266.45 5 3.27 963 484.77 16 5.08 1716 863.08 2 10 6 10 3 10 11 6.0 10.0 10.0 0 0 0 0.55598 1.01469 1.2014 -0.6890294473065495 -0.6144278131880208 -0.5159893260783444
112 1242 8544 6 6.72 2207 1110.22 1 8.55 3157 1587.05 11 4.2 1231 619.7 1 9 8 14 5 5 2 14.0 9.0 8.0 0 0 0 0.7943066666666667 1.03625 1.3171233333333334 -0.6345883360931714 -0.6306245270952618 -0.4839338637128452
113 1261 4845 12 13.93 5250 2638.93 10 15.2 5226 2628.2 9 13.5 4259 2143.0 2 13 9 12 1 12 3 12.0 9.0 26.0 0 0 0 2.3974633333333335 2.8132666666666664 2.596356666666667 0.2936535685710504 0.3853971006947935 0.42851554479423526
114 1268 5632 2 3.5 999 503.0 7 8.53 2257 1137.03 0 6.93 2057 1035.43 4 7 12 12 5 2 1 7.0 48.0 24.0 0 0 0 0.44989 1.2360366666666667 1.20938 -0.7610397049457277 -0.3259207613914309 0.36196781049518095
115 1271 3277 5 6.57 2007 1010.07 16 1.9 642 322.9 17 9.7 3286 1652.7 4 6 10 10 10 11 3 10.0 6.0 13.333333333333334 0 0 0 0.4303366666666667 0.9756166666666668 1.15311 -0.6190602670134817 -0.5692075765570286 -0.5688910211961653
116 1281 7693 1 4.5 1556 782.5 15 9.55 3290 1654.55 11 9.47 3094 1556.47 2 8 10 14 5 5 2 8.0 14.0 10.0 0 0 0 0.8574700000000001 1.6713133333333334 1.7173533333333335 -0.5319783864214254 -0.4203372293339669 -0.27827168127700075
117 1298 8557 4 7.3 3432 1723.3 13 11.52 4212 2117.52 17 17.17 5435 2734.67 2 12 6 10 3 11 3 12.0 6.0 10.0 0 0 0 1.1985299999999999 1.8607333333333331 2.27927 -0.2539598173058245 -0.1513471880694603 -0.09221919267880753
118 1302 5230 15 13.23 4854 2440.23 9 14.62 5899 2964.12 14 3.65 1033 520.15 6 10 12 10 5 3 1 60.0 12.0 24.0 1 1 1 0.9122233333333334 3.2833300000000003 3.2226833333333333 0.41275927905175763 0.5204679351875808 0.7834118463700525
119 1303 8403 4 7.63 3353 1684.13 13 8.5 2854 1435.5 7 16.0 5267 2649.5 2 12 6 12 3 11 2 6.0 12.0 12.0 0 0 0 1.2146433333333333 1.7149933333333334 2.111056666666667 -0.3388680001029816 -0.16259681197901843 -0.1538246621649182
120 1310 139 3 7.65 2460 1237.65 12 5.3 1585 797.8 8 4.63 1498 753.63 2 13 13 13 2 1 1 26.0 26.0 13.0 0 0 0 0.8935333333333333 0.9027966666666667 1.1459233333333332 -0.6640119739361503 -0.37178831524971456 -0.12828519564530744
121 1318 7523 9 10.08 3612 1816.08 14 12.72 4260 2142.72 11 17.75 6545 3290.25 2 12 10 14 3 1 2 12.0 20.0 14.0 0 0 0 1.764066666666667 2.3149366666666666 2.814563333333333 0.06400790857459437 0.16778499065987457 0.17510391595857192
122 1320 3585 9 7.65 2693 1354.15 12 11.77 3588 1805.77 10 8.62 2459 1238.12 2 12 13 9 3 1 12 9.0 12.0 26.0 0 0 0 1.3492466666666667 1.4202833333333333 1.68735 -0.4432401517336714 -0.05959759096524031 0.007343102226039434
123 1330 6435 14 12.0 5705 2864.5 9 12.9 4590 2307.9 10 19.85 7493 3766.35 2 10 12 9 1 3 12 12.0 20.0 9.0 0 0 0 2.2338933333333335 2.2734733333333335 2.7583233333333332 0.13428395969359666 0.34213458307021793 0.37028883852960326
124 1331 2487 2 5.33 1675 842.83 10 7.62 2402 1208.62 7 6.87 2074 1043.87 3 7 9 12 5 12 2 7.0 18.0 9.0 0 0 0 0.9318633333333333 1.2169366666666668 1.21984 -0.5048124978224808 -0.45670742133195263 -0.4035472319062269
125 1334 5939 9 8.85 2779 1398.35 6 8.93 2770 1393.93 11 7.78 2303 1159.28 1 12 9 14 3 5 2 14.0 9.0 12.0 0 0 0 1.4700466666666667 1.3891133333333334 1.6429866666666666 -0.4679687328491192 -0.4514656802162713 -0.09693677267812842
126 1343 8546 15 7.4 2541 1277.9 1 4.82 1762 885.82 11 7.18 2279 1146.68 5 10 8 14 5 5 2 8.0 35.0 10.0 1 1 1 1.2409866666666667 1.5994899999999999 1.7738666666666667 -0.4594168129350207 -0.3591879539415321 0.18323455051046286
127 1357 6686 1 2.45 736 370.45 11 6.23 2058 1035.23 16 10.85 3271 1646.35 3 8 14 10 5 2 11 8.0 21.0 10.0 0 0 0 0.5462566666666667 1.1724166666666669 1.3284866666666668 -0.7211914765706244 -0.3579558531557455 -0.33744603634506376
128 1358 8085 4 10.3 4576 2298.3 13 8.15 2832 1424.15 0 17.03 5197 2615.53 2 12 6 12 3 11 1 6.0 12.0 24.0 0 0 0 1.3299699999999999 1.8340133333333335 2.13396 -0.2269995768372476 -0.12284977667856244 0.17271629742219435
129 1369 2976 10 7.3 2035 1024.8 2 6.63 1954 983.63 7 12.97 3765 1895.47 1 9 7 12 12 5 2 7.0 9.0 12.0 0 0 0 1.0754533333333334 1.0977999999999999 1.6067233333333333 -0.43082693477843503 -0.40781926009038527 -0.39875910969637174
130 1370 6349 9 8.87 2972 1494.87 11 16.53 5905 2969.03 14 11.85 5123 2573.35 4 12 14 10 3 2 1 16.0 40.0 28.0 0 0 0 1.4476499999999999 2.2665466666666667 2.577313333333333 0.0050321758026639655 0.4394811339817502 0.6485652662161603
131 1375 9789 2 3.68 1091 549.18 7 10.02 2902 1461.02 10 8.45 2773 1394.95 1 7 12 9 5 2 12 7.0 9.0 12.0 0 0 0 0.4673933333333333 1.4127633333333334 1.5063 -0.748627111537714 -0.5102388612556581 -0.28878812875758697
132 1377 867 7 10.43 3413 1716.93 13 6.83 2048 1030.83 0 8.38 2295 1155.88 2 12 6 12 2 11 1 6.0 24.0 12.0 0 0 0 1.1707566666666667 1.3789866666666668 1.8107533333333334 -0.40030060084109603 -0.22707258225403937 -0.17418820227150483
133 1383 6915 5 9.52 2951 1485.02 17 6.17 1880 946.17 16 7.92 2893 1454.42 4 6 10 10 10 3 11 13.333333333333334 10.0 6.0 0 0 0 0.8238733333333333 1.36788 1.3304900000000002 -0.5083208049253863 -0.4086379960599774 -0.3163498804414493
134 1388 5974 9 10.88 4407 2214.38 15 16.9 5934 2983.9 14 11.12 3618 1820.12 2 12 10 10 3 5 1 20.0 12.0 10.0 0 0 0 1.6991299999999998 1.79634 2.097176666666667 -0.22530932688202537 -0.10044256505233687 0.22968420245918197
135 1405 1037 6 10.02 3182 1601.02 9 7.58 2609 1312.08 11 7.28 2180 1097.28 1 9 12 14 5 3 2 14.0 12.0 9.0 0 0 0 1.1475866666666668 1.5153633333333332 1.2693733333333332 -0.580144732821898 -0.4112216810762439 -0.24853917869829895
136 1408 10634 1 7.17 2274 1144.17 6 5.67 1988 999.67 11 5.42 1428 719.42 2 8 9 14 5 5 2 14.0 9.0 8.0 0 0 0 0.8591533333333333 0.9207833333333333 1.1293133333333334 -0.7285609724337256 -0.7030192881607802 -0.42280912740583726
137 1416 9805 15 3.58 987 497.08 11 10.3 3468 1744.3 1 9.68 3388 1703.68 2 10 14 8 5 2 5 10.0 8.0 14.0 0 0 0 0.54484 1.6992966666666667 1.74615 -0.6361344309601067 -0.37133342690328897 -0.3475737722563311
138 1421 7490 12 11.95 3809 1916.45 10 9.82 2864 1441.82 9 7.47 2464 1239.47 1 13 9 12 1 12 3 12.0 9.0 13.0 0 0 0 1.3717933333333332 1.4935166666666668 1.8171733333333333 -0.359969644608782 -0.22438187715363836 -0.17520134854253147
139 1423 2584 3 16.28 5257 2644.78 13 15.55 4971 2501.05 7 13.25 4415 2220.75 2 13 6 12 2 11 2 12.0 6.0 13.0 0 0 0 2.4221166666666667 2.2870766666666666 2.7843366666666665 0.09927279274428072 0.10530766326310714 0.4052379262802757
140 1432 94 10 4.55 1252 630.55 3 8.8 2717 1367.3 12 8.03 2182 1099.03 3 9 13 13 12 2 1 9.0 39.0 19.5 0 0 0 0.67294 1.2585866666666665 1.60899 -0.39330685162645707 -0.309037031715224 0.16433642574595586
141 1440 3439 5 7.88 2327 1171.38 17 7.23 2144 1079.23 16 8.38 2971 1493.88 3 6 10 10 10 3 11 10.0 6.0 10.0 0 0 0 0.96325 1.1788433333333332 1.3236033333333332 -0.5126254191158333 -0.4112430970776344 -0.40503767963211734
142 1443 11258 7 2.53 616 310.53 3 7.95 2235 1125.45 2 6.2 1815 913.7 2 12 13 7 2 2 5 12.0 7.0 13.0 0 0 0 0.39566666666666667 1.2608766666666664 1.0866366666666667 -0.7548766456696749 -0.6752702363373454 -0.6202415944876398
143 1446 1894 13 11.57 3821 1922.07 4 6.38 3496 1754.38 7 19.07 6234 3136.07 4 6 12 12 11 3 2 16.0 6.0 24.0 0 0 0 1.5307666666666666 1.6717433333333334 2.6406566666666667 -0.21731063634756437 -0.027565501997024275 0.4210604458896935
144 1458 7795 6 10.47 4145 2082.97 13 8.32 2604 1310.32 0 11.87 4192 2107.87 3 9 6 12 5 11 1 6.0 9.0 36.0 0 0 0 1.37188 2.23481 1.6716533333333334 -0.11037624590498431 -0.10027197774334227 0.20519410454853648
145 1466 9987 12 3.28 1116 561.28 10 8.48 2705 1360.98 8 8.87 3010 1513.87 2 13 9 13 1 12 1 26.0 9.0 26.0 0 0 0 0.53925 1.5354166666666667 1.4932933333333334 -0.31676175205661694 -0.2443525352415432 -0.20018276419989764
146 1470 10692 7 4.53 1455 732.03 2 10.22 3161 1590.72 3 9.85 2934 1476.85 2 12 7 13 2 5 2 12.0 13.0 7.0 0 0 0 0.7584000000000001 1.4612333333333334 1.8534700000000002 -0.5449965363994682 -0.438346639638608 -0.36918328118597366
147 1478 4397 6 9.05 2899 1458.55 9 7.67 2508 1261.67 11 6.32 1897 954.82 3 9 12 14 5 3 2 21.0 12.0 9.0 0 0 0 1.1795666666666667 1.5119533333333335 1.23582 -0.6169740010078544 -0.41009243202438117 -0.06955623869253028
148 1489 3343 3 2.9 889 447.4 12 6.37 2202 1107.37 8 1.62 517 260.12 3 13 13 13 2 1 1 39.0 19.5 39.0 0 0 0 0.26997000000000004 0.49438666666666664 0.7705466666666667 -0.7250167592519404 -0.15457422316460756 -0.12157735987130225
149 1492 3516 14 4.18 1331 669.68 9 14.23 5417 2722.73 15 12.17 4343 2183.67 1 10 12 10 1 3 5 10.0 10.0 12.0 0 0 0 0.90711 2.017786666666667 1.9097533333333332 -0.5726878701085759 -0.23747327479234534 -0.1173309552065379
150 1499 4718 15 11.28 4071 2046.78 9 9.75 3269 1644.25 14 10.23 4016 2018.23 3 10 12 10 5 3 1 12.0 30.0 10.0 0 0 0 1.5316533333333333 1.8224799999999999 1.65893 -0.3931019665704373 -0.04442833498735953 0.18801509587905157
151 1506 11252 9 6.42 2023 1017.92 10 12.07 3679 1851.57 12 13.82 4513 2270.32 4 12 9 13 3 12 1 16.0 9.0 52.0 0 0 0 1.1635266666666668 2.0051133333333335 2.325963333333333 -0.18354168974493662 0.016278245073603904 0.8975843478962616
152 1517 11000 4 4.83 3477 1743.33 7 22.17 8245 4144.67 13 13.73 5674 2850.73 2 12 12 6 3 2 11 12.0 6.0 12.0 0 0 0 2.053536666666667 2.869283333333333 2.810913333333333 0.04413221511702925 0.23858513720537974 0.2651466206604348
153 1518 1275 13 9.42 2738 1378.42 2 12.9 3783 1904.4 7 7.53 2385 1200.03 1 6 7 12 11 5 2 12.0 6.0 7.0 0 0 0 1.4237433333333334 1.28325 1.8590533333333337 -0.4115527213078145 -0.36491574007779215 -0.17831981502431876
154 1527 10367 3 7.7 2444 1229.7 10 4.4 1183 595.9 12 6.93 1909 961.43 2 13 9 13 2 12 1 9.0 26.0 13.0 0 0 0 0.6967700000000001 1.2512533333333333 1.4114766666666667 -0.5763406760219616 -0.3872198603951704 -0.20533296866337078
155 1528 8626 12 12.4 4817 2420.9 10 13.67 4793 2410.17 9 12.58 4127 2076.08 1 13 9 12 1 12 3 12.0 9.0 13.0 0 0 0 2.0185166666666667 2.35452 2.2641233333333335 -0.2026347902791744 0.18229073715004457 0.2412587155669184
156 1530 10818 9 10.25 3619 1819.75 11 17.92 6552 3293.92 14 13.23 5770 2898.23 3 12 14 10 3 2 1 12.0 30.0 21.0 0 0 0 1.7995966666666667 2.3938300000000003 2.878426666666667 0.08385694026495503 0.3874654596413936 0.4694669795713492
157 1531 320 1 8.1 2825 1420.6 15 5.35 1788 899.35 11 8.72 2905 1461.22 3 8 10 14 5 5 2 10.0 8.0 21.0 0 0 0 0.8867233333333333 1.44387 1.4907233333333334 -0.47961637240236427 -0.4414667240074114 -0.3095415950880763
158 1537 5751 9 8.42 2730 1373.42 10 13.77 4663 2345.27 12 14.68 5231 2630.18 2 12 9 13 3 12 1 12.0 9.0 26.0 0 0 0 1.49391 2.3609333333333336 2.509196666666667 -0.09697131988251477 0.187176620095741 0.28535830765253084
159 1542 4198 9 9.23 3278 1648.23 11 16.9 6211 3122.4 14 12.22 5429 2726.72 3 12 14 10 3 2 1 12.0 30.0 21.0 0 0 0 1.6305666666666667 2.2248 2.71023 -0.016354009460195718 0.30552560578410054 0.383013138023277
160 1569 2164 4 6.78 3249 1631.28 13 11.27 4095 2058.77 17 17.3 5687 2860.8 1 12 6 10 3 11 3 12.0 6.0 10.0 0 0 0 1.2220866666666668 1.8167266666666668 2.3022899999999997 -0.2581160252711046 -0.17351812816042178 -0.08126116679573774
161 1574 10245 15 9.3 3241 1629.8 9 15.12 5123 2576.62 14 7.1 2841 1427.6 2 10 12 10 5 3 1 20.0 10.0 12.0 0 0 0 1.25244 1.6678866666666667 2.04808 -0.3165804055709054 -0.16871847973282353 -0.07138880071354284
162 1596 7945 9 7.95 2582 1298.95 12 10.57 3414 1717.57 10 8.82 2580 1298.82 2 12 13 9 3 1 12 9.0 12.0 26.0 0 0 0 1.4284433333333335 1.3717933333333334 1.6767933333333334 -0.45268887715471373 -0.09509643572754609 0.046689700306694115
163 1600 6766 2 12.2 3477 1750.7 13 8.32 2352 1184.32 7 6.83 2079 1046.33 3 7 6 12 5 11 2 18.0 6.0 7.0 0 0 0 1.2500766666666665 1.4472133333333332 1.7464866666666665 -0.42021836001182655 -0.3818309369250852 -0.10754586932401518
164 1612 10782 14 9.63 4286 2152.63 9 8.83 2572 1294.83 15 12.32 4262 2143.32 1 10 12 10 1 3 5 12.0 10.0 10.0 0 0 0 1.3042366666666667 1.9390066666666668 2.030123333333333 -0.43289902112954104 -0.16687480361694068 -0.14146534479092895
165 1622 2046 3 4.87 1483 746.37 8 1.85 521 262.35 12 6.7 2267 1140.2 2 13 13 13 2 1 1 26.0 13.0 26.0 0 0 0 0.3932833333333333 0.8415066666666666 1.0057900000000002 -0.7193978264918963 -0.4183293921329271 -0.41666438773099546
166 1634 265 10 6.68 2092 1052.68 3 6.93 2042 1027.93 7 7.27 1985 999.77 1 9 13 12 12 2 2 12.0 13.0 9.0 0 0 0 1.1402966666666667 1.3396266666666667 1.1396633333333333 -0.5078929335856872 -0.48848049155622597 -0.3066675600514155
167 1636 4718 15 11.28 4071 2046.78 14 10.23 4016 2018.23 9 9.75 3269 1644.25 1 10 10 12 5 1 3 12.0 10.0 10.0 0 0 0 1.5316533333333333 1.8224799999999999 1.65893 -0.3931019665704373 -0.3326364273352702 -0.04442833498735953
168 1645 2475 6 4.22 1580 794.22 5 4.13 1341 674.63 16 7.18 2373 1193.68 1 9 6 10 5 10 11 6.0 9.0 10.0 0 0 0 0.6334766666666667 0.83441 1.04851 -0.7715084090102613 -0.5577451992771053 -0.5265411760458121
169 1648 8931 3 8.02 2356 1186.02 12 7.83 2078 1046.83 8 6.17 1821 916.67 3 13 13 13 2 1 1 39.0 39.0 19.5 0 0 0 1.0248133333333334 1.4824466666666667 1.2299533333333335 -0.45311063903798937 0.2388058730330111 0.32580004626434506
170 1684 7823 6 11.2 3813 1917.7 13 6.87 2167 1090.37 0 10.67 3070 1545.67 4 9 6 12 5 11 1 6.0 48.0 9.0 0 0 0 1.13856 1.6362633333333334 2.20732 -0.2436725881973037 -0.2397485703767907 0.6017778044201377
171 1686 7387 9 10.67 3689 1855.17 10 16.6 5536 2784.6 12 17.02 6161 3097.52 4 12 9 13 3 12 1 16.0 9.0 52.0 0 0 0 1.8318766666666666 2.9056133333333336 3.046683333333333 0.21863145092401845 0.45471061383327 1.2174119793675608
172 1704 6021 14 13.37 6657 3341.87 9 12.53 4281 2153.03 10 18.27 6511 3273.77 2 10 12 9 1 3 12 12.0 9.0 20.0 0 0 0 2.1961933333333334 3.2579266666666666 2.8953499999999996 0.21556249738199268 0.31588375658771495 0.6235799232926409
173 1730 3443 1 8.08 2874 1445.08 9 8.15 2830 1423.15 11 5.7 1712 861.7 4 8 12 14 5 3 2 28.0 16.0 8.0 0 0 0 1.0221233333333335 1.2566633333333335 1.3924133333333333 -0.6187061378240704 -0.3843289784127148 0.037714359077689164
174 1735 403 3 16.42 5322 2677.42 13 16.42 5132 2582.42 7 13.38 4480 2253.38 2 13 6 12 2 11 2 12.0 6.0 13.0 0 0 0 2.2940899999999997 2.56609 2.7179766666666665 0.081439325698599 0.22726207031862064 0.3540379799378932
175 1754 7980 4 3.78 1981 994.28 13 13.15 4466 2246.15 7 22.28 7608 3826.28 2 12 6 12 3 11 2 12.0 6.0 12.0 0 0 0 0.8899266666666668 2.1056566666666665 3.1593566666666666 -0.4822880810454564 -0.02174129197071739 0.3548084950354611
176 1767 6490 4 8.6 3854 1935.6 13 12.82 4634 2329.82 17 17.17 5389 2711.67 4 12 6 10 3 11 3 16.0 6.0 13.333333333333334 0 0 0 1.3129433333333331 2.051266666666667 2.3890033333333336 -0.05997219325142802 -0.049690460764609465 0.03253090900325136
177 1789 7501 9 5.83 1870 940.83 11 13.25 4551 2288.75 10 12.93 4043 2034.43 3 12 14 9 3 2 12 12.0 9.0 21.0 0 0 0 1.0937633333333334 2.1397433333333336 2.3251466666666665 -0.33900068538876404 0.08279323170187733 0.08658359655841708
178 1796 8780 6 8.47 2775 1395.97 9 8.52 2866 1441.52 11 7.17 2255 1134.67 2 9 12 14 5 3 2 14.0 9.0 12.0 0 0 0 1.1984266666666665 1.1313566666666668 1.7047133333333335 -0.5551810856576287 -0.4567188596085473 -0.22980510150241076
179 1800 4805 4 11.02 4918 2470.02 17 12.92 3968 1996.92 13 11.45 3926 1974.45 2 12 10 6 3 3 11 6.0 10.0 12.0 0 0 0 1.95542 2.0182633333333335 1.82672 -0.3502470784419323 -0.14528135721895133 0.2349748157766066
180 1804 4466 13 4.72 1473 741.22 7 7.33 2281 1147.83 0 10.48 2917 1468.98 4 6 12 12 11 2 1 6.0 24.0 48.0 0 0 0 0.8105033333333334 1.4698666666666664 1.5391166666666667 -0.43890249896180655 -0.14535427047629895 0.44562780258825324
181 1810 5815 13 4.92 1468 738.92 7 11.45 3672 1847.45 0 9.4 2554 1286.4 5 6 12 12 11 2 1 6.0 60.0 30.0 1 1 1 1.7056033333333334 2.0922033333333334 2.7408366666666666 -0.050588770634812416 0.4103403218078263 1.0433849234628387
182 1846 8340 13 6.53 2179 1096.03 4 8.25 3203 1609.75 0 17.97 5254 2644.97 2 6 12 12 11 3 1 6.0 12.0 24.0 0 0 0 0.9643200000000001 1.8161133333333335 2.0276566666666667 -0.32357738678644593 -0.2867373028835996 0.16327449610899675
183 1849 10969 1 7.73 2743 1379.23 15 5.28 1866 938.28 11 8.35 2823 1419.85 5 8 10 14 5 5 2 10.0 8.0 35.0 1 1 1 1.4215966666666668 2.0232966666666665 2.0933566666666668 -0.2830196335870228 -0.21461372665624973 0.25060762774331796
184 1858 5329 8 6.07 1758 885.07 3 8.92 2739 1378.42 12 5.4 1471 740.9 1 13 13 13 1 2 1 13.0 13.0 13.0 0 0 0 0.9197900000000001 1.08738 1.3505133333333335 -0.6244700597264732 -0.5635595602160552 -0.45177007792157653
185 1864 6481 2 4.23 1267 637.73 7 7.83 2150 1082.83 10 8.42 2641 1328.92 1 7 12 9 5 2 12 7.0 12.0 9.0 0 0 0 0.7328466666666666 1.3529766666666667 1.407 -0.6200384074416015 -0.4863322343879176 -0.3744812156911914
