order_index Customer_coordinate 1st_restaurant Duration_restaurant1 Distance_restaurant_1 Route_cost_1 2nd_restaurant Duration_restaurant_2 Distance_restaurant_2 Route_cost_2 3rd_restaurant Duration_restaurant_3 Distance_restaurant_3 Route_cost_3 Pizza_order_amount production_time_restaurant_1 production_time_restaurant_2 production_time_restaurant_3 capacity_restaurant_1 capacity_restaurant_2 capacity_restaurant_3 Actual_production_time_1 Actual_production_time_2 Actual_production_time_3 vehicle_type_1 vehicle_type_2 vehicle_type_3 total_vehicle_cost_1 total_vehicle_cost_2 total_vehicle_cost_3 Total_cost_restaurant_1 Total_cost_restaurant_2 Total_cost_restaurant_3
186 1870 10098 13 4.53 1447 728.03 7 11.72 3655 1839.22 0 13.07 3572 1799.07 4 6 12 12 11 2 1 6.0 48.0 24.0 0 0 0 0.76828 2.098536666666667 2.3132733333333335 -0.4621616797656747 0.11821477519155728 0.828787715876863
187 1877 9688 13 8.97 2921 1469.47 4 7.3 2904 1459.3 0 20.4 5996 3018.4 3 6 12 12 11 3 1 12.0 6.0 36.0 0 0 0 1.5118433333333332 1.4214633333333333 2.33609 -0.3740746692144612 -0.11995367915884456 0.6491529079650089
188 1880 11096 15 12.27 4284 2154.27 9 8.75 3030 1523.75 14 8.82 4061 2039.32 3 10 12 10 5 3 1 12.0 30.0 10.0 0 0 0 1.39286 1.6624033333333332 1.74055 -0.3401110926217462 -0.13115949973147797 0.0943348827208366
189 1883 8512 7 15.47 5109 2569.97 4 11.75 4706 2364.75 13 11.47 3474 1748.47 2 12 12 6 2 3 11 6.0 12.0 12.0 0 0 0 1.5320833333333335 2.1904500000000002 2.4355466666666663 -0.0624911268763159 -0.06238986265051795 0.05445835387022211
190 1888 3785 11 7.08 2473 1243.58 1 4.43 1241 624.93 16 6.8 2012 1012.8 2 14 8 10 2 5 11 8.0 10.0 14.0 0 0 0 1.03378 1.3458033333333335 1.4405233333333336 -0.5567427276741084 -0.45848524474543995 -0.3533638644722749
191 1891 5763 14 3.33 1295 650.83 15 11.23 5491 2756.73 9 18.68 7360 3698.68 1 10 10 12 1 5 3 10.0 10.0 12.0 0 0 0 0.6917900000000001 2.1714266666666666 2.3703933333333334 -0.688044731086062 -0.08711822612554095 0.031201465992871796
192 1896 3743 6 5.08 1688 849.08 11 7.57 2554 1284.57 0 10.27 3297 1658.77 7 9 14 12 5 2 1 12.6 49.0 84.0 3 3 3 2.5831666666666666 5.311666666666667 5.9565 0.3478813327233231 1.8790764535902835 2.8381722365034285
193 1902 7858 4 4.08 1844 926.08 13 13.28 4288 2157.28 7 22.42 7430 3737.42 2 12 6 12 3 11 2 12.0 6.0 12.0 0 0 0 0.9270799999999999 2.03329 3.0678666666666667 -0.45818685254763053 -0.04411370774869782 0.32880490577862
194 1923 3765 3 4.28 1269 638.78 12 5.95 1979 995.45 8 1.93 586 294.93 3 13 13 13 2 1 1 39.0 19.5 39.0 0 0 0 0.40346 0.76515 0.8476433333333333 -0.5927220677155953 -0.14073234733826362 -0.05599863266319882
195 1931 7121 6 10.4 3877 1948.9 13 8.43 2558 1287.43 0 11.65 3229 1626.15 4 9 6 12 5 11 1 6.0 48.0 9.0 0 0 0 1.42782 1.70398 2.274086666666667 -0.24334360484725723 -0.07333555863733507 0.6513913577329649
196 1938 11267 10 8.68 2756 1386.68 12 3.93 1259 633.43 8 9.52 3153 1586.02 3 9 13 13 12 1 1 39.0 9.0 39.0 0 0 0 0.5595233333333334 1.4364533333333336 1.4760666666666666 -0.27436892199028806 0.06548738154507927 0.15897555763899907
197 1939 5341 3 8.72 2616 1316.72 7 5.67 1629 820.17 8 10.13 3132 1576.13 2 13 12 13 2 2 1 12.0 13.0 26.0 0 0 0 0.96514 1.3252933333333334 1.6560966666666668 -0.44698368174485725 -0.4253725728318153 -0.11358301579605981
198 1950 3175 9 2.92 772 388.92 1 13.63 5025 2526.13 11 11.25 3863 1942.75 2 12 8 14 3 5 2 12.0 14.0 8.0 0 0 0 0.49946333333333326 2.09408 2.260203333333333 -0.6728285615289187 -0.1882666174526143 -0.08146312889371995
199 1953 2247 2 5.92 1938 974.92 7 4.48 1294 651.48 13 8.68 2897 1457.18 1 7 12 6 5 2 11 12.0 7.0 6.0 0 0 0 0.7718566666666666 1.1196533333333334 1.3362933333333333 -0.6777947424967417 -0.5406094510135966 -0.49978437062623526
200 1961 1146 15 10.03 3312 1666.03 9 9.37 3279 1648.87 11 7.2 2211 1112.7 1 10 12 14 5 3 2 14.0 12.0 10.0 0 0 0 1.5207566666666665 1.5181066666666667 1.4811066666666666 -0.48431770899248894 -0.36364696608625374 -0.09112142596739095
201 1964 9600 10 9.78 3260 1639.78 12 4.1 1304 656.1 8 9.68 3198 1608.68 2 9 13 13 12 1 1 26.0 26.0 9.0 0 0 0 0.77768 1.6759133333333334 1.737213333333333 -0.23078185651500374 -0.19234164544420548 0.01740105535423854
202 1971 7835 9 11.32 4007 2014.82 10 18.68 6518 3277.68 14 13.33 4411 2218.83 3 12 9 10 3 12 1 12.0 30.0 9.0 0 0 0 1.94544 2.4542333333333337 2.721416666666667 0.17551922070259107 0.32702490015558383 0.49356891369372513
203 1972 10207 13 16.88 6093 3063.38 4 10.47 5195 2607.97 7 17.23 5985 3009.73 1 6 12 12 11 3 2 12.0 12.0 6.0 0 0 0 2.204826666666667 2.9154033333333333 2.389606666666667 0.061785447351174964 0.26319746990009185 0.3144708658805792
204 1976 3163 13 10.95 3146 1583.95 2 14.6 4239 2134.1 7 9.23 2841 1429.73 2 6 7 12 11 5 2 12.0 6.0 7.0 0 0 0 1.704086666666667 1.7430166666666667 2.3578799999999998 -0.2080833206784163 -0.15731220495585135 -0.011888949027271209
205 1979 11083 3 13.53 4275 2151.03 13 15.72 5056 2543.72 7 10.6 3456 1738.6 2 13 6 12 2 11 2 12.0 13.0 6.0 0 0 0 1.8076066666666666 2.221263333333334 2.3772433333333334 -0.002874503418485691 0.02676812014852248 0.06988187578113529
206 1980 3886 2 10.77 3163 1592.27 13 7.0 2301 1157.5 7 5.4 1765 887.9 1 7 6 12 5 11 2 12.0 6.0 7.0 0 0 0 1.0474733333333335 1.2312500000000002 1.3625066666666668 -0.5832685898243299 -0.4930593285596507 -0.39754753078492056
207 1985 8938 6 3.7 1442 724.7 5 4.28 1281 644.78 16 7.7 2511 1263.2 1 9 6 10 5 10 11 6.0 9.0 10.0 0 0 0 0.6709566666666666 0.7458166666666667 1.0512700000000001 -0.8165773735674542 -0.5376095071569289 -0.5117482812640599
208 1991 3651 6 2.25 745 374.75 11 7.97 2533 1274.47 0 8.35 2595 1305.85 3 9 14 12 5 2 1 9.0 21.0 36.0 0 0 0 0.35794666666666664 1.5273599999999998 1.4683066666666669 -0.7798381938855761 -0.18632819715666613 0.045020813397314674
209 1993 1045 6 7.3 2322 1168.3 9 10.47 3466 1743.47 11 6.8 2055 1034.3 4 9 12 14 5 3 2 28.0 9.0 16.0 0 0 0 1.2462499999999999 1.03707 1.6704466666666666 -0.6191975885773948 -0.3088619484970141 0.1636799780257157
210 2008 5148 15 6.28 2193 1102.78 9 12.45 3945 1984.95 14 9.28 3731 1874.78 2 10 12 10 5 3 1 10.0 20.0 12.0 0 0 0 0.9989766666666666 1.582713333333333 1.775983333333333 -0.36800267395403785 -0.32852945085364305 -0.18237905588739417
211 2017 4075 8 12.72 4134 2079.72 3 11.3 3618 1820.3 7 9.85 3256 1637.85 1 13 13 12 1 2 2 12.0 13.0 13.0 0 0 0 1.667876666666667 1.9544633333333334 2.3101433333333334 -0.1791219047223797 -0.15588626020239388 -0.010407817646948203
212 2023 5516 3 5.62 1846 928.62 12 3.65 1245 626.15 8 2.77 865 435.27 4 13 13 13 2 1 1 52.0 52.0 26.0 0 0 0 0.4662266666666667 0.58724 0.80186 -0.4827286023574585 0.14979239239283615 0.3496251624878379
213 2028 8776 9 14.05 4456 2242.05 10 11.92 3961 1992.42 12 11.82 4527 2275.32 4 12 9 13 3 12 1 9.0 16.0 52.0 0 0 0 2.0821899999999998 2.411923333333333 2.18749 0.1804418703589405 0.4111432882612648 0.7991201519909976
214 2032 6779 7 11.98 3903 1963.48 4 12.6 5113 2569.1 13 11.38 3674 1848.38 2 12 12 6 2 3 11 6.0 12.0 12.0 0 0 0 1.68845 2.07972 2.519483333333333 -0.11963549329975416 -0.082798632986335 0.11887423577527255
215 2037 1613 7 8.03 2509 1262.53 0 10.78 3121 1571.28 13 5.72 1979 995.22 2 12 12 6 2 1 11 6.0 12.0 24.0 0 0 0 1.2662933333333335 1.50265 1.2624533333333332 -0.4278541793684512 -0.2776371519686641 -0.21658981059235397
216 2044 3501 4 7.85 4408 2211.85 17 16.47 5582 2807.47 13 13.58 4996 2511.58 2 12 10 6 3 3 11 12.0 6.0 10.0 0 0 0 1.0737833333333333 2.22058 2.300866666666667 -0.29226217574014457 -0.1039033951997957 0.030356080377908157
217 2050 997 2 11.33 3252 1637.33 13 9.38 3068 1543.38 7 5.97 1854 932.97 3 7 6 12 5 11 2 18.0 6.0 7.0 0 0 0 1.09859 1.7914233333333334 2.03058 -0.3511039295916134 -0.23172562687401996 -0.19587448455893555
218 2053 1264 1 8.38 3037 1526.88 9 7.05 2228 1121.05 11 6.0 1875 943.5 3 8 12 14 5 3 2 21.0 12.0 8.0 0 0 0 1.0575533333333333 1.05544 1.3111766666666667 -0.6371006589811329 -0.588714266142895 -0.13050000496214711
219 2073 3888 4 6.95 2879 1446.45 13 8.25 2687 1351.75 0 19.68 5762 2900.68 4 12 6 12 3 11 1 6.0 16.0 48.0 0 0 0 1.23874 1.5658166666666666 2.05041 -0.3055346140772086 -0.1591326015723346 0.857701438810672
220 2076 8162 1 1.8 592 297.8 16 12.37 3636 1830.37 11 6.08 1904 958.08 6 8 10 14 5 11 2 9.6 42.0 10.0 1 1 1 0.24008666666666667 1.3410033333333333 2.167823333333333 -0.8261424239936863 -0.023947841162966225 0.2448265087926382
221 2078 6720 10 8.03 2472 1244.03 2 4.53 1379 694.03 7 7.95 2362 1188.95 5 9 7 12 12 5 2 7.0 30.0 9.0 1 1 1 1.5431333333333332 2.02333 1.77298 -0.2659175708277558 -0.2652630541931475 0.22396933958371285
222 2091 9998 9 10.83 3499 1760.33 12 8.22 2739 1377.72 10 6.47 1905 958.97 1 12 13 9 3 1 12 9.0 13.0 12.0 0 0 0 1.0003133333333332 1.4893300000000003 1.5746566666666666 -0.43727370204040333 -0.42543849531939604 -0.20073991165393706
223 2096 5998 3 8.28 2856 1436.28 7 7.37 2231 1122.87 8 9.7 3372 1695.7 3 13 12 13 2 2 1 18.0 19.5 39.0 0 0 0 1.3309799999999998 1.50918 1.8648599999999997 -0.22377756494372547 -0.0581640768785984 0.2901878359926603
224 2100 10333 2 7.78 2269 1142.28 10 5.37 1531 770.87 12 11.57 3570 1796.57 2 7 9 13 5 12 1 9.0 7.0 26.0 0 0 0 0.94076 1.2560866666666668 1.5794266666666668 -0.5808149747767181 -0.25631645201617426 -0.10002946288911435
225 2102 210 4 9.23 3881 1949.73 7 14.75 4980 2504.75 13 9.43 3192 1605.43 1 12 12 6 3 2 11 6.0 12.0 12.0 0 0 0 1.2805166666666667 1.9909966666666667 2.1029066666666667 -0.1989811277685711 -0.18987717858983033 -0.10896978775896492
226 2106 622 13 6.12 2013 1012.62 4 11.35 4169 2095.85 0 16.1 4628 2330.1 5 6 12 12 11 3 1 6.0 20.0 60.0 1 1 1 1.32558 3.2193499999999995 3.1621 -0.1802851764603873 0.5016624773430997 1.4441292445116198
227 2110 121 9 9.27 3277 1647.77 14 13.37 5865 2945.87 10 15.6 5344 2687.6 2 12 10 9 3 1 12 12.0 9.0 20.0 0 0 0 1.46485 2.588493333333333 2.7071266666666665 -0.0861373647512284 0.1543684012289835 0.3158090962176793
228 2113 9111 7 9.93 2914 1466.93 2 6.02 1774 893.02 10 8.17 2390 1203.17 2 12 7 9 2 5 12 7.0 9.0 12.0 0 0 0 1.1483533333333333 1.33216 1.3739333333333335 -0.5556781607684131 -0.393334157692257 -0.32476548453978893
229 2124 5483 9 15.23 5987 3008.73 14 5.48 1553 781.98 15 14.18 5068 2548.18 3 12 10 10 3 1 5 30.0 10.0 12.0 0 0 0 0.95845 2.3535966666666663 2.3241199999999997 -0.07603448051112444 0.03221662262571881 0.05451558502950758
230 2132 174 15 9.23 3389 1703.73 9 13.47 4610 2318.47 14 7.12 2744 1379.12 2 10 12 10 5 3 1 20.0 10.0 12.0 0 0 0 1.2639733333333334 1.4967466666666667 1.783116666666667 -0.37931461400693367 -0.29895358892114243 -0.06590855231083152
231 2142 6385 7 8.68 2448 1232.68 3 4.3 1293 650.8 8 5.32 1593 801.82 4 12 13 13 2 2 1 26.0 52.0 24.0 0 0 0 0.6149366666666667 0.9039300000000001 1.2657333333333334 -0.303591147012283 -0.22949443058318852 0.30598269099061715
232 2149 3346 6 0.77 193 97.27 5 8.7 2619 1318.2 0 6.2 1867 939.7 4 9 6 12 5 10 1 9.0 48.0 6.0 0 0 0 0.2995566666666667 1.29649 1.1585866666666669 -0.8453171454115972 -0.5861212955110822 0.3644805023396847
233 2151 4729 10 11.0 3670 1846.0 12 4.85 1573 791.35 8 10.42 3329 1674.92 2 9 13 13 12 1 1 26.0 26.0 9.0 0 0 0 0.8270933333333333 1.8097566666666665 1.8146533333333332 -0.17300383868899558 -0.1506809742206501 0.08430250831421925
234 2152 2076 13 9.12 2907 1462.62 4 7.22 2866 1440.22 0 20.55 5982 3011.55 3 6 12 12 11 3 1 12.0 6.0 36.0 0 0 0 1.4908899999999998 1.3945233333333333 2.3145266666666666 -0.3797582328496194 -0.1311050239882539 0.6461507002608765
235 2163 1642 9 11.33 3875 1948.83 10 17.03 5903 2968.53 14 14.13 6637 3332.63 3 12 9 10 3 12 1 12.0 9.0 30.0 0 0 0 1.8753 2.93168 2.950216666666667 0.14579357285591138 0.4751822359678588 0.5209320380448861
236 2185 9632 1 4.18 1343 675.68 15 8.53 2984 1500.53 11 5.87 1915 963.37 3 8 10 14 5 5 2 8.0 21.0 10.0 0 0 0 0.7357633333333333 0.8844266666666667 1.34333 -0.5927909893751975 -0.5691942746350416 -0.46982860999334763
237 2187 6738 12 1.35 408 205.35 8 6.53 2222 1117.53 10 8.12 2664 1340.12 1 13 13 9 1 1 12 13.0 13.0 9.0 0 0 0 0.17699333333333334 1.17016 1.3036500000000002 -0.8803108674363699 -0.5830321238422835 -0.4160984583708661
238 2197 1770 15 4.62 1679 844.12 9 12.42 3952 1988.42 14 9.77 3659 1839.27 3 10 12 10 5 3 1 10.0 30.0 12.0 0 0 0 0.7452133333333333 1.6904833333333333 1.7871333333333335 -0.5219703677663096 -0.3257060945125073 0.12906002746268452
239 2215 5134 1 9.47 3339 1678.97 9 6.42 1982 997.42 11 7.08 2177 1095.58 4 8 12 14 5 3 2 16.0 28.0 8.0 0 0 0 0.9074599999999999 1.2435933333333333 1.4097166666666667 -0.5759366243817541 -0.29306305847539826 -0.12826702288067487
240 2225 8086 9 11.13 4279 2150.63 15 17.25 6030 3032.25 14 10.22 3347 1683.72 10 12 10 10 3 5 1 100.0 40.0 20.0 3 3 3 6.9735 7.013333333333334 10.011 2.366936489234612 2.7490299949333834 4.650403531290259
241 2254 7421 9 3.73 1079 543.23 1 11.48 4352 2187.48 11 9.1 3190 1604.1 12 12 8 14 3 5 2 48.0 84.0 19.2 3 3 3 2.1856666666666666 6.471166666666666 7.777333333333333 1.0558007930682154 1.8472677329266258 3.242734205496939
242 2265 3122 3 6.58 1913 963.08 12 5.1 1667 838.6 8 4.15 1213 610.65 2 13 13 13 2 1 1 26.0 26.0 13.0 0 0 0 0.7521199999999999 0.6568266666666667 1.09161 -0.7102628416622037 -0.4645401556888944 -0.20190540474130234
243 2278 5899 3 5.22 1622 816.22 12 4.87 1276 642.87 8 3.37 1087 546.87 2 13 13 13 2 1 1 26.0 26.0 13.0 0 0 0 0.59121 0.8903 0.96773 -0.7868802848189239 -0.3874301204836266 -0.29207497185653347
244 2281 3960 13 7.85 2766 1390.85 2 8.68 2382 1199.68 7 3.55 1035 521.05 4 6 7 12 11 5 2 24.0 7.0 6.0 0 0 0 0.80364 1.48725 1.463496666666667 -0.4806082310923415 -0.4751103007309585 -0.22404778175503767
245 2283 5441 13 8.95 3109 1563.45 2 8.23 2290 1153.23 7 2.87 892 448.87 3 6 7 12 11 5 2 18.0 7.0 6.0 0 0 0 0.90418 1.6434800000000003 1.4729800000000002 -0.4481305691332832 -0.43121977987116966 -0.3638668107011354
246 2292 3713 14 6.85 2149 1081.35 9 12.22 4825 2424.72 15 12.63 4491 2258.13 1 10 12 10 1 3 5 10.0 10.0 12.0 0 0 0 1.1408399999999999 2.120663333333334 1.9815500000000001 -0.39964652006591384 -0.2678429107530578 -0.0687402396381967
247 2300 44 3 5.82 1712 861.82 12 4.33 1466 737.33 8 3.38 1012 509.38 3 13 13 13 2 1 1 39.0 39.0 19.5 0 0 0 0.5747599999999999 0.6568266666666667 0.91425 -0.614539294878061 -0.14616174924333675 0.0569516050288415
248 2303 8307 1 7.35 2839 1426.85 15 9.17 3232 1625.17 11 4.72 1612 810.72 7 8 10 14 5 5 2 49.0 11.2 14.0 3 3 3 3.257833333333333 5.034833333333333 6.3196666666666665 0.8622544780303177 1.1726752312888844 1.5418565228460748
249 2307 7423 2 3.7 1133 570.2 10 7.13 2266 1140.13 7 10.03 2944 1482.03 3 7 9 12 5 12 2 7.0 9.0 18.0 0 0 0 0.7212466666666666 1.1756566666666668 1.402143333333333 -0.6395050326061088 -0.40754182832656505 -0.3835008520834225
250 2319 4737 14 13.55 6089 3058.05 9 12.5 4441 2233.0 10 18.2 6469 3252.7 1 10 12 9 1 3 12 12.0 10.0 9.0 0 0 0 2.249316666666667 2.447426666666667 2.9181966666666668 -0.023778062787637055 0.33778389891684857 0.37817420233962284
251 2320 9276 13 11.02 3482 1752.02 4 8.92 4226 2121.92 7 17.1 5637 2835.6 10 6 12 12 11 3 2 6.0 40.0 60.0 3 3 3 5.9591666666666665 9.047666666666668 10.132333333333333 1.9356347538851184 3.0334617925254443 3.7660703952016084
252 2323 1977 2 7.67 2161 1088.17 6 5.93 1828 919.93 0 5.9 1689 850.4 4 7 9 12 5 5 1 48.0 9.0 7.0 0 0 0 1.07322 0.88622 0.98984 -0.7872668807196761 -0.7085525553875172 0.5854296630191201
253 2324 592 9 11.0 3772 1897.0 10 15.42 5226 2628.42 12 15.83 5851 2941.33 2 12 9 13 3 12 1 12.0 9.0 26.0 0 0 0 1.8310433333333334 2.7750166666666667 2.91692 0.11783315200586025 0.3775103767758041 0.44864559949784444
254 2327 6762 13 3.53 1099 553.03 7 9.03 2881 1449.53 0 10.77 3028 1524.77 3 6 12 12 11 2 1 6.0 18.0 36.0 0 0 0 1.0096433333333334 1.7774233333333331 1.40404 -0.38629738057327995 -0.14782917578001573 0.0887946898490653
255 2334 1128 9 8.83 2771 1394.33 10 12.02 3767 1895.52 12 13.77 4601 2314.27 2 12 9 13 3 12 1 12.0 9.0 26.0 0 0 0 1.4938166666666668 1.9066 2.22745 -0.08579021203693193 -0.020086122295621837 0.16944117517190774
256 2344 2686 1 5.87 2230 1120.87 9 10.27 3465 1742.77 11 3.23 1003 504.73 3 8 12 14 5 3 2 21.0 8.0 12.0 0 0 0 0.6010266666666667 1.1380333333333335 1.3638599999999999 -0.6465220092461659 -0.520771181573627 -0.40156976553617796
257 2350 8543 2 8.67 2685 1351.17 6 7.43 2218 1116.43 0 7.38 2041 1027.88 2 7 9 12 5 5 1 24.0 9.0 7.0 0 0 0 1.3893766666666667 1.2044233333333332 1.0609333333333333 -0.7374311538943004 -0.5562491710885915 0.104316472619409
258 2351 3989 13 10.28 3317 1668.78 2 16.98 5295 2664.48 7 13.2 4327 2176.7 12 6 7 12 11 5 2 6.545454545454546 72.0 16.8 3 3 3 5.890666666666666 9.6965 11.4145 1.9010124712458536 3.112601636966811 4.18503333456787
259 2353 2384 6 5.18 1637 823.68 1 9.42 3516 1767.42 11 5.07 1590 800.07 3 9 8 14 5 5 2 21.0 9.0 8.0 0 0 0 0.9157333333333335 0.8097166666666666 1.23855 -0.7553059552524499 -0.632921467788556 -0.21660990948882425
260 2359 9785 2 4.63 1419 714.13 10 6.78 2035 1024.28 7 8.93 2630 1323.93 3 7 9 12 5 12 2 7.0 9.0 18.0 0 0 0 0.9095933333333333 1.06382 1.3058166666666668 -0.5334953719646206 -0.4564579921627738 -0.4442125230579118
261 2360 8717 9 12.17 4303 2163.67 15 19.5 7160 3599.5 14 10.8 3645 1833.3 3 12 10 10 3 5 1 30.0 12.0 10.0 0 0 0 2.0976 2.1253866666666665 2.73081 -0.07461343835997421 0.17503858549325696 0.6650381108167476
262 2366 537 10 18.2 6441 3238.7 9 11.13 3958 1990.13 14 12.57 5957 2991.07 9 9 12 10 12 3 1 36.0 90.0 9.0 3 3 3 7.281333333333334 10.982999999999999 11.280833333333334 3.0969869191796224 3.1093559178509955 5.071286359102013
263 2367 3102 2 6.05 1823 917.55 10 6.95 2129 1071.45 7 12.38 3634 1829.38 1 7 9 12 5 12 2 7.0 9.0 12.0 0 0 0 1.1068766666666665 1.27769 1.7717766666666666 -0.4102529453957171 -0.37591211961355375 -0.3608640498240019
264 2369 2505 7 3.58 1005 506.08 2 9.27 2711 1364.77 3 8.67 2381 1199.17 2 12 7 13 2 5 2 12.0 13.0 7.0 0 0 0 0.6161133333333333 1.1790333333333332 1.6911833333333333 -0.6318534044527161 -0.5164945092617097 -0.5003419811419128
265 2374 3999 9 14.63 5108 2568.63 10 11.83 3965 1994.33 12 9.83 3458 1738.83 3 12 9 13 3 12 1 39.0 9.0 12.0 0 0 0 1.62239 2.0739166666666664 2.25472 -0.11463077328821408 0.03451882046903604 0.6815556430344815
266 2375 1040 13 12.58 4442 2233.58 4 6.17 3544 1778.17 7 20.13 6626 3333.13 4 6 12 12 11 3 2 16.0 6.0 24.0 0 0 0 1.3511 1.8519466666666666 2.8185700000000002 -0.12687999640817127 -0.11015745217543038 0.5072282176891811
267 2383 138 10 8.57 2585 1301.07 2 4.62 1419 714.12 7 5.67 1599 805.17 9 9 7 12 12 5 2 12.6 54.0 9.0 3 3 3 3.958 3.661833333333333 5.078333333333333 0.8231300696349096 0.9233169922343167 1.3725708872468396
268 2385 7440 17 4.25 1240 624.25 5 6.23 1857 934.73 16 6.0 2049 1030.5 3 10 6 10 3 10 11 10.0 6.0 10.0 0 0 0 0.5139633333333333 1.08132 1.0228033333333335 -0.6849636181990582 -0.5902895488188684 -0.5664310570051442
269 2398 10181 7 7.85 2467 1241.35 2 13.22 3865 1945.72 13 7.88 2270 1142.88 1 12 7 6 2 5 11 6.0 12.0 7.0 0 0 0 1.1235833333333334 1.4237433333333334 1.7023866666666667 -0.4606244021225343 -0.4072991870812519 -0.21851214512317574
270 2400 6930 13 13.33 4434 2230.33 16 14.12 4803 2415.62 17 12.37 3790 1907.37 1 6 10 10 11 11 3 10.0 6.0 10.0 0 0 0 2.0183933333333335 2.3766833333333333 2.4965666666666664 0.07940803343318431 0.1296952844983615 0.18072189211384945
271 2403 5745 6 6.68 2334 1173.68 5 5.07 1557 783.57 16 6.82 2175 1094.32 3 9 6 10 5 10 11 6.0 10.0 9.0 0 0 0 0.56781 1.2736666666666667 1.3354133333333333 -0.6479265597656523 -0.5601049998370182 -0.3785180023245329
272 2406 11164 15 15.58 5485 2758.08 9 12.92 4849 2437.42 14 8.0 2548 1282.0 3 10 12 10 5 3 1 30.0 12.0 10.0 0 0 0 1.4034466666666667 2.0526133333333334 2.237703333333333 -0.0900287306982123 -0.08099039719388984 0.29151283795697785
273 2408 8029 4 9.33 4358 2188.33 17 17.03 5199 2616.53 13 8.72 3023 1520.22 3 12 10 6 3 3 11 6.0 12.0 10.0 0 0 0 1.38984 1.6526966666666667 2.1500333333333335 -0.31678516989450267 -0.13797699784809075 -0.08164302610968674
274 2410 5216 15 7.28 2421 1217.78 9 11.23 3578 1800.23 11 11.02 3569 1795.52 4 10 12 14 5 3 2 10.0 28.0 16.0 0 0 0 1.0230766666666666 2.035 1.7458566666666666 -0.33032658933589854 -0.2640361559415154 0.2559777674265189
275 2413 10126 4 3.52 1825 916.02 13 12.88 4310 2167.88 7 22.02 7452 3748.02 3 12 6 12 3 11 2 12.0 6.0 18.0 0 0 0 0.8907600000000001 2.1056566666666665 3.1593566666666666 -0.489047432284364 -0.028770087534110644 0.5081943130241886
276 2416 11179 4 5.13 2298 1154.13 13 11.3 3703 1862.8 7 20.07 6910 3475.07 2 12 6 12 3 11 2 12.0 6.0 12.0 0 0 0 1.1438666666666666 1.7597800000000001 2.8141300000000005 -0.3367290169915158 -0.19300553503948223 0.18351415883931999
277 2417 6975 3 2.5 739 372.0 7 8.38 2334 1175.38 8 3.92 1255 631.42 3 13 12 13 2 2 1 19.5 39.0 18.0 0 0 0 0.26955 0.70917 1.0578666666666667 -0.6043759189359944 -0.5395218596524717 -0.1382051337690759
278 2421 6738 12 1.35 408 205.35 10 8.12 2664 1340.12 8 6.53 2222 1117.53 2 13 9 13 1 12 1 26.0 26.0 9.0 0 0 0 0.17699333333333334 1.17016 1.3036500000000002 -0.5245222027946763 -0.4160984583708661 -0.24460863375297448
279 2431 1232 9 10.58 3388 1704.58 10 14.12 4884 2456.12 12 14.53 5509 2769.03 3 12 9 13 3 12 1 12.0 9.0 39.0 0 0 0 1.7726533333333334 2.6437133333333334 2.6839733333333333 0.0813646608275464 0.296934714690341 0.6855618433223694
280 2439 7001 6 13.68 4442 2234.68 3 10.85 4169 2095.35 12 6.5 2234 1123.5 7 9 13 13 5 2 1 91.0 45.5 12.6 3 3 3 11.038499999999999 10.2045 10.073833333333333 2.4763147304201776 3.614800217234958 6.040904786170074
281 2441 7056 10 15.57 5495 2763.07 13 7.98 3223 1619.48 8 13.78 4711 2369.28 3 9 6 13 12 11 1 6.0 39.0 9.0 0 0 0 3.76302 3.798703333333333 3.0692399999999997 0.3570009843491482 0.9131288162886249 1.2180987870383593
282 2443 5456 6 10.33 3421 1720.83 1 12.85 4047 2036.35 12 3.87 1162 584.87 3 9 8 13 5 5 1 39.0 9.0 8.0 0 0 0 2.42962 2.3440166666666666 3.27211 -0.07515211059598487 0.11987533519798818 0.8636977139847493
283 2450 3889 7 12.13 3905 1964.63 2 10.72 3389 1705.22 6 9.27 3027 1522.77 2 12 7 9 2 5 5 9.0 7.0 12.0 0 0 0 2.58301 2.312263333333333 1.6827466666666666 -0.39648954241480727 -0.12836616366692344 0.36396165708015404
284 2451 8993 10 14.07 4366 2197.07 13 11.67 4494 2258.67 8 10.78 3287 1654.28 3 9 6 13 12 11 1 39.0 9.0 6.0 0 0 0 3.4368333333333334 3.0130833333333333 4.12763 0.427098779957693 0.48761866054734404 1.4836047274315178
285 2453 3143 10 10.43 3694 1857.43 0 12.82 4856 2440.82 8 4.7 1446 727.7 3 9 12 13 12 1 1 39.0 9.0 36.0 0 0 0 2.3649400000000003 2.2023966666666666 2.4364666666666666 0.04380164976142216 0.4792320060916205 0.85874939766664
286 2454 5478 5 2.32 892 448.32 10 7.83 2538 1276.83 0 8.87 2926 1471.87 3 6 9 12 10 12 1 6.0 9.0 36.0 0 0 0 0.8731466666666666 2.09305 1.4497900000000001 -0.5047735203413479 -0.06280157284740104 0.052896359714571184
287 2455 3503 0 9.23 3122 1570.23 10 7.6 2513 1264.1 8 11.43 3886 1954.43 2 12 9 13 1 12 1 9.0 24.0 26.0 0 0 0 2.4473766666666665 2.5812333333333335 3.2840133333333332 0.27584157069642945 0.4491046763247301 0.45041491049349247
