order_index Customer_coordinate order_time 1st_restaurant Duration_restaurant1 Distance_restaurant_1 Route_cost_1 2nd_restaurant Duration_restaurant_2 Distance_restaurant_2 Route_cost_2 3rd_restaurant Duration_restaurant_3 Distance_restaurant_3 Route_cost_3 Pizza_order_amount production_time_restaurant_1 production_time_restaurant_2 production_time_restaurant_3 capacity_restaurant_1 capacity_restaurant_2 capacity_restaurant_3 Actual_production_time_1 Actual_production_time_2 Actual_production_time_3 vehicle_type_1 vehicle_type_2 vehicle_type_3 total_vehicle_cost_1 total_vehicle_cost_2 total_vehicle_cost_3 Total_cost_restaurant_1 Total_cost_restaurant_2 Total_cost_restaurant_3
10 120 1349 17:43:52 8 4.3 1537 772.8 12 3.1 779 392.6 3 7.15 2518 1266.15 1 5016 114 604 1.57 4.15 7.07 557 1513 2512 13 13 13 1 1 2 13.0 13.0 13.0 0 0 0 0.37370333333333333 0.2661233333333333 0.3835133333333333 0.13640333333333332 0.3609633333333333 0.6142866666666666 0.40252666666666664 0.7346666666666666 0.9978 1336 3050 5030 -1.067945643310472 -1.0039352239224089 -0.970889090589411
11 126 3738 17:45:10 8 12.53 4002 2013.53 12 6.95 2108 1060.95 10 8.82 2797 1407.32 1 5016 4571 114 6.6 8.8 12.38 2051 2945 3978 13 13 9 1 1 12 13.0 9.0 13.0 0 0 0 0.77502 0.6002466666666666 0.76297 0.5705100000000001 0.7627833333333334 1.0714466666666667 1.1707566666666667 1.5257533333333333 1.8464666666666667 4159 5742 7980 -0.4147578189720943 -0.3728439426543089 -0.34186394176185697
12 159 10720 17:55:18 10 2.52 737 371.02 2 8.98 2618 1317.98 12 10.07 2761 1390.57 4 4571 11239 5016 1.32 10.17 8.32 403 3384 2902 9 7 13 12 5 1 9.0 7.0 52.0 0 0 0 0.21737 0.7745133333333333 0.7759433333333333 0.11403000000000002 0.88134 0.7223533333333334 0.33140000000000003 1.6558533333333334 1.4982966666666666 1140 6002 5663 -0.8811773361669752 -0.48243155364620266 0.3805617815867479
13 161 10399 17:55:29 2 6.17 2022 1017.17 13 8.93 2981 1499.43 7 4.23 1210 609.23 5 1810 11239 10909 4.48 7.27 9.67 1264 2278 2983 7 6 12 5 11 2 30.0 7.0 6.0 1 1 1 0.7804933333333333 0.8092633333333333 0.5298 0.5605866666666667 0.9165066666666666 1.2176566666666666 1.0903866666666668 1.6969999999999998 2.02692 2474 4300 5964 -0.5321513029955383 -0.31318119871518263 -0.010043489582334503
14 188 3429 18:04:11 12 13.53 5162 2594.53 10 14.62 5017 2523.12 9 12.32 3937 1980.82 2 4831 4571 5016 12.0 13.65 14.05 3839 4812 4802 13 9 12 1 12 3 12.0 9.0 26.0 0 0 0 1.2699533333333333 1.2685033333333333 1.0660366666666665 1.03839 1.18562 1.2188533333333333 2.1044266666666664 2.4541233333333334 2.4888066666666666 7776 9829 9964 0.2934881973128726 0.3378038051088523 0.43965433493978734
15 194 11275 18:06:13 13 5.33 1791 900.83 7 12.52 3999 2012.02 0 13.87 3916 1971.87 2 10909 895 1810 4.33 11.12 14.05 1401 3231 4531 6 12 12 11 2 1 6.0 24.0 12.0 0 0 0 0.46207666666666664 1.1958233333333332 1.1949933333333334 0.37484333333333336 0.9589766666666666 1.2161433333333334 0.83692 2.15397 2.4119666666666664 3192 7147 8530 -0.5674145679296311 -0.11848750352629253 0.2757950277135818
16 197 4640 18:06:52 13 6.95 2168 1090.95 7 14.13 4376 2202.13 0 14.73 4082 2055.73 2 10909 895 1810 5.4 12.65 15.23 1753 3758 4910 6 12 12 11 2 1 6.0 24.0 12.0 0 0 0 0.6008466666666666 1.27126 1.2683200000000001 0.46753000000000006 1.0917466666666666 1.3182666666666667 1.0683766666666668 2.3600666666666665 2.589526666666667 3921 7840 9286 -0.3646850064292544 0.016899018362243917 0.415548898933517
17 209 10940 18:10:02 4 9.32 4404 2211.32 13 9.68 3127 1573.18 7 17.02 5559 2796.52 1 10909 1109 1810 5.03 12.48 15.82 1634 6732 5242 12 6 12 3 11 2 6.0 12.0 12.0 0 0 0 0.8207066666666667 0.8379366666666667 0.8322566666666668 0.4355066666666667 1.10732 1.3707533333333333 1.2734433333333333 1.9280266666666668 2.20301 4761 11136 10801 -0.2360675547601946 -0.14963604440621986 -0.10693297648098897
18 215 2799 18:11:56 2 3.45 984 495.45 7 7.85 2078 1046.85 0 6.88 2042 1027.88 1 11239 895 1810 2.4 6.98 7.77 669 1966 2110 7 12 12 5 2 1 7.0 12.0 12.0 0 0 0 0.29734000000000005 0.5941133333333334 0.5937533333333334 0.20669 0.6013266666666668 0.6686 0.5040300000000001 1.1950800000000001 1.2627133333333334 1653 4008 4188 -0.9811849648664933 -0.8411023927819538 -0.7646226211852005
19 229 10793 18:14:51 9 5.38 1556 783.38 15 14.52 5039 2534.02 11 11.67 3970 1996.67 1 4831 4557 10884 2.97 10.4 12.28 1039 3761 4131 12 10 14 3 5 2 12.0 14.0 10.0 0 0 0 0.4638933333333333 1.02289 1.0122 0.25789 0.9042766666666667 1.0646433333333334 0.7217833333333333 1.9164766666666666 2.0875333333333335 2595 7731 9170 -0.6964668625523479 -0.19996298792234185 -0.15322547058914932
20 239 8289 18:17:25 4 8.02 3993 2004.52 13 12.97 4814 2419.97 17 16.65 5311 2672.15 11 1109 10909 6757 4.87 11.3 13.07 2319 4380 4890 12 6 10 3 11 3 44.0 6.0 36.666666666666664 3 3 3 3.333166666666666 4.568666666666667 4.817166666666667 1.9711666666666665 4.073333333333333 4.623333333333333 5.304333333333332 8.642 9.4405 6312 9194 10201 3.3875511027056655 3.7167398153056395 4.336243777086365
21 273 7417 18:25:02 10 6.2 1911 961.7 3 6.85 2166 1089.85 7 7.18 2109 1061.68 7 4571 1810 604 4.58 6.85 7.88 1503 2051 2284 9 13 12 12 2 2 9.0 42.0 45.5 3 3 3 1.9888333333333332 2.2796666666666665 2.2511666666666663 1.5148333333333333 2.1671666666666667 2.455333333333333 3.5036666666666667 4.418333333333333 4.734999999999999 3414 4160 4450 1.390416562080926 1.8335953611105191 1.883532552560221
22 287 1918 18:26:48 13 3.1 940 473.1 0 12.12 3556 1790.12 7 9.75 3049 1534.25 1 10909 1810 895 3.83 11.33 8.65 1293 3413 2569 6 12 12 11 1 2 6.0 12.0 12.0 0 0 0 0.2677333333333333 0.84806 0.84299 0.3320966666666667 0.9782966666666666 0.7465233333333333 0.5998300000000001 1.8212866666666665 1.5945833333333335 2233 6462 6125 -0.790693889244615 -0.5834616121571118 -0.30948101241407827
23 330 6111 18:33:51 0 3.75 1064 535.75 6 9.82 3052 1535.82 2 8.62 2527 1272.12 1 895 11239 10877 1.33 8.17 6.9 349 2389 2048 12 9 7 1 5 5 12.0 7.0 9.0 0 0 0 0.32314 0.7488533333333333 0.7436033333333333 0.11432333333333333 0.7047233333333333 0.5954800000000001 0.4374633333333333 1.4483266666666665 1.3443333333333334 1413 4916 5100 -0.9896059284068287 -0.738879824613746 -0.6099834787952676
24 332 6033 18:34:05 9 12.08 4328 2176.08 15 20.08 7125 3582.58 14 11.38 3610 1816.38 4 10755 4831 10884 13.22 10.55 17.77 4409 3496 5981 12 10 10 3 5 1 40.0 16.0 10.0 0 0 0 1.0499466666666666 1.0779166666666666 0.9844333333333334 1.1457566666666668 0.9141266666666666 1.5406433333333331 2.1301900000000002 1.9640733333333333 2.6185599999999996 8019 7824 13106 -0.039559846928671344 0.2248437976617647 1.1439129176162448
25 345 3192 18:35:29 13 17.7 6375 3205.2 4 11.28 5477 2749.78 7 18.05 6267 3151.55 5 1109 1810 10909 16.45 16.03 11.28 7839 5221 3552 6 12 12 11 3 2 20.0 30.0 6.0 1 1 1 2.2970833333333336 1.48031 2.2938433333333332 2.1543366666666666 2.0267966666666664 1.42256 3.634646666666667 4.320639999999999 3.719643333333334 13316 11488 9927 0.801698773781853 1.6773140906065502 1.7984823251488051
26 356 11134 18:38:07 12 9.03 2978 1498.03 9 10.47 3445 1732.97 10 7.28 2144 1079.28 1 4571 5016 4831 6.02 8.05 10.43 1876 2667 3467 13 12 9 1 3 12 9.0 13.0 12.0 0 0 0 0.78228 0.7869499999999999 0.6281066666666667 0.5204266666666667 0.6975033333333334 0.9038366666666666 1.1485333333333334 1.4797833333333332 1.6907866666666664 4020 5645 6912 -0.5204900170659903 -0.5193172426675396 -0.1917148134737828
27 357 5371 18:38:15 9 15.25 5037 2533.75 12 9.05 3634 1826.05 10 13.33 4415 2220.83 1 5016 4571 4831 9.33 13.48 14.07 3490 4842 4741 12 13 9 3 1 12 13.0 9.0 12.0 0 0 0 1.1612033333333334 0.7905066666666668 1.1549833333333333 0.8124 1.1717533333333334 1.21991 1.6029066666666667 2.3267366666666667 2.3811133333333334 7124 9257 9778 -0.0324886947938839 -0.019637031175137182 0.23167890485783724
28 358 1323 18:38:17 9 13.38 4623 2324.88 10 10.58 3480 1750.58 12 10.47 3019 1519.97 1 5016 4571 4831 10.12 10.75 12.72 3242 3777 4381 12 9 13 3 12 1 13.0 9.0 12.0 0 0 0 0.9278966666666667 0.9164666666666668 0.9026900000000001 0.8757533333333333 0.9336033333333333 1.10381 1.7784433333333334 1.85007 2.0317066666666665 6261 7257 9004 -0.2642146987149139 -0.11135801608004596 0.13935110575085252
29 366 11174 18:39:13 4 4.77 2188 1098.77 13 10.93 3593 1807.43 7 20.1 6920 3480.1 1 1109 10909 1810 8.18 8.62 20.43 4282 3165 6893 12 6 12 3 11 2 12.0 6.0 12.0 0 0 0 0.41938 0.9467633333333334 0.9800333333333334 0.7244866666666666 0.7499833333333332 1.7714299999999998 1.1438666666666666 1.6967466666666666 2.751463333333333 6470 6758 13813 -0.42431712892984685 -0.29147961619376306 0.260667638097678
30 371 3308 18:40:11 9 12.1 4136 2080.1 10 17.83 6366 3200.83 14 12.93 6512 3268.93 4 4831 4571 10755 10.8 17.25 14.8 3767 6127 7508 12 9 10 3 12 1 16.0 9.0 40.0 0 0 0 1.0496933333333334 1.5494933333333332 1.5509533333333332 0.9376700000000001 1.49877 1.3084133333333334 1.9873633333333336 3.048263333333333 2.8593666666666664 7903 12493 14020 0.462996740158312 0.7597132427784897 0.8443255522642925
31 383 9186 18:43:03 2 8.47 2629 1322.97 7 6.15 1874 943.15 13 5.37 1716 863.37 2 10909 1810 11239 5.63 7.82 8.78 1828 2223 2729 7 12 6 5 2 11 6.0 12.0 7.0 0 0 0 0.5387900000000001 0.53124 0.46466 0.4874466666666667 0.6738966666666666 0.7589566666666666 0.9521066666666667 1.2051366666666667 1.2977466666666668 3544 4097 5358 -0.8526330082181608 -0.754077188093266 -0.4874941024058417
32 391 5676 18:44:15 13 9.85 3388 1703.85 7 3.77 1171 589.27 2 9.13 2569 1293.63 4 1810 11239 10909 6.0 13.37 10.47 1670 3955 3438 6 12 7 11 2 5 24.0 7.0 6.0 0 0 0 0.7947133333333334 0.3258766666666667 0.7865233333333334 0.5167 1.1537166666666667 0.90688 0.8425766666666668 1.9402400000000002 1.7015933333333333 2841 6524 6826 -0.4578260715534932 -0.35642698998269395 -0.31657701015576367
33 408 3819 18:46:53 6 4.15 1328 668.15 11 6.63 2194 1103.63 0 9.33 2937 1477.83 2 10877 4557 895 2.68 7.1 9.8 1094 2254 3280 9 14 12 5 2 1 9.0 14.0 24.0 0 0 0 0.35911333333333334 0.57444 0.58187 0.23427333333333333 0.6142066666666667 0.8494666666666668 0.5933866666666667 1.1886466666666666 1.4313366666666667 2422 4448 6217 -0.8461409176588472 -0.6989069584709509 -0.4222676440890978
34 413 6930 18:48:01 13 13.33 4434 2230.33 16 14.12 4803 2415.62 17 12.37 3790 1907.37 3 6757 10909 10368 10.98 14.07 15.43 3466 4901 5187 6 10 10 11 11 3 10.0 6.0 10.0 0 0 0 1.1551733333333334 1.1588633333333334 1.0687333333333333 0.9496600000000001 1.22151 1.3377033333333332 2.0183933333333335 2.3766833333333333 2.4965666666666664 7256 9335 9990 0.15820205712183685 0.176698594902787 0.327410814687778
35 422 1997 18:49:39 2 8.07 2489 1252.57 0 7.7 2144 1079.7 13 6.52 2020 1016.52 2 10909 895 11239 8.47 5.2 9.07 2700 1412 2949 7 12 6 5 1 11 6.0 24.0 7.0 0 0 0 0.6665566666666666 0.6631066666666666 0.5635333333333333 0.7328333333333334 0.44745333333333337 0.7853233333333334 1.2963666666666667 1.11056 1.45188 4720 3556 5438 -0.7831443956085767 -0.47901659385510287 -0.22043292569792414
36 435 7313 18:51:28 1 8.05 2883 1449.55 9 8.0 2810 1413.0 11 5.67 1721 866.17 5 4557 4831 6678 5.95 5.53 7.7 1934 1977 2801 8 12 14 5 3 2 35.0 20.0 8.0 1 1 1 1.0198233333333333 1.0176333333333334 0.7131299999999999 0.7521866666666667 0.7044766666666666 0.9823633333333334 1.4653166666666666 1.72211 2.002186666666667 3655 4787 5684 -0.4706964714552243 -0.17943329713972367 0.42278471691225694
37 452 8371 18:53:28 9 6.9 2221 1117.4 15 11.9 4099 2061.4 11 10.53 3652 1836.53 2 4831 4557 10884 4.95 11.38 10.73 1531 3975 3473 12 10 14 3 5 2 12.0 14.0 10.0 0 0 0 0.59721 0.9184899999999999 0.9140199999999999 0.42781 0.9880833333333333 0.9288966666666668 1.02502 1.9021033333333333 1.8473866666666667 3752 7627 7572 -0.4473529048746426 -0.3948955123597355 -0.19108778863593479
38 457 7904 18:54:11 14 8.12 2588 1302.12 15 15.7 5525 2778.2 9 13.03 4889 2457.53 1 10755 4831 10884 8.1 10.47 12.65 2590 4539 4162 10 10 12 1 5 3 10.0 12.0 10.0 0 0 0 0.7025466666666667 1.1410833333333332 1.1347233333333333 0.7009 0.9178900000000001 1.0957866666666667 1.4034466666666665 2.0526133333333334 2.2368699999999997 5178 9428 9687 -0.26369121165437676 -0.09074833579986075 -0.06853833602301986
39 472 5352 18:55:57 1 7.85 2762 1388.85 9 9.27 2941 1479.77 11 5.47 1600 805.47 3 4557 6678 4831 3.78 5.53 7.95 1213 2080 3004 8 12 14 5 3 2 21.0 8.0 12.0 0 0 0 0.6817866666666667 0.6835766666666667 0.4718333333333333 0.32713000000000003 0.48163333333333336 0.69254 0.7989633333333334 1.16342 1.3761166666666669 2813 4842 5945 -0.7662417677117208 -0.7150699080859415 -0.4218517838297191
40 476 5430 18:56:48 9 11.62 3741 1882.12 10 13.92 4821 2424.42 12 14.33 5446 2737.33 4 4831 4571 5016 10.12 16.57 16.93 3107 5467 5868 12 9 13 3 12 1 16.0 9.0 52.0 0 0 0 1.0057433333333332 1.2082100000000002 1.21446 0.8744033333333333 1.4355033333333334 1.4695133333333334 1.8801466666666666 2.6437133333333334 2.6839733333333333 6848 10288 11314 0.3764883095923432 0.42754680709619797 1.1111673350757574
41 480 1175 18:57:15 15 6.3 2302 1157.3 9 12.08 3807 1915.58 11 11.85 3963 1993.35 4 10884 4831 4557 3.68 11.02 12.7 1158 4037 4255 10 12 14 5 3 2 10.0 16.0 28.0 0 0 0 0.5480200000000001 1.0447366666666666 1.0462966666666667 0.3182466666666667 0.9587033333333334 1.1008833333333332 0.8662666666666667 2.00344 2.1471799999999996 3460 7844 8218 -0.5731905232355186 -0.01714171375372914 0.15342737566909942
42 483 349 18:57:59 3 11.62 3658 1840.62 7 10.17 3296 1658.17 8 13.03 4174 2100.03 2 1810 604 114 9.35 10.45 14.5 3072 3517 4819 13 12 13 2 2 1 12.0 13.0 26.0 0 0 0 1.0049133333333333 0.88046 1.0100733333333334 0.8098866666666665 0.9060033333333334 1.2565233333333332 1.6903466666666667 1.9109166666666666 2.2665966666666666 6368 7175 8993 -0.1837259284059795 0.07046493597475953 0.16453722766855913
43 489 7600 18:58:57 13 6.03 1890 951.03 7 12.97 4038 2031.97 0 11.65 3156 1589.65 4 10909 895 1810 6.18 9.45 14.57 1933 2663 4370 6 12 12 11 2 1 6.0 48.0 24.0 0 0 0 0.5214000000000001 1.0112133333333335 1.0023933333333335 0.53433 0.81413 1.257866666666667 1.05573 1.8165233333333335 2.2690800000000007 3823 5819 8408 -0.39851839428697466 0.1398775359198864 0.6506188045860944
44 493 1096 18:59:26 1 8.82 2961 1489.32 11 7.53 2607 1311.03 15 6.7 2080 1046.7 1 10884 4557 6678 6.62 9.25 10.23 2150 2928 3170 8 14 10 5 2 5 10.0 14.0 8.0 0 0 0 0.65711 0.65357 0.5791333333333334 0.5731666666666667 0.8001133333333333 0.8842 1.1523 1.4536833333333332 1.54131 4230 5535 6131 -0.6898604725929658 -0.5245472261352113 -0.3665018904446421
45 495 1945 18:59:43 6 8.43 2770 1393.43 16 6.4 2015 1013.9 5 5.47 1666 838.47 1 1524 10368 10877 5.43 7.73 9.53 1742 2558 3084 9 10 6 5 11 10 6.0 10.0 9.0 0 0 0 0.5610333333333333 0.5534833333333333 0.4724933333333333 0.46992 0.6697466666666667 0.8250066666666667 0.9424133333333333 1.22323 1.38604 3408 4573 5854 -0.7543286834642371 -0.5749303877542367 -0.5183706275066811
46 503 5697 19:00:40 4 3.98 1876 941.98 13 10.8 3604 1812.8 0 22.23 6679 3361.73 1 1109 10909 895 7.88 8.5 18.8 4584 3000 6092 12 6 12 3 11 1 12.0 6.0 12.0 0 0 0 0.35042666666666666 0.9360400000000001 0.9667900000000001 0.7025066666666666 0.7383333333333333 1.627586666666667 1.0529333333333333 1.6743733333333335 2.594376666666667 6460 6604 12771 -0.5081665716356282 -0.30760479181186284 0.20677588286663673
47 510 8760 19:01:19 7 8.0 2537 1276.5 2 13.37 3935 1980.87 13 11.42 3751 1886.92 2 1810 10909 11239 7.75 10.65 15.12 2344 3442 4629 12 7 6 2 5 11 12.0 6.0 7.0 0 0 0 0.6920366666666666 0.9910166666666667 0.9891766666666667 0.6692733333333334 0.9219200000000001 1.30629 1.36131 1.9110966666666669 2.2973066666666666 4881 7193 8564 -0.21409417779832182 -0.2017399051768655 -0.15665777294235636
48 556 10653 19:06:54 15 1.83 527 265.33 11 11.45 4388 2205.45 14 9.85 3765 1892.35 3 10884 10755 4557 4.52 9.95 12.98 1467 4394 4357 10 14 10 5 2 1 10.0 30.0 21.0 0 0 0 0.15777000000000002 0.8647133333333333 0.8584833333333333 0.3913366666666666 0.8731066666666666 1.1252366666666669 0.5491066666666666 1.7315899999999997 1.9899500000000003 1994 8159 8745 -0.9125692989112698 -0.12610575984624162 0.08680681664646211
49 560 10158 19:07:12 1 10.23 3505 1762.73 11 7.85 2343 1179.35 9 7.0 2211 1112.5 1 4831 4557 6678 4.63 8.42 10.17 1743 2999 3866 8 14 12 5 2 3 12.0 14.0 8.0 0 0 0 0.6892166666666667 0.6775966666666666 0.6054433333333333 0.4032633333333333 0.7316566666666666 0.8861600000000001 1.0087066666666666 1.4092533333333332 1.5753766666666666 3954 5342 7371 -0.634461178336339 -0.5415183510515724 -0.45577977799704017
50 571 3771 19:08:09 14 11.73 5739 2881.23 10 19.58 7527 3783.08 9 12.88 4631 2328.38 2 4831 10755 4571 11.42 14.17 17.87 3965 7018 6325 10 9 12 1 12 3 12.0 20.0 9.0 0 0 0 1.03489 1.05277 1.1196433333333333 0.9913166666666666 1.2510133333333333 1.5524166666666668 2.11096 2.2859033333333336 2.6051866666666665 8596 12757 13852 0.19108707706936048 0.3814785660790435 0.4594515741226499
51 583 9680 19:09:05 10 6.47 2148 1080.47 12 3.98 1341 674.48 8 9.57 3174 1596.57 3 5016 4571 114 3.47 7.05 9.25 1080 2266 3007 9 13 13 12 1 1 39.0 9.0 39.0 0 0 0 0.5606466666666666 0.34507666666666664 0.5709066666666666 0.29996666666666666 0.6101599999999999 0.8009033333333334 0.6450433333333333 1.1708066666666666 1.37181 2421 4414 6181 -0.605171951539756 -0.10231222506486837 -0.045985032991793795
52 613 229 19:13:06 10 11.55 3682 1852.55 12 5.4 1585 797.9 8 9.55 3109 1564.05 3 5016 114 4571 4.47 9.25 10.85 1344 2940 3544 9 13 13 12 1 1 39.0 39.0 9.0 0 0 0 0.8326533333333334 0.46585000000000004 0.8269233333333333 0.38594 0.8002333333333334 0.9396066666666666 0.85179 1.6271566666666666 1.77226 2929 6049 7226 -0.2663754299527721 0.07803386188295558 0.2538185855214963
53 614 1812 19:13:35 14 6.65 1909 961.15 9 15.83 6008 3019.83 15 15.35 5424 2727.35 2 10755 10884 4831 7.48 15.5 13.32 2478 5024 5401 10 12 10 1 3 5 20.0 10.0 12.0 0 0 0 0.5732566666666667 1.3392466666666665 1.3334066666666666 0.6481133333333334 1.3419066666666668 1.1640100000000002 1.2213700000000003 2.6753133333333334 2.5032566666666667 4387 10448 11409 -0.15483969878211895 0.046547090369058644 0.34204550665269556
54 615 3426 19:13:37 6 7.22 2558 1286.22 1 7.4 2247 1130.9 11 3.55 921 464.05 4 4557 6678 10877 3.0 6.38 6.92 834 2023 2520 9 8 14 5 5 2 28.0 8.0 9.0 0 0 0 0.6422466666666667 0.6391366666666667 0.30504333333333333 0.25834 0.5518966666666667 0.6018666666666667 0.5633833333333333 1.1910333333333334 1.2441133333333334 1755 4270 5078 -0.8604904485539364 -0.7622314637985035 -0.444035063362054
55 616 8848 19:14:02 7 12.98 4166 2095.98 3 8.8 3051 1534.3 8 8.07 3449 1732.57 6 604 114 1810 10.6 11.22 15.38 3282 4119 4565 12 13 13 2 2 1 39.0 78.0 36.0 1 1 1 1.06648 1.1181966666666665 1.04497 1.3351266666666666 1.43257 1.9312833333333335 2.453323333333333 2.47754 2.9977633333333333 6333 7568 8731 0.8398605619890982 1.294044056907067 1.7148285860796415
56 620 9416 19:14:21 15 9.43 3242 1630.43 1 6.75 2586 1299.75 11 4.12 1359 683.62 1 4557 6678 10884 4.85 8.2 8.43 1583 2966 2836 10 8 14 5 5 2 14.0 8.0 10.0 0 0 0 0.59492 0.58836 0.3569233333333333 0.41999666666666663 0.7129933333333334 0.73086 0.7769199999999999 1.3013533333333334 1.32578 2942 5552 6078 -0.7322303673612444 -0.7163287148857048 -0.6654625018376925
57 625 1255 19:15:27 9 7.1 2405 1209.6 11 14.77 5338 2683.77 14 11.9 5262 2642.9 3 4831 10755 4557 6.25 14.47 16.08 1734 4896 5488 12 14 10 3 2 1 12.0 30.0 21.0 0 0 0 0.6157166666666667 1.0450466666666667 1.0442866666666668 0.5381733333333334 1.2547933333333332 1.39488 1.15389 2.29908 2.4399266666666666 4139 10158 10826 -0.3536895817391277 0.19668232388605356 0.4633420921564887
