 order_index Customer_coordinate 1st_restaurant Duration_restaurant_1 Distance_restaurant_1 Route_cost_1 2nd_restaurant Duration_restaurant_2 Distance_restaurant_2 Route_cost_2 3rd_restaurant Duration_restaurant_3 Distance_restaurant_3 Route_cost_3 Pizza_order_amount production_time_restaurant_1 production_time_restaurant_2 production_time_restaurant_3 capacity_restaurant_1 capacity_restaurant_2 capacity_restaurant_3 Actual_production_time_1 Actual_production_time_2 Actual_production_time_3 vehicle_type_1 Min _vehicle_cost_1 vehicle_type_2 Min_vehicle_cost_2 vehicle_type_3 Min_vehicle_cost_3 Total_cost_restaurant_1 Total_cost_restaurant_2 Total_cost_restaurant_3
33 408 3819 6 4.15 1328 913.0 11 6.63 2194 1495.0 0 9.33 2937 2028.5 2 9 14 12 5 2 1 18.0 14.0 24.0 2 1000.8161666666666 2 1001.322 2 1001.50775 1723.652933333333 2303.4576 2841.906200000001
34 413 6930 17 12.37 3790 2637.0 13 13.33 4434 3017.0 16 14.12 4803 3248.5 3 10 6 10 3 11 11 10.0 18.0 30.0 2 1002.3906666666667 2 1002.6636666666667 2 1002.7559166666666 3444.512533333333 3830.330933333333 4067.9047333333333
35 422 1997 13 6.52 2020 1401.0 0 7.7 2144 1534.0 2 8.07 2489 1728.5 2 6 12 7 11 1 5 12.0 24.0 14.0 2 1001.2656666666667 2 1001.4343333333333 2 1001.5205833333333 2210.2125333333333 2347.3474666666666 2537.7164666666667
36 435 7313 11 5.67 1721 1200.5 9 8.0 2810 1885.0 1 8.05 2883 1924.5 5 14 12 8 2 3 5 35.0 20.0 8.0 2 1001.09175 2 1001.6358333333333 2 1001.6540833333332 2019.2734 2696.9086666666667 2730.8232666666668
37 452 8371 9 6.9 2221 1524.5 11 10.53 3652 2458.0 15 11.9 4099 2763.5 2 12 14 10 3 2 5 24.0 14.0 20.0 2 1001.36025 2 1002.1415 2 1002.25325 2338.1882 3267.1132 3576.3026
38 457 7904 14 8.12 2588 1781.0 9 13.03 4889 3226.5 15 15.7 5525 3704.5 1 10 12 10 1 3 5 10.0 12.0 10.0 2 1001.5943333333333 2 1002.7424166666667 2 1002.9014166666667 2587.4754666666668 4035.293933333333 4512.821133333333
39 472 5352 11 5.47 1600 1128.0 1 7.85 2762 1852.0 9 9.27 2941 2026.5 3 14 8 12 2 5 3 21.0 24.0 12.0 2 1001.0381666666666 2 1001.6063333333334 2 1001.6510833333333 1939.7305333333331 2666.285066666667 2834.4208666666664
40 476 5430 9 11.62 3741 2567.5 10 13.92 4821 3245.5 12 14.33 5446 3583.0 4 12 9 13 3 12 1 16.0 36.0 52.0 2 1002.2909166666667 2 1002.82925 2 1002.9855 3377.932733333333 4068.1634 4411.5884
41 480 1175 15 6.3 2302 1529.0 9 12.08 3807 2628.5 11 11.85 3963 2692.5 4 10 12 14 5 3 2 40.0 16.0 28.0 2 1001.3105 2 1002.3610833333332 2 1002.4000833333333 2351.0484 3438.988866666666 3508.8200666666667
42 483 349 7 10.17 3296 2258.0 3 11.62 3658 2526.0 8 13.03 4174 2869.0 2 12 13 13 2 2 1 12.0 13.0 26.0 2 1002.0105 2 1002.2701666666667 2 1002.3991666666667 3066.0084 3334.7161333333333 3684.119333333333
43 489 7600 13 6.03 1890 1307.0 0 11.65 3156 2277.0 7 12.97 4038 2797.0 4 6 12 12 11 1 2 24.0 48.0 24.0 2 1001.176 2 1002.1481666666666 2 1002.3686666666665 2122.1408 3102.918533333333 3611.2949333333336
44 493 1096 15 6.7 2080 1442.0 11 7.53 2607 1755.5 1 8.82 2961 2009.5 1 10 14 8 5 2 5 10.0 14.0 8.0 2 1001.3016666666666 2 1001.53025 2 1001.61875 2249.0413333333336 2564.1242 2815.795
45 495 1945 5 5.47 1666 1161.0 16 6.4 2015 1391.5 6 8.43 2770 1891.0 1 6 10 9 10 11 5 6.0 10.0 9.0 2 1001.0546666666667 2 1001.2504166666665 2 1001.4391666666667 1966.8437333333331 2199.700333333333 2697.6513333333332
46 503 5697 4 3.98 1876 1177.0 13 10.8 3604 2450.0 7 19.93 6746 4569.0 1 12 6 12 3 11 2 12.0 6.0 12.0 2 1000.9333333333334 2 1002.1610000000001 2 1002.9465 1984.3466666666668 3256.9288 5377.7572
47 510 8760 7 8.0 2537 1748.5 13 11.42 3751 2560.5 2 13.37 3935 2769.5 2 12 6 7 2 11 5 12.0 12.0 14.0 2 1001.5675833333332 2 1002.2700833333333 2 1002.3160833333333 2556.154066666667 3370.516066666666 3579.352866666666
48 556 10653 15 1.83 527 373.5 14 9.85 3765 2473.5 11 11.45 4388 2881.0 3 10 10 14 5 1 2 30.0 30.0 21.0 2 1000.34525 2 1002.0904166666667 2 1002.2461666666667 1189.7762 3290.3723333333332 3693.6969333333336
49 560 10158 9 7.0 2211 1525.5 11 7.85 2343 1642.5 1 10.23 3505 2366.5 1 12 14 8 3 2 5 12.0 14.0 8.0 2 1001.3694166666667 2 1001.5015833333333 2 1001.7920833333334 2333.195533333333 2451.1012666666666 3172.933666666667
50 571 3771 9 12.88 4631 3088.5 14 11.73 5739 3573.5 10 19.58 7527 4938.5 2 12 10 9 3 1 12 24.0 20.0 18.0 2 1002.6604166666666 2 1002.80325 2 1003.25025 3903.228333333334 4385.9426 5752.5002
51 583 9680 12 3.98 1341 909.5 10 6.47 2148 1462.0 8 9.57 3174 2161.0 3 13 9 13 1 12 1 39.0 27.0 39.0 2 1000.7995833333333 2 1001.2918333333333 2 1001.5483333333333 1729.839666666667 2278.933466666667 2981.9386666666664
52 613 229 12 5.4 1585 1116.5 8 9.55 3109 2127.5 10 11.55 3682 2534.0 3 13 13 9 1 1 12 39.0 39.0 27.0 2 1001.02625 2 1001.8914166666666 2 1002.0346666666666 1937.021 2948.713133333333 3351.5277333333333
53 614 1812 14 6.65 1909 1353.5 15 15.35 5424 3633.0 9 15.83 6008 3954.0 2 10 10 12 1 5 3 20.0 20.0 24.0 2 1001.2530833333334 2 1003.1468333333332 2 1003.2928333333333 2164.7024666666666 4446.517466666666 4769.234266666666
54 615 3426 11 3.55 921 673.5 1 7.4 2247 1567.5 6 7.22 2558 1712.0 4 14 8 9 2 5 5 28.0 32.0 36.0 2 1000.6444166666665 2 1001.4250833333333 2 1001.5028333333332 1488.415533333333 2385.640066666667 2532.2022666666667
55 616 8848 3 8.8 3051 2053.5 8 8.07 3449 2208.5 7 12.98 4166 2862.0 6 13 13 12 2 1 2 39.0 78.0 36.0 2 1001.7894166666665 2 1001.80375 2 1001.983 2874.831533333333 3049.143 3681.9864
56 620 9416 11 4.12 1359 926.5 1 6.75 2586 1698.0 15 9.43 3242 2187.0 1 14 8 10 2 5 5 14.0 8.0 10.0 2 1000.8204166666667 2 1001.434 2 1001.598 1734.5563333333334 2504.1472 2994.2784
57 625 1255 9 7.1 2405 1628.5 14 11.9 5262 3345.0 11 14.77 5338 3555.0 3 12 10 14 3 1 2 12.0 30.0 21.0 2 1001.4295833333334 2 1002.7038333333335 2 1002.7228333333335 2436.2436666666667 4162.363066666667 4368.078266666666
58 648 9428 13 1.37 457 310.5 7 10.23 3364 2296.0 0 12.77 3818 2675.0 1 6 12 12 11 2 1 6.0 12.0 12.0 2 1000.2740833333335 2 1002.0345 2 1002.148 1115.9192666666668 3104.027600000001 3482.9184
59 668 3812 6 4.93 1620 1106.0 11 6.52 1855 1318.5 1 7.4 2154 1521.0 2 9 14 8 5 2 5 18.0 14.0 16.0 2 1000.9801666666666 2 1001.2244166666667 2 1001.2991666666667 1916.784133333333 2126.8795333333333 2331.039333333333
60 681 2324 10 6.68 1889 1345.5 12 9.3 3016 2066.0 9 9.78 3200 2187.0 2 9 13 12 12 1 3 18.0 26.0 24.0 2 1001.2515833333333 2 1001.8389999999999 2 1001.885 2157.9012666666667 2880.6712 3001.1079999999997
61 688 2085 6 4.57 1451 999.5 11 7.22 2121 1493.5 1 8.23 2483 1735.5 3 9 14 8 5 2 5 27.0 21.0 24.0 2 1000.8959166666667 2 1001.3725833333334 2 1001.4630833333334 1814.7167333333332 2305.498066666667 2549.670466666667
62 697 1925 15 4.98 1680 1139.0 11 9.6 3309 2230.5 1 9.55 3391 2268.5 3 10 14 8 5 2 5 30.0 21.0 24.0 2 1001.0010000000001 2 1001.94725 2 1001.96775 1955.8008 3042.9578 3083.0742
63 700 7086 12 2.0 713 476.5 8 7.58 2607 1758.5 10 8.1 2601 1786.5 4 13 13 9 1 1 12 52.0 52.0 36.0 2 1000.4115833333334 2 1001.5360833333333 2 1001.5345833333333 1303.0292666666667 2585.9288666666666 2608.1276666666668
64 708 2795 7 5.65 1884 1281.0 13 6.38 2056 1411.0 2 10.93 3362 2337.0 2 12 6 7 2 11 5 12.0 12.0 14.0 2 1001.1301666666667 2 1001.2583333333333 2 1001.5848333333333 2088.304133333333 2220.206666666667 3146.267866666666
65 715 176 9 9.73 3022 2095.0 15 10.35 3528 2385.0 14 10.43 4164 2708.0 1 12 10 10 3 5 1 12.0 10.0 10.0 2 1001.8906666666667 2 1002.0895 2 1002.2485 2903.112533333333 3192.6716 3514.9988
66 722 8697 6 0.68 262 172.0 0 6.78 2112 1463.0 5 7.85 2476 1709.0 7 9 12 6 5 1 10 12.6 84.0 42.0 3 20000.244333333336 3 20002.186 3 20002.368 16179.495466666667 17506.948800000002 17733.894400000005
67 732 6715 7 7.75 2439 1684.5 3 12.25 3635 2552.5 13 11.85 3869 2645.5 1 12 13 6 2 2 11 12.0 13.0 6.0 2 1001.5139166666668 2 1002.3379166666667 2 1002.3964166666667 2492.1111333333333 3361.270333333333 3452.617133333333
68 742 6545 4 7.07 2874 1861.0 13 9.37 3095 2109.5 7 18.5 6237 4228.5 4 12 6 12 3 11 2 16.0 24.0 24.0 2 1001.5433333333333 2 1001.8669166666666 2 1002.6524166666667 2670.8346666666666 2925.193533333333 5043.021933333333
69 784 8499 14 8.53 2716 1870.0 9 12.72 4587 3056.5 15 17.23 6231 4149.5 2 10 12 10 1 3 5 20.0 24.0 20.0 2 1001.6741666666667 2 1002.63075 2 1003.04175 2681.539333333333 3871.2046 4962.9334
70 804 5678 12 7.53 2257 1580.5 10 9.23 2831 1969.5 8 13.12 4151 2862.5 9 13 9 13 1 12 1 117.0 81.0 117.0 3 20002.3835 3 20002.953833333333 3 20003.613833333333 17641.1068 18014.763066666666 18924.091066666668
71 830 2368 5 5.43 1563 1107.5 16 5.28 1763 1198.5 6 9.02 3052 2067.0 4 6 10 9 10 11 5 24.0 40.0 36.0 2 1001.02425 2 1001.05675 2 1001.3789999999999 1922.3194 2021.5454 2887.1032
72 839 2960 8 2.28 681 477.5 3 3.38 1028 717.0 12 7.57 2574 1741.0 2 13 13 13 1 2 1 26.0 13.0 26.0 2 1000.43625 2 1000.6513333333332 2 1001.0378333333333 1291.049 1524.4210666666668 2555.0302666666666
73 859 9397 5 4.62 1449 1001.5 6 5.02 1556 1079.0 16 7.67 2481 1700.5 3 6 9 10 10 5 11 18.0 27.0 30.0 2 1000.90125 2 1000.9746666666666 2 1001.2059166666667 1813.221 1894.279733333333 2518.664733333333
74 861 7945 9 7.95 2582 1768.0 10 8.82 2580 1819.0 12 10.57 3414 2341.0 1 12 9 13 3 12 1 12.0 9.0 13.0 2 1001.573 2 1001.674 2 1001.8825 2575.8584 2627.2392 3149.2059999999997
75 870 1066 6 3.92 1542 1006.0 5 7.85 2764 1853.0 0 10.02 3392 2297.0 5 9 6 12 5 10 1 9.0 30.0 60.0 2 1000.8428333333333 2 1001.6068333333334 2 1001.7638333333333 1812.1742666666669 2671.2854666666667 3128.6110666666664
76 876 5331 8 2.05 617 431.5 3 3.15 964 671.0 12 7.33 2510 1695.0 4 13 13 13 1 2 1 52.0 26.0 52.0 2 1000.3934166666667 2 1000.6085 2 1000.995 1258.0147333333334 1484.8868 2521.996
77 878 6224 12 1.82 581 399.5 8 6.83 2355 1587.5 10 7.28 2432 1653.0 5 13 13 9 1 1 12 65.0 65.0 45.0 2 1000.3575833333333 2 1001.3855833333333 2 1001.4048333333333 1232.4860666666666 2421.308466666667 2479.023866666667
78 880 6333 7 2.35 742 512.0 2 6.75 2038 1424.0 3 10.0 2837 2018.5 4 12 7 13 2 5 2 24.0 28.0 26.0 2 1000.4596666666667 2 1001.297 2 1001.49675 1324.7677333333334 2240.0376 2833.0974
79 883 431 4 7.57 3452 2180.0 13 11.78 4232 2823.0 17 17.82 5824 3981.0 2 12 6 10 3 11 3 24.0 12.0 20.0 2 1001.7461666666667 2 1002.4323333333333 2 1002.8303333333333 2993.9969333333333 3633.1458666666663 4793.8642666666665
80 884 5114 4 6.78 2902 1858.0 13 10.3 3285 2260.5 7 19.43 6440 4386.0 1 12 6 12 3 11 2 12.0 6.0 12.0 2 1001.5165 2 1002.0229166666667 2 1002.8116666666667 2665.8132 3067.318333333333 5194.649333333333
81 886 4741 14 5.07 1505 1056.5 15 13.77 5020 3336.0 9 14.82 5939 3858.5 5 10 10 12 1 5 3 50.0 10.0 20.0 2 1000.96775 2 1002.8615 2 1003.09125 1882.4742 4144.2892 4671.573
82 887 6437 13 11.02 3695 2508.5 17 12.52 4003 2752.5 5 13.98 4513 3095.5 1 6 10 6 11 3 10 6.0 10.0 6.0 2 1002.2094166666667 2 1002.4614166666668 2 1002.5889166666666 3315.467533333333 3560.069133333333 3902.571133333333
83 895 7702 0 6.23 1663 1205.5 2 7.97 2358 1657.0 13 7.85 2439 1690.5 2 12 7 6 1 5 11 24.0 14.0 12.0 2 1001.1425833333334 2 1001.5193333333334 2 1001.5395833333333 2018.6140666666668 2466.2154666666665 2499.931666666667
84 912 2641 9 8.53 2800 1912.0 14 12.18 5336 3399.0 11 16.2 5733 3838.5 5 12 10 14 3 1 2 20.0 50.0 35.0 2 1001.6951666666668 2 1002.755 2 1002.85425 2723.956133333333 4226.404 4658.6834
85 913 6231 15 8.17 3119 2049.5 14 8.1 3240 2106.0 9 13.9 4728 3198.0 9 10 10 12 5 1 3 18.0 90.0 36.0 3 20002.921166666667 3 20002.97 3 20003.714 18061.83693333333 18153.576 19219.5712
86 918 9729 8 1.98 600 419.0 12 4.43 1510 1021.0 3 4.83 1581 1080.5 3 13 13 13 1 1 2 39.0 39.0 19.5 2 1000.3810000000001 2 1000.8943333333334 2 1000.9120833333334 1239.0048 1841.4154666666668 1891.379666666667
87 966 6810 9 11.72 3722 2564.0 10 14.77 5118 3445.0 12 15.05 5574 3690.0 2 12 9 13 3 12 1 24.0 18.0 26.0 2 1002.2978333333334 2 1003.0026666666665 2 1003.1166666666667 3378.438266666666 4258.802133333334 4505.693333333333
88 967 8289 4 8.02 3993 2477.5 13 12.97 4814 3185.0 17 16.65 5311 3654.5 1 12 6 10 3 11 3 12.0 6.0 10.0 2 1001.9339166666666 2 1002.7166666666666 2 1002.8409166666668 3285.647133333333 3992.373333333333 4462.372733333334
89 975 3339 0 6.92 1830 1330.0 13 7.17 2272 1566.0 2 8.23 2546 1767.0 3 12 6 7 1 11 5 36.0 18.0 21.0 2 1001.2648333333333 2 1001.4045 2 1001.4730000000001 2149.2118666666665 2378.3236 2579.6784
90 997 4737 9 12.5 4441 2970.5 14 13.55 6089 3857.5 10 18.2 6469 4326.5 1 12 10 9 3 1 12 12.0 10.0 9.0 2 1002.5685833333333 2 1003.1030833333333 2 1003.1980833333333 3779.1548666666663 4665.182466666666 5135.958466666666
91 1006 7118 11 2.5 953 626.5 1 6.17 2008 1374.0 6 8.9 3125 2096.5 1 14 8 9 2 5 5 14.0 8.0 9.0 2 1000.5299166666665 2 1001.2218333333333 2 1001.5010833333333 1434.3239333333331 2179.9774666666667 2903.200866666666
92 1009 6792 8 0.65 189 133.5 3 4.83 1488 1034.0 12 5.58 1915 1292.5 1 13 13 13 1 2 1 13.0 13.0 13.0 2 1000.1230833333333 2 1000.9355 2 1001.04225 940.2984666666665 1841.6484 2100.0338
93 1018 9981 6 4.93 1677 1134.5 0 6.52 1943 1362.5 2 8.63 2779 1907.5 1 9 12 7 5 1 5 9.0 12.0 7.0 2 1000.9944166666667 2 1001.2464166666667 2 1001.4554166666667 1940.7955333333332 2169.6971333333336 2713.164333333333
94 1029 6085 9 8.42 2632 1821.0 15 10.83 3660 2480.0 11 11.7 3711 2557.5 1 12 10 14 3 5 2 12.0 10.0 14.0 2 1001.6403333333334 2 1002.1785 2 1002.19125 2628.9122666666667 3287.7428 3366.653
95 1032 6259 7 5.2 1460 1042.0 13 6.88 2445 1635.5 2 8.23 2510 1749.0 2 12 6 7 2 11 5 12.0 12.0 14.0 2 1000.9716666666667 2 1001.4139166666668 2 1001.4301666666668 1849.177333333333 2444.8311333333336 2558.1441333333332
96 1040 8637 3 5.53 1555 1109.5 8 6.95 2071 1452.5 7 7.9 2397 1672.5 2 13 13 12 2 1 2 13.0 26.0 12.0 2 1001.0339166666665 2 1001.3285833333333 2 1001.4100833333333 1917.227133333333 2266.762866666667 2480.0280666666667
97 1058 4718 9 9.75 3269 2219.5 14 10.23 4016 2622.0 15 11.28 4071 2712.5 2 12 10 10 3 1 5 24.0 20.0 20.0 2 1001.95475 2 1002.1975 2 1002.21125 3033.6638 3433.958 3525.269
98 1060 1516 13 6.23 1953 1350.5 7 6.27 2047 1399.5 2 9.5 2910 2025.0 4 6 12 7 11 2 5 24.0 24.0 28.0 2 1001.2150833333334 2 1001.24325 2 1001.459 2165.672066666667 2212.8946 2841.1672
99 1077 783 1 1.45 426 300.0 11 6.4 2104 1436.0 16 10.98 3210 2264.0 2 8 14 10 5 2 11 16.0 14.0 20.0 2 1000.2756666666667 2 1001.2726666666665 2 1001.5491666666667 1109.2205333333334 2244.4181333333336 3077.4393333333333
100 1089 611 16 3.38 1013 709.5 5 6.67 1975 1387.5 6 9.62 3193 2173.5 5 10 6 9 11 10 5 50.0 30.0 9.0 2 1000.6475833333333 2 1001.2719166666667 2 1001.5764166666668 1537.2180666666668 2205.5175333333336 2980.261133333333
101 1105 2754 12 4.57 1391 969.5 10 5.9 1855 1281.5 8 8.42 2722 1866.0 2 13 9 13 1 12 1 26.0 18.0 26.0 2 1000.8809166666667 2 1001.1520833333334 2 1001.3688333333334 1783.4047333333335 2093.8216666666667 2680.2950666666666
102 1111 4451 13 2.87 874 609.0 7 12.3 4007 2741.5 4 12.03 4738 3091.0 7 6 12 12 11 2 3 42.0 42.0 28.0 3 20000.915333333334 3 20004.0535 3 20004.419 16632.932266666667 18766.1428 19109.1352
103 1148 8438 12 4.48 1227 882.5 10 6.38 1775 1270.5 8 8.33 2558 1779.0 2 13 9 13 1 12 1 26.0 18.0 26.0 2 1000.8294166666666 2 1001.1880833333333 2 1001.3838333333333 1696.3635333333334 2082.8504666666668 2593.3070666666667
104 1163 10447 11 6.52 1965 1373.5 6 7.47 2499 1697.5 9 9.1 3076 2084.0 2 14 9 12 2 5 3 14.0 18.0 24.0 2 1001.2519166666667 2 1001.49625 2 1001.6405 2181.9015333333336 2508.697 2897.9124
105 1175 6951 12 2.65 742 530.0 10 8.02 2578 1770.0 8 8.23 2636 1812.0 4 13 9 13 1 12 1 52.0 36.0 52.0 2 1000.4946666666667 2 1001.5801666666665 2 1001.5946666666665 1356.5957333333333 2591.664133333333 2639.475733333333
106 1186 11274 17 12.85 3941 2741.5 13 12.68 4263 2892.5 16 14.6 4954 3353.0 2 10 6 10 3 11 11 20.0 12.0 20.0 2 1002.4844166666666 2 1002.5450833333333 2 1002.7178333333335 3554.0875333333333 3702.7360666666655 4167.374266666667
107 1189 403 7 13.38 4480 3043.0 13 16.42 5132 3551.0 3 16.42 5322 3646.0 1 12 6 13 2 11 2 12.0 6.0 13.0 2 1002.681 2 1003.1986666666667 2 1003.2461666666667 3851.5448 4358.7589333333335 4455.496933333334
108 1196 10972 10 6.35 2109 1435.5 12 6.77 2238 1525.0 8 10.68 3463 2372.5 2 9 13 13 12 1 1 18.0 26.0 26.0 2 1001.2680833333333 2 1001.3493333333333 2 1001.6555833333334 2247.9144666666666 2339.279466666667 3187.0244666666667
109 1210 6344 11 2.87 827 585.5 1 6.52 1977 1379.5 6 8.08 2958 1964.0 2 14 8 9 2 5 5 14.0 16.0 18.0 2 1000.5415833333334 2 1001.2549166666665 2 1001.5001666666667 1393.3332666666668 2189.503933333333 2775.2001333333333
110 1231 2765 14 9.73 3183 2175.5 9 11.07 4295 2811.5 15 18.43 6698 4455.0 3 10 12 10 1 3 5 30.0 12.0 30.0 2 1001.9309166666667 2 1002.36525 2 1002.966 2992.244733333333 3619.9922 5273.3728
111 1235 7541 5 3.27 963 677.5 16 5.08 1716 1163.0 17 7.95 2517 1735.5 2 6 10 10 10 11 3 12.0 20.0 20.0 2 1000.62225 2 1001.0216666666665 2 1001.2219166666665 1485.9978 1976.0173333333332 2547.077533333333
112 1242 8544 11 4.2 1231 867.5 6 6.72 2207 1506.5 1 8.55 3157 2091.5 1 14 9 8 2 5 5 14.0 9.0 8.0 2 1000.79775 2 1001.33575 2 1001.57325 1675.5382 2313.0686 2897.7586
113 1261 4845 9 13.5 4259 2939.5 12 13.93 5250 3461.0 10 15.2 5226 3525.0 2 12 13 9 3 1 12 24.0 26.0 18.0 2 1002.63975 2 1002.9376666666667 2 1002.9316666666667 3754.2118 4276.550133333333 4338.745333333333
114 1268 5632 2 3.5 999 709.5 0 6.93 2057 1444.5 6 7.33 2334 1607.0 4 7 12 9 5 1 5 28.0 48.0 36.0 2 1000.6580833333333 2 1001.32275 2 1001.392 1525.026466666667 2269.7582 2427.1136
115 1271 3277 16 1.9 642 435.0 5 6.57 2007 1397.5 17 9.7 3286 2225.0 4 10 6 10 11 10 3 40.0 24.0 13.333333333333336 2 1000.3821666666665 2 1001.26825 2 1001.5880000000001 1257.5057333333334 2212.5146 3033.5370666666663
116 1281 7693 1 4.5 1556 1048.0 11 9.47 3094 2115.0 15 9.55 3290 2218.0 2 8 14 10 5 2 5 16.0 14.0 20.0 2 1000.914 2 1001.8783333333333 2 1001.9273333333333 1857.7312 2923.902666666667 3030.5418666666665
117 1298 8557 4 7.3 3432 2154.0 13 11.52 4212 2797.0 17 17.17 5435 3747.5 2 12 6 10 3 11 3 24.0 12.0 20.0 2 1001.7096666666665 2 1002.3969999999999 2 1002.70275 2967.967733333333 3607.1176 4560.2622
118 1302 5230 14 3.65 1033 735.5 15 13.23 4854 3221.0 9 14.62 5899 3826.5 6 10 10 12 1 5 3 60.0 12.0 24.0 2 1000.6840833333333 2 1002.757 2 1003.01825 1566.247266666667 4030.2056 4641.5146
119 1303 8403 13 8.5 2854 1937.0 4 7.63 3353 2134.5 7 16.0 5267 3593.5 2 6 12 12 11 3 2 12.0 24.0 12.0 2 1001.7051666666665 2 1001.7284166666667 2 1002.2069166666665 2746.5641333333333 2948.4827333333333 4401.665533333334
120 1310 139 8 4.63 1498 1027.0 12 5.3 1585 1110.5 3 7.65 2460 1689.0 2 13 13 13 1 1 2 26.0 26.0 13.0 2 1000.9146666666667 2 1001.0145833333332 2 1001.2333333333332 1840.931733333333 1924.5116666666668 2496.8866666666668
121 1318 7523 9 10.08 3612 2411.0 14 12.72 4260 2893.0 11 17.75 6545 4337.5 2 12 10 14 3 1 2 24.0 20.0 14.0 2 1002.079 2 1002.549 2 1003.12025 3225.2632 3705.2392 5147.396199999999
122 1320 3585 10 8.62 2459 1746.5 9 7.65 2693 1805.5 12 11.77 3588 2500.0 2 9 12 13 12 3 1 18.0 24.0 26.0 2 1001.6204166666665 2 1001.56575 2 1001.7895 2559.1963333333333 2619.3526 3314.6316
123 1330 6435 9 12.9 4590 3069.0 14 12.0 5705 3572.5 10 19.85 7493 4937.5 2 12 10 9 3 1 12 24.0 20.0 18.0 2 1002.6525 2 1002.82625 2 1003.27325 3883.722 4384.960999999998 5751.5185999999985
124 1331 2487 2 5.33 1675 1157.5 7 6.87 2074 1449.0 10 7.62 2402 1658.0 3 7 12 9 5 2 12 21.0 18.0 27.0 2 1001.0405833333334 2 1001.32 2 1001.4019999999999 1969.832466666667 2259.456 2475.0216
125 1334 5939 11 7.78 2303 1618.5 9 8.85 2779 1920.5 6 8.93 2770 1921.0 1 14 12 9 2 3 5 14.0 12.0 9.0 2 1001.4834166666666 2 1001.72725 2 1001.725 2427.086733333333 2728.4818 2727.88
126 1343 8546 1 4.82 1762 1170.0 11 7.18 2279 1570.5 15 7.4 2541 1714.5 5 8 14 10 5 2 5 8.0 35.0 10.0 2 1001.0028333333332 2 1001.4074166666667 2 1001.4729166666667 1975.8022666666666 2389.5259333333333 2521.6783333333333
127 1357 6686 1 2.45 736 515.0 11 6.23 2058 1403.0 16 10.85 3271 2286.5 3 8 14 10 5 2 11 24.0 21.0 30.0 2 1000.4698333333333 2 1001.2413333333334 2 1001.5445833333334 1328.3758666666668 2214.893066666667 3104.9356666666667
128 1358 8085 13 8.15 2832 1905.0 4 10.3 4576 2906.0 0 17.03 5197 3620.5 2 6 12 12 11 3 1 12.0 24.0 24.0 2 1001.6588333333333 2 1002.3456666666667 2 1002.5009166666667 2714.5270666666665 3720.476533333334 4434.700733333333
129 1369 2976 2 6.63 1954 1375.0 10 7.3 2035 1455.5 6 12.57 3808 2658.0 1 7 9 9 5 12 5 7.0 9.0 9.0 2 1001.262 2 1001.3604166666668 2 1001.8036666666667 2180.509600000001 2263.4883333333332 3464.9429333333333
130 1370 6349 9 8.87 2972 2018.0 14 11.85 5123 3272.5 11 16.53 5905 3944.5 4 12 10 14 3 1 2 16.0 40.0 28.0 2 1001.7778333333334 2 1002.66325 2 1002.85875 2828.022266666667 4094.8306 4761.187
131 1375 9789 2 3.68 1091 766.5 10 8.45 2773 1893.5 7 10.02 2902 2052.0 1 7 9 12 5 12 2 7.0 9.0 12.0 2 1000.7020833333332 2 1001.6790833333333 2 1001.7113333333333 1571.561666666667 2701.743266666667 2859.7690666666667
132 1377 867 13 6.83 2048 1434.0 0 8.38 2295 1650.5 7 10.43 3413 2332.5 2 6 12 12 11 1 2 12.0 24.0 12.0 2 1001.3088333333333 2 1001.5514166666667 2 1001.8309166666667 2243.247066666667 2463.9411333333333 3140.3647333333333
133 1383 6915 17 6.17 1880 1310.0 16 7.92 2893 1921.5 5 9.52 2951 2046.5 4 10 10 6 3 11 10 13.333333333333336 40.0 24.0 2 1001.1898333333335 2 1001.64725 2 1001.66175 2118.2185333333337 2745.0178 2861.8294
134 1388 5974 14 11.12 3618 2476.0 9 10.88 4407 2856.5 15 16.9 5934 3981.0 2 10 12 10 1 3 5 20.0 24.0 20.0 2 1002.2018333333333 2 1002.3710833333333 2 1002.7528333333332 3287.961466666666 3670.9968666666655 4794.202266666667
135 1405 1037 11 7.28 2180 1527.0 9 7.58 2609 1759.5 6 10.02 3182 2192.0 1 14 12 9 2 3 5 14.0 12.0 9.0 2 1001.3943333333333 2 1001.5365833333333 2 1001.6798333333332 2335.5154666666667 2567.3292666666666 2998.843866666666
136 1408 10634 11 5.42 1428 1039.0 6 5.67 1988 1334.0 1 7.17 2274 1567.0 2 14 9 8 2 5 5 14.0 18.0 16.0 2 1000.9893333333333 2 1001.1585 2 1001.23 1847.1914666666669 2144.9268 2376.984
137 1416 9805 15 3.58 987 708.5 1 9.68 3388 2275.0 11 10.3 3468 2352.0 2 10 8 14 5 5 2 20.0 16.0 14.0 2 1000.6644166666667 2 1001.9763333333333 2 1001.9963333333333 1520.031533333333 3085.581066666666 3160.997066666667
138 1421 7490 9 7.47 2464 1680.0 10 9.82 2864 2021.0 12 11.95 3809 2621.5 1 12 9 13 3 12 1 12.0 9.0 13.0 2 1001.4875 2 1001.8616666666667 2 1002.0979166666667 2487.79 2829.389333333333 3429.878333333333
