 order_index Customer_coordinate 1st_restaurant Duration_restaurant_1 Distance_restaurant_1 Route_cost_1 2nd_restaurant Duration_restaurant_2 Distance_restaurant_2 Route_cost_2 3rd_restaurant Duration_restaurant_3 Distance_restaurant_3 Route_cost_3 Pizza_order_amount production_time_restaurant_1 production_time_restaurant_2 production_time_restaurant_3 capacity_restaurant_1 capacity_restaurant_2 capacity_restaurant_3 Actual_production_time_1 Actual_production_time_2 Actual_production_time_3 vehicle_type_1 Min _vehicle_cost_1 vehicle_type_2 Min_vehicle_cost_2 vehicle_type_3 Min_vehicle_cost_3 Total_cost_restaurant_1 Total_cost_restaurant_2 Total_cost_restaurant_3
139 1423 2584 7 13.25 4415 3002.5 13 15.55 4971 3418.5 3 16.28 5257 3605.5 2 12 6 13 2 11 2 12.0 12.0 13.0 2 1002.6495833333332 2 1003.0569166666667 2 1003.1284166666667 3811.019666666667 4229.145533333333 4414.902733333333
140 1432 94 10 4.55 1252 899.0 12 8.03 2182 1573.0 3 8.8 2717 1886.5 3 9 13 13 12 1 2 27.0 39.0 19.5 2 1000.8438333333335 2 1001.4823333333333 2 1001.6160833333333 1715.5750666666668 2393.8858666666665 2697.9428666666668
141 1440 3439 17 7.23 2144 1506.0 5 7.88 2327 1636.5 16 8.38 2971 1988.5 3 10 6 10 3 10 11 10.0 18.0 30.0 2 1001.3795 2 1001.5010833333334 2 1001.6620833333334 2312.7036 2448.700866666667 2807.029666666667
142 1443 11258 7 2.53 616 460.0 2 6.2 1815 1279.5 3 7.95 2235 1594.5 2 12 7 13 2 5 2 12.0 14.0 13.0 2 1000.4491666666668 2 1001.1770833333335 2 1001.2820833333334 1266.7593333333334 2088.4416666666666 2402.425666666667
143 1446 1894 4 6.38 3496 2131.0 13 11.57 3821 2604.5 7 19.07 6234 4261.0 4 12 6 12 3 11 2 16.0 24.0 24.0 2 1001.6183333333332 2 1002.3050833333333 2 1002.9083333333333 2940.894666666666 3420.5440666666664 5075.7266666666665
144 1458 7795 13 8.32 2604 1801.0 6 10.47 4145 2700.5 0 11.87 4192 2808.0 3 6 9 12 11 5 1 18.0 27.0 36.0 2 1001.6216666666667 2 1002.25775 2 1002.2695 2613.4973333333332 3516.8062 3628.0156
145 1466 9987 12 3.28 1116 755.0 10 8.48 2705 1861.5 8 8.87 3010 2037.0 2 13 9 13 1 12 1 26.0 18.0 26.0 2 1000.6616666666665 2 1001.6655833333333 2 1001.7418333333335 1568.7293333333334 2674.232466666667 2851.5934666666667
146 1470 10692 7 4.53 1455 999.5 3 9.85 2934 2058.0 2 10.22 3161 2193.5 2 12 13 7 2 2 5 12.0 13.0 14.0 2 1000.89225 2 1001.8826666666668 2 1001.9394166666667 1806.6138 2866.406133333333 3003.0515333333333
147 1478 4397 11 6.32 1897 1327.5 9 7.67 2508 1714.0 6 9.05 2899 1992.5 3 14 12 9 2 3 5 21.0 12.0 27.0 2 1001.2115833333335 2 1001.5218333333332 2 1001.6195833333333 2139.3692666666666 2521.8174666666664 2808.295666666667
148 1489 3343 8 1.62 517 355.5 3 2.9 889 618.5 12 6.37 2202 1483.0 3 13 13 13 1 2 1 39.0 19.5 39.0 2 1000.31825 2 1000.5605833333334 2 1000.8888333333334 1175.4546 1429.0984666666668 2303.4110666666666
149 1492 3516 14 4.18 1331 916.5 15 12.17 4343 2901.5 9 14.23 5417 3562.5 1 10 10 12 1 5 3 10.0 10.0 12.0 2 1000.8204166666667 2 1002.5055833333333 2 1002.7740833333335 1722.3563333333334 3709.5044666666663 4371.319266666666
150 1499 4718 9 9.75 3269 2219.5 14 10.23 4016 2622.0 15 11.28 4071 2712.5 3 12 10 10 3 1 5 12.0 30.0 30.0 2 1001.95475 2 1002.1975 2 1002.21125 3027.6638 3438.958 3530.269
151 1506 11252 9 6.42 2023 1396.5 10 12.07 3679 2563.5 12 13.82 4513 3085.5 4 12 9 13 3 12 1 16.0 36.0 52.0 2 1001.25475 2 1002.3279166666667 2 1002.5364166666667 2206.1038 3385.7623333333336 3913.7291333333333
152 1517 11000 4 4.83 3477 2028.5 13 13.73 5674 3661.0 7 22.17 8245 5452.5 2 12 6 12 3 11 2 24.0 12.0 12.0 2 1001.43275 2 1003.0203333333334 2 1003.6630833333335 2842.2462 4471.616266666667 6261.830466666666
153 1518 1275 7 7.53 2385 1644.5 13 9.42 2738 1934.0 2 12.9 3783 2665.5 1 12 6 7 2 11 5 12.0 6.0 7.0 2 1001.47475 2 1001.7835 2 1002.04475 2452.0798000000004 2740.6268 3471.6358
154 1527 10367 10 4.4 1183 855.5 12 6.93 1909 1370.5 3 7.7 2444 1684.0 2 9 13 13 12 1 2 18.0 26.0 13.0 2 1000.8090833333333 2 1001.28575 2 1001.4195 1667.547266666667 2184.728600000001 2492.0356
155 1528 8626 9 12.58 4127 2818.5 12 12.4 4817 3152.5 10 13.67 4793 3216.5 1 12 13 9 3 1 12 12.0 13.0 9.0 2 1002.4994166666667 2 1002.6509166666667 2 1002.6449166666667 3627.099533333333 3961.320733333333 4025.5159333333336
156 1530 10818 9 10.25 3619 2424.5 14 13.23 5770 3679.0 11 17.92 6552 4351.0 3 12 10 14 3 1 2 12.0 30.0 21.0 2 1002.1005833333335 2 1002.9860000000001 2 1003.1815 3232.780466666666 4496.5888 5164.4452
157 1531 320 15 5.35 1788 1215.0 1 8.1 2825 1898.5 11 8.72 2905 1975.5 3 10 8 14 5 5 2 30.0 24.0 21.0 2 1001.0711666666666 2 1001.65125 2 1001.67125 2031.856933333333 2712.821 2787.737
158 1537 5751 9 8.42 2730 1870.0 10 13.77 4663 3157.5 12 14.68 5231 3496.5 2 12 9 13 3 12 1 24.0 18.0 26.0 2 1001.6648333333335 2 1002.77225 2 1002.91425 2683.931866666667 3971.1178 4312.0314
159 1542 4198 9 9.23 3278 2193.0 14 12.22 5429 3447.5 11 16.9 6211 4119.5 3 12 10 14 3 1 2 12.0 30.0 21.0 2 1001.8963333333332 2 1002.7829166666667 2 1002.9784166666666 3001.1170666666667 4264.926333333333 4932.782733333333
160 1569 2164 4 6.78 3249 2031.5 13 11.27 4095 2723.5 17 17.3 5687 3881.5 1 12 6 10 3 11 3 12.0 6.0 10.0 2 1001.60325 2 1002.3385833333333 2 1002.7365833333333 2839.3826 3530.5708666666665 4689.289266666667
161 1574 10245 14 7.1 2841 1846.5 15 9.3 3241 2178.5 9 15.12 5123 3468.5 2 10 10 12 1 5 3 20.0 20.0 24.0 2 1001.5385833333332 2 1001.89525 2 1002.36575 2657.9308666666666 2991.0162 4282.9926
162 1596 7945 9 7.95 2582 1768.0 10 8.82 2580 1819.0 12 10.57 3414 2341.0 2 12 9 13 3 12 1 24.0 18.0 26.0 2 1001.573 2 1001.674 2 1001.8825 2581.8584 2631.7392 3155.7059999999997
163 1600 6766 7 6.83 2079 1449.5 13 8.32 2352 1675.0 2 12.2 3477 2470.5 3 12 6 7 2 11 5 18.0 18.0 21.0 2 1001.3165833333335 2 1001.5586666666667 2 1001.8399166666667 2259.953266666667 2487.4469333333336 3283.4719333333333
164 1612 10782 9 8.83 2572 1816.0 14 9.63 4286 2721.0 15 12.32 4262 2870.0 1 12 10 10 3 1 5 12.0 10.0 10.0 2 1001.6731666666667 2 1002.195 2 1002.189 2623.938533333333 3527.9559999999997 3677.7512
165 1622 2046 8 1.85 521 371.5 3 4.87 1483 1033.5 12 6.7 2267 1535.5 2 13 13 13 1 2 1 26.0 13.0 26.0 2 1000.3460833333335 2 1000.9389166666667 2 1001.1349166666665 1184.9768666666666 1841.151133333333 2349.607933333333
166 1634 265 7 7.27 1985 1428.5 3 6.93 2042 1437.0 10 6.68 2092 1447.0 1 12 13 9 2 2 12 12.0 13.0 9.0 2 1001.3444166666667 2 1001.319 2 1001.3315 2235.9755333333333 2244.955200000001 2254.9652
167 1636 4718 9 9.75 3269 2219.5 14 10.23 4016 2622.0 15 11.28 4071 2712.5 1 12 10 10 3 1 5 12.0 10.0 10.0 2 1001.95475 2 1002.1975 2 1002.21125 3027.6638 3428.958 3520.269
168 1645 2475 5 4.13 1341 918.5 6 4.22 1580 1043.0 16 7.18 2373 1617.5 1 6 9 10 10 5 11 6.0 9.0 10.0 2 1000.8170833333335 2 1000.8873333333332 2 1001.0855833333335 1724.1536666666666 1849.2098666666666 2425.5684666666666
169 1648 8931 8 6.17 1821 1280.5 12 7.83 2078 1509.0 3 8.02 2356 1659.0 3 13 13 13 1 1 2 39.0 39.0 19.5 2 1001.1750833333333 2 1001.433 2 1001.5025 2101.140066666667 2329.846400000001 2470.3520000000008
170 1684 7823 13 6.87 2167 1495.5 0 10.67 3070 2175.0 6 11.2 3813 2578.5 4 6 12 9 11 1 5 24.0 48.0 36.0 2 1001.34325 2 1002.0123333333332 2 1002.1980833333333 2310.7746 3000.809866666666 3399.2584666666667
171 1686 7387 9 10.67 3689 2484.5 10 16.6 5536 3764.0 12 17.02 6161 4101.5 4 12 9 13 3 12 1 16.0 36.0 52.0 2 1002.1670833333333 2 1003.3206666666665 2 1003.4769166666665 3294.8336666666664 4587.056533333333 4930.481533333334
172 1704 6021 9 12.53 4281 2892.5 14 13.37 6657 4130.5 10 18.27 6511 4351.5 2 12 10 9 3 1 12 24.0 20.0 18.0 2 1002.5320833333333 2 1003.2240833333334 2 1003.1875833333335 3707.125666666667 4943.279266666666 5165.450066666666
173 1730 3443 11 5.7 1712 1198.0 9 8.15 2830 1904.0 1 8.08 2874 1922.0 4 14 12 8 2 3 5 28.0 16.0 32.0 2 1001.0930000000001 2 1001.6583333333333 2 1001.6693333333333 2013.2744 2713.9266666666667 2740.3354666666664
174 1735 403 7 13.38 4480 3043.0 13 16.42 5132 3551.0 3 16.42 5322 3646.0 2 12 6 13 2 11 2 12.0 12.0 13.0 2 1002.681 2 1003.1986666666667 2 1003.2461666666667 3851.5448 4361.7589333333335 4455.496933333334
175 1754 7980 4 3.78 1981 1217.5 13 13.15 4466 3022.0 7 22.28 7608 5141.0 2 12 6 12 3 11 2 24.0 12.0 12.0 2 1000.93625 2 1002.6506666666667 2 1003.4361666666667 2030.849 3832.320533333333 5950.148933333333
176 1767 6490 4 8.6 3854 2443.0 13 12.82 4634 3086.0 17 17.17 5389 3724.5 4 12 6 10 3 11 3 16.0 24.0 13.333333333333336 2 1001.9668333333333 2 1002.6541666666667 2 1002.8429166666667 3253.173466666666 3902.3233333333333 4534.041
177 1789 7501 9 5.83 1870 1285.0 10 12.93 4043 2797.5 11 13.25 4551 3070.5 3 12 9 14 3 12 2 12.0 27.0 21.0 2 1001.1476666666665 2 1002.51925 2 1002.64625 2092.518133333333 3615.4154 3883.517
178 1796 8780 11 7.17 2255 1557.5 6 8.47 2775 1895.5 9 8.52 2866 1944.0 2 14 9 12 2 5 3 14.0 18.0 24.0 2 1001.40025 2 1001.6819166666667 2 1001.7046666666665 2366.0202 2706.845533333333 2757.963733333333
179 1800 4805 13 11.45 3926 2650.0 17 12.92 3968 2759.0 4 11.02 4918 3120.0 2 6 10 12 11 3 3 12.0 20.0 24.0 2 1002.3173333333333 2 1002.4993333333333 2 1002.7368333333334 3460.053866666666 3571.599466666666 3934.789466666666
180 1804 4466 13 4.72 1473 1019.5 7 7.33 2281 1580.5 0 10.48 2917 2087.5 4 6 12 12 11 2 1 24.0 24.0 48.0 2 1000.9189166666665 2 1001.4254166666667 2 1001.5844166666667 1834.4351333333332 2394.040333333333 2912.967533333333
181 1810 5815 13 4.92 1468 1029.0 0 9.4 2554 1841.0 7 11.45 3672 2523.0 5 6 12 12 11 1 2 30.0 60.0 30.0 2 1000.941 2 1001.7351666666667 2 1002.0146666666667 1846.9528 2672.5881333333336 3340.0117333333337
182 1846 8340 13 6.53 2179 1481.5 4 8.25 3203 2096.5 7 16.1 5324 3628.0 2 6 12 12 11 3 2 12.0 24.0 12.0 2 1001.3065833333334 2 1001.76325 2 1002.2935 2290.745266666667 2910.5106 4436.2348
183 1849 10969 15 5.28 1866 1250.0 1 7.73 2743 1835.5 11 8.35 2823 1912.5 5 10 8 14 5 5 2 10.0 8.0 35.0 2 1001.0825 2 1001.5875833333333 2 1001.6075833333333 2056.866 2641.770066666667 2731.6860666666666
184 1858 5329 12 5.4 1471 1059.5 8 6.07 1758 1243.0 3 8.92 2739 1904.5 1 13 13 13 1 1 2 13.0 13.0 13.0 2 1000.99775 2 1001.1476666666665 2 1001.3929166666667 1866.9982 2050.618133333333 2712.514333333333
185 1864 6481 2 4.23 1267 887.5 7 7.83 2150 1545.0 10 8.42 2641 1825.5 1 7 12 9 5 2 12 7.0 12.0 9.0 2 1000.81025 2 1001.451 2 1001.57375 1692.6482 2352.5608 2633.659
186 1870 10098 13 4.53 1447 995.5 7 11.72 3655 2530.5 0 13.07 3572 2570.0 4 6 12 12 11 2 1 24.0 24.0 48.0 2 1000.89025 2 1002.2810833333334 2 1002.2603333333334 1810.4122 3344.724866666667 3396.0082666666667
187 1877 9688 4 7.3 2904 1890.0 13 8.97 2921 1998.5 7 18.53 6066 4145.0 3 12 6 12 3 11 2 12.0 18.0 18.0 2 1001.5776666666667 2 1001.77675 2 1002.563 2697.862133333333 2811.1214 4956.4504
188 1880 11096 9 8.75 3030 2040.0 14 8.82 4061 2559.5 15 12.27 4284 2878.0 3 12 10 10 3 1 5 12.0 30.0 30.0 2 1001.7783333333334 2 1002.04425 2 1002.1 2848.0226666666667 3376.3354 3695.68
189 1883 8512 13 11.47 3474 2425.0 4 11.75 4706 3058.0 7 15.47 5109 3482.5 2 6 12 12 11 3 2 12.0 24.0 12.0 2 1002.2066666666667 2 1002.5473333333333 2 1002.6480833333333 3234.965333333333 3872.6378666666665 4291.018466666666
