order_index "Customer coordinate" "1st restaurant" "Duration restaurant 1" "Distance restaurant 1" "Route_cost 1" "2nd restaurant" "Duration restaurant 2" "Distance restaurant 2" "Route_cost 2" "3rd restaurant" "Duration restaurant 3" "Distance restaurant 3" "Route_cost 3" "Pizza order amount" "production time restaurant 1" "production time restaurant 2" "production time restaurant 3" "capacity restaurant 1" "capacity restaurant 2" "capacity restaurant 3" "vehicle type 1" "Min vehicle cost 1" "vehicle type 2" "Min vehicle cost 2" "vehicle type 3" "Min vehicle cost 3" "Total cost restaurant 1" "Total cost restaurant 2" "Total cost restaurant 3"
1303 139 7 344 1522 1105.0 11 308 1778 1197.0 2 473 2299 1622.5 2 12 14 7 2 2 5 2 1040.5138333333334 2 1036.3778333333335 2 1036.5080833333334 4237.7415 4317.5335000000005 4757.72425
1310 7523 8 615 3378 2304.0 13 838 4817 3246.5 14 1111 6389 4305.5 2 13 6 10 1 11 1 2 1072.5945 2 1098.9709166666667 2 1099.3639166666667 5528.0835 6599.01275 7609.59175
1318 3585 9 422 2049 1446.5 8 521 3252 2147.0 1 586 3208 2190.0 2 12 13 8 3 1 5 2 1049.7455833333333 2 1061.5963333333334 2 1061.5853333333332 4611.93675 5338.089 5400.556
1320 6435 8 771 4216 2879.0 13 827 6809 4231.5 14 1250 6632 4566.0 2 13 6 10 1 11 1 2 1091.0040000000001 2 1098.1855833333334 2 1098.1413333333333 6158.312000000001 7581.65675 7866.424
1330 2487 1 327 1678 1166.0 6 435 1953 1411.5 9 434 2082 1475.0 2 8 9 12 5 5 3 2 1038.5695 2 1051.23825 2 1051.2705 4307.5085 4591.114750000001 4645.0115000000005
1331 5939 5 426 2558 1705.0 1 511 3095 2058.5 10 553 3035 2070.5 3 6 8 9 10 5 12 2 1050.3395 2 1060.3904166666669 2 1060.3754166666668 4906.6185000000005 5265.4712500000005 5312.526250000001
1334 8546 0 298 1532 1064.0 10 329 1804 1231.0 14 407 2299 1556.5 1 12 9 10 1 12 1 2 1035.1496666666667 2 1038.8343333333335 2 1038.9580833333334 4175.649 4408.403 4679.374250000001
1343 6686 0 232 1223 843.5 10 439 2267 1572.5 15 540 2661 1870.5 5 12 9 10 1 12 5 2 1027.3724166666666 2 1051.7834166666667 2 1051.8819166666667 3931.81725 4788.75025 5052.14575
1357 8085 12 429 2665 1761.5 16 857 4668 3191.0 3 632 5242 3253.0 3 13 10 13 1 11 2 2 1050.71625 2 1101.1503333333333 2 1101.2938333333334 4919.94875 6550.451 6568.181500000001
1358 2976 9 327 1495 1074.5 1 348 2008 1352.0 6 666 3574 2453.0 2 12 8 9 3 5 5 2 1038.52375 2 1041.1019999999999 2 1041.4934999999998 4206.27125 4501.106 5603.380499999999
1369 6349 8 472 2293 1618.5 13 851 4615 3158.5 14 1058 5513 3814.5 1 13 6 10 1 11 1 2 1055.6399166666665 2 1100.4370833333332 2 1100.6615833333333 4791.719749999999 6515.411249999999 7122.48475
1370 9789 1 104 565 386.5 9 473 2420 1683.0 6 537 2728 1901.0 4 8 12 9 5 3 5 2 1012.2745833333333 2 1055.7883333333334 2 1055.8653333333334 3449.12375 4866.5650000000005 5094.496000000001
1375 867 12 403 2111 1458.5 6 749 3829 2663.5 1 780 4171 2865.5 1 13 9 8 1 5 5 2 1047.5444166666666 2 1088.3405833333331 2 1088.4260833333333 4607.43325 5954.4217499999995 6156.5782500000005
1377 6915 16 201 1174 788.0 4 441 2848 1865.0 15 468 2895 1915.5 2 10 12 10 11 3 5 2 1023.7435 2 1052.162 2 1052.1737500000002 3915.2305 5037.686 5098.021250000001
1383 5974 13 510 2795 1907.5 8 580 3977 2568.5 14 783 4367 2966.5 4 6 13 10 11 1 1 2 1060.19875 2 1068.6609166666667 2 1068.7584166666668 5143.69625 5780.78275 6178.775250000001
1388 1037 10 360 1912 1316.0 5 419 2422 1630.0 0 563 3101 2113.5 2 9 6 12 12 10 1 2 1042.478 2 1049.4888333333333 2 1049.6585833333334 4504.334000000001 4829.0665 5268.67575
1405 10634 10 273 1404 975.0 5 296 1757 1174.5 0 440 2324 1602.0 1 9 6 12 12 10 1 2 1032.201 2 1034.9725833333332 2 1035.1143333333332 4132.503000000001 4330.017749999999 4713.543
1408 9805 14 165 747 538.5 0 596 3125 2158.5 10 627 3397 2325.5 2 10 12 9 1 1 12 2 1019.43675 2 1070.3145833333333 2 1070.3825833333333 3602.81025 5375.643749999999 5597.54775
1416 7490 9 449 2321 1609.5 8 501 2882 1942.0 11 666 3575 2453.5 2 12 13 14 3 1 2 2 1052.9635833333334 2 1059.1705 2 1059.34375 4784.59075 5125.8115 5642.93125
1421 2584 12 654 3320 2314.0 6 882 4880 3322.0 2 994 5510 3749.0 1 13 9 7 1 5 5 2 1077.1299999999999 2 1104.1200000000001 2 1104.2775000000001 5551.69 6660.26 7087.5325
1423 94 9 195 1042 716.0 11 394 2010 1399.0 7 565 2790 1960.0 2 12 14 12 3 2 2 2 1023.0105 2 1046.4691666666668 2 1046.6641666666667 3801.2315 4549.807500000001 5111.1925
1432 3439 16 234 1431 949.5 4 343 2224 1455.0 15 437 3056 1965.0 3 10 12 10 11 3 5 2 1027.6577499999999 2 1040.5726666666667 2 1040.7806666666665 4088.4732499999996 4592.918 5113.342
1440 11258 6 125 534 392.0 2 380 2012 1386.0 1 506 2356 1684.0 3 9 7 8 5 5 5 2 1014.7168333333334 2 1044.8363333333332 2 1044.9223333333332 3462.0505000000003 4546.209 4844.567
1443 1894 12 464 2520 1724.0 3 650 6164 3732.0 6 1118 6165 4200.5 2 13 13 9 1 2 5 2 1054.7633333333335 2 1077.3743333333332 2 1077.3745833333332 4894.590000000001 6975.423 7458.523749999999
1446 7795 12 451 2584 1743.0 1 893 4352 3069.0 16 723 4865 3155.5 4 13 8 10 1 5 11 2 1053.2626666666665 2 1105.2713333333334 2 1105.3995833333333 4909.088 6410.6140000000005 6527.69875
1458 9987 11 176 1059 705.5 7 523 2986 2016.0 9 556 2920 2016.0 3 14 12 12 2 2 3 2 1020.7980833333334 2 1061.7631666666666 2 1061.7466666666667 3779.2942500000004 5212.4895 5217.44
1466 10692 6 254 1385 946.5 2 425 2106 1478.0 12 596 3405 2298.5 2 9 7 13 5 5 1 2 1029.9795833333335 2 1050.1098333333332 2 1050.4345833333332 4062.3387500000003 4654.0295 5456.10375
1470 4397 5 391 2433 1607.5 10 439 2393 1635.5 8 588 3104 2140.0 2 6 9 13 10 12 1 2 1046.2249166666666 2 1051.8149166666667 2 1051.9926666666668 4796.77475 4851.84475 5302.278
1478 3343 7 90 480 330.0 2 169 883 610.5 11 349 2186 1442.0 3 12 7 14 2 5 2 2 1010.62 2 1019.9374166666666 2 1020.2631666666667 3373.06 3696.0122499999998 4514.1895
1489 3516 13 379 1880 1319.0 14 664 3769 2548.5 8 570 4975 3057.5 3 6 10 13 11 1 1 2 1044.6866666666667 2 1078.4089166666668 2 1078.7104166666668 4508.66 5789.72675 6299.931250000001
1492 4718 8 474 2813 1880.5 14 531 2822 1942.0 13 641 3982 2632.0 1 13 10 6 1 1 11 2 1056.00325 2 1062.6555 2 1062.9455 5054.80975 5135.9665 5876.4365
1499 11252 8 419 2663 1750.5 9 668 3499 2417.5 11 884 4750 3259.0 3 13 12 14 1 3 2 2 1049.5490833333333 2 1078.8080833333333 2 1079.1208333333334 4905.44725 5670.12425 6507.762500000001
1506 11000 6 1090 7013 4596.5 12 1148 7421 4858.5 2 1124 9443 5845.5 4 9 13 7 5 1 5 2 1128.9199166666667 2 1135.7885833333335 2 1136.2940833333334 8009.15975 8272.16575 9280.08225
1517 1275 12 326 1837 1244.5 6 537 2656 1865.0 2 717 3523 2478.5 2 13 9 7 1 5 5 2 1038.4925833333334 2 1063.314 2 1063.5307500000001 4366.27775 5080.842000000001 5694.79225
1518 10367 9 222 994 719.0 11 454 2383 1645.5 7 520 2558 1799.0 1 12 14 12 3 2 2 2 1026.1485 2 1053.5624166666666 2 1053.6061666666667 3813.6454999999996 4817.5872500000005 4971.0185
1527 8626 8 643 3558 2422.0 11 743 4512 2999.0 9 805 4909 3259.5 2 13 14 12 1 2 3 2 1075.9061666666666 2 1087.8113333333333 2 1087.9105833333333 5656.0185 6273.834000000001 6539.43175
1528 10818 8 630 3424 2342.0 13 853 4863 3284.5 14 1126 6435 4343.5 1 13 6 10 1 11 1 2 1074.356 2 1100.7324166666667 2 1101.1254166666668 5571.368 6642.29725 7652.87625
1530 320 14 295 1301 945.5 0 515 2562 1796.0 10 546 2834 1963.0 3 10 12 9 1 1 12 2 1034.7419166666668 2 1060.7238333333332 2 1060.7918333333332 4055.7257500000005 4984.371499999999 5206.2755
1531 5751 8 530 2911 1985.5 9 807 4597 3105.5 11 905 5272 3541.0 3 13 12 14 1 3 2 2 1062.5610833333333 2 1095.29925 2 1095.468 5179.48325 6407.59775 6838.804
1537 4198 8 574 3112 2130.0 13 797 4551 3072.5 14 1070 6123 4131.5 2 13 6 10 1 11 1 2 1067.7446666666667 2 1094.1210833333334 2 1094.5140833333332 5339.534000000001 6410.463250000001 7421.0422499999995
1542 2164 3 424 3543 2195.5 12 576 3661 2406.5 16 904 5042 3425.0 3 13 13 10 2 1 11 2 1050.3524166666666 2 1068.11525 2 1068.4605000000001 5357.85725 5617.145750000001 6686.3815
1569 10245 13 436 2653 1762.5 14 595 3381 2285.5 8 844 4935 3311.5 1 6 10 13 11 1 1 2 1051.5299166666666 2 1070.2619166666668 2 1070.6504166666668 4972.68975 5502.285750000001 6529.751250000001
1574 7945 9 463 2431 1678.5 8 472 2764 1854.0 11 679 3682 2520.0 2 12 13 14 3 1 2 2 1054.6244166666665 2 1055.7576666666666 2 1055.9871666666666 4858.5732499999995 5027.573 5699.361499999999
1596 6766 6 459 2262 1590.0 12 506 2786 1899.0 2 639 3129 2203.5 2 9 13 7 5 1 5 2 1054.1154999999999 2 1059.7298333333333 2 1059.8155833333333 4778.246499999999 5084.4895 5408.64675
1600 10782 8 377 1935 1344.5 14 603 3222 2214.0 13 662 4143 2733.5 3 13 10 6 1 1 11 2 1044.4670833333334 2 1071.1554999999998 2 1071.38575 4484.20125 5433.4664999999995 6003.25725
1612 2046 7 163 724 525.0 2 292 1501 1042.5 11 399 2312 1555.0 1 12 7 14 2 5 2 2 1019.1976666666667 2 1034.4419166666667 2 1034.6446666666666 3593.7929999999997 4171.52575 4670.334
1622 265 9 377 1791 1272.5 6 357 1878 1296.0 1 457 2436 1675.0 2 12 9 8 3 5 5 2 1044.4310833333334 2 1042.1195 2 1042.259 4421.99325 4448.2585 4827.577
1634 4718 8 474 2813 1880.5 14 531 2822 1942.0 13 641 3982 2632.0 1 13 10 6 1 1 11 2 1056.00325 2 1062.6555 2 1062.9455 5054.80975 5135.9665 5876.4365
1636 2475 4 191 1090 736.0 5 323 1861 1253.5 15 465 2728 1829.0 1 12 6 10 3 10 5 2 1022.5558333333333 2 1038.1485833333334 2 1038.3653333333334 3819.8675000000003 4418.545749999999 4970.0960000000005
1645 8931 7 343 1577 1131.5 2 386 1806 1289.0 11 563 2750 1938.0 1 12 7 14 2 5 2 2 1040.4109166666667 2 1045.4848333333332 2 1045.7208333333333 4263.93275 4451.1545 5086.5625
1648 7823 12 376 2189 1470.5 1 865 4185 2957.5 6 861 4375 3048.5 3 13 8 9 1 5 5 2 1044.4139166666666 2 1101.9629166666668 2 1102.0104166666667 4610.04175 6289.188750000001 6380.43125
1684 7387 8 628 3332 2294.0 9 1015 5692 3861.0 11 1107 6424 4319.0 4 13 12 14 1 3 2 2 1074.0996666666667 2 1119.8396666666667 2 1120.0226666666667 5522.599 7236.719 7690.468
1686 6021 8 768 4255 2895.5 13 889 7128 4453.0 11 1143 6626 4456.0 4 13 6 14 1 11 2 2 1090.66375 2 1105.4986666666666 2 1105.3731666666667 6173.79125 7825.0960000000005 7783.5195
1704 3443 10 368 1917 1326.5 8 379 2253 1505.5 0 473 2784 1865.0 2 9 13 12 12 1 1 2 1043.4125833333335 2 1044.7799166666666 2 1044.9126666666666 4517.63775 4646.13975 5005.938
1730 403 12 797 3977 2785.5 6 785 4429 2999.5 2 897 5059 3426.5 4 13 9 7 1 5 5 2 1093.9775833333333 2 1092.6905833333333 2 1092.8480833333333 6073.73275 6303.471750000001 6730.74425
1735 7980 3 374 3595 2171.5 12 665 4183 2756.5 16 909 7387 4602.5 2 13 13 10 2 1 11 2 1044.5320833333335 2 1078.6290833333333 2 1079.4300833333332 5316.396250000001 5998.68725 7896.79025
1754 6490 3 381 2857 1809.5 12 645 4076 2683.0 16 873 5428 3587.0 2 13 13 10 2 1 11 2 1045.16425 2 1076.269 2 1076.607 4956.2927500000005 5918.107 6872.821
1767 7501 8 405 2673 1741.5 9 708 3848 2632.0 10 829 5047 3352.5 4 13 12 9 1 3 12 2 1047.91825 2 1083.562 2 1083.8617499999998 4891.55475 5898.8859999999995 6664.98525
1789 8780 5 274 1694 1121.0 10 401 2171 1486.5 0 604 3360 2284.0 3 6 9 12 10 12 1 2 1032.3901666666668 2 1047.3260833333334 2 1047.6233333333332 4268.7705000000005 4689.37825 5433.07
1796 4805 3 481 3254 2108.0 16 626 3275 2263.5 12 665 3866 2598.0 2 13 10 13 2 11 1 2 1056.9301666666668 2 1073.8520833333332 2 1073.9998333333333 5290.0905 5541.05625 5826.2995
1800 4466 12 279 1494 1026.0 6 582 2789 1976.5 1 640 3295 2287.5 2 13 9 8 1 5 5 2 1032.9234999999999 2 1068.59725 2 1068.72375 4131.0705 5208.19175 5519.4712500000005
1804 5815 12 518 2691 1863.5 6 731 3767 2614.5 1 762 4109 2816.5 4 13 9 8 1 5 5 2 1061.1060833333333 2 1086.2250833333333 2 1086.3105833333334 5053.11825 5899.07525 6101.231750000001
1810 8340 12 274 1753 1150.5 6 983 5481 3723.5 3 746 6075 3783.5 5 13 9 13 1 5 2 2 1032.4049166666666 2 1116.0535833333333 2 1116.2020833333333 4254.01475 7097.560750000001 7143.40625
1846 10969 14 355 1965 1337.5 0 496 2478 1735.0 10 527 2750 1902.0 2 10 12 9 1 1 12 2 1041.9079166666668 2 1058.4861666666668 2 1058.5541666666668 4469.22375 4916.6585000000005 5138.5625
1849 5329 11 315 1758 1194.0 7 390 2230 1505.0 2 565 3229 2179.5 5 14 12 7 2 2 5 2 1037.1895 2 1046.0575 2 1046.30725 4316.9685 4654.3724999999995 5344.12175
1858 6481 1 255 1351 930.5 6 473 2231 1588.5 9 506 2559 1785.5 1 8 9 12 5 5 3 2 1030.08775 2 1055.7410833333333 2 1055.8230833333334 4046.56325 4781.623250000001 4969.16925
1864 10098 12 261 1381 951.5 6 824 4339 2993.5 1 862 4746 3235.0 1 13 9 8 1 5 5 2 1030.7952500000001 2 1097.2180833333332 2 1097.3198333333332 4050.1857500000006 6311.054249999999 6552.7595
1870 9688 12 445 2642 1766.0 3 592 5197 3190.5 6 1154 6370 4339.0 4 13 13 9 1 2 5 2 1052.5771666666667 2 1070.3659166666666 2 1070.6591666666666 4930.0315 6412.89775 7576.8775
1877 11096 8 438 2506 1691.0 14 668 3521 2428.5 13 611 3846 2534.0 3 13 10 6 1 1 11 2 1051.7265 2 1078.8135833333333 2 1078.8948333333333 4852.4795 5670.94075 5826.2845
1880 8512 12 376 1901 1326.5 6 974 5279 3613.5 3 789 6839 4208.5 3 13 9 13 1 5 2 2 1044.3419166666665 2 1114.9530833333336 2 1115.3430833333334 4465.82575 6984.259250000001 7565.829250000001
1883 3785 0 454 2137 1522.5 15 525 2985 2017.5 10 588 3246 2211.0 2 12 10 9 1 5 12 2 1053.5009166666666 2 1061.99625 2 1062.0615 4689.2027499999995 5229.4887499999995 5458.084500000001
1888 5763 13 279 1384 971.0 14 814 4985 3306.5 8 929 7096 4477.0 2 6 10 13 11 1 1 2 1032.896 2 1096.2129166666666 2 1096.7406666666666 4125.2880000000005 6601.13875 7773.522
1891 3743 5 155 925 617.5 1 505 2626 1818.0 10 513 2696 1861.0 1 6 8 9 10 5 12 2 1018.3145833333334 2 1059.5731666666668 2 1059.5906666666667 3723.0437500000003 5022.5195 5100.6720000000005
1896 7858 12 611 3541 2381.5 3 380 4114 2437.0 16 915 7906 4868.0 7 13 13 10 1 2 11 3 20103.60383333333 3 20065.390333333333 3 20067.286333333333 62698.6115 62644.471000000005 65125.859
1902 3765 7 165 760 545.0 2 276 1246 899.0 11 327 1702 1178.0 2 12 7 14 2 5 2 2 1019.44 2 1032.5115 2 1032.6255 3614.5200000000004 4022.2345000000005 4287.2765
1923 7121 12 484 2724 1846.0 1 854 4131 2919.5 16 673 4511 2928.5 3 13 8 10 1 5 11 2 1057.1476666666667 2 1100.6660833333333 2 1100.7610833333333 5023.743 6247.29825 6286.78325
1931 11267 11 152 860 582.0 9 475 2556 1753.0 7 499 2787 1892.5 4 14 12 12 2 3 2 2 1017.9483333333334 2 1056.0556666666666 2 1056.1134166666668 3647.2450000000003 4937.367 5072.04025
1938 5341 6 331 1635 1148.5 2 397 2080 1437.0 7 623 3311 2278.5 3 9 7 12 5 5 2 2 1039.0254166666666 2 1046.8366666666666 2 1047.1444166666665 4291.47625 4603.21 5431.133249999999
1939 3175 8 173 841 593.5 10 772 4545 3044.5 14 885 4915 3342.5 2 13 9 10 1 12 1 2 1020.3935833333333 2 1091.2029166666666 2 1091.2954166666666 3660.9807499999997 6379.00875 6622.38625
1950 2247 6 269 1225 881.5 1 421 2194 1518.0 12 565 2899 2014.5 2 9 8 13 5 5 1 2 1031.6895833333335 2 1049.6651666666667 2 1049.8414166666666 4002.4687500000005 4692.7955 5170.32425
1953 1146 14 463 2382 1654.0 8 485 3115 2042.5 10 622 3448 2346.0 1 10 13 9 1 1 12 2 1054.6121666666666 2 1057.3620833333332 2 1057.4453333333333 4823.836499999999 5220.88625 5579.236000000001
1961 9600 11 294 1464 1026.0 7 581 3060 2111.0 9 622 3378 2311.0 1 14 12 12 2 2 3 2 1034.666 2 1068.5483333333334 2 1068.6278333333332 4141.397999999999 5327.845 5533.0835
1964 7835 8 669 3287 2312.5 13 898 5179 3487.5 9 1068 6207 4171.5 2 13 6 12 1 11 3 2 1078.87175 2 1106.0614166666667 2 1106.3184166666667 5555.41525 6861.284250000001 7506.65525
1971 10207 12 620 3201 2220.5 6 983 5472 3719.0 2 1124 6488 4368.0 3 13 9 7 1 5 5 2 1073.1335833333333 2 1116.0513333333333 2 1116.3053333333335 5446.20075 7093.054 7742.616
1972 3163 12 554 2989 2048.5 6 630 3151 2205.5 2 771 4167 2854.5 1 13 9 7 1 5 5 2 1065.380583333333 2 1074.28775 2 1074.54175 5250.94175 5454.26325 6103.82525
1976 11083 6 616 3388 2310.0 2 728 4018 2737.0 12 832 4335 2999.5 2 9 7 13 5 5 1 2 1072.7136666666668 2 1085.9378333333334 2 1086.0170833333334 5554.041000000001 6020.5135 6263.851250000001
1979 3886 6 404 1899 1353.5 12 433 2324 1595.0 1 519 2671 1854.5 2 9 13 8 5 1 5 2 1047.6080833333335 2 1051.0976666666666 2 1051.1844166666667 4522.224250000001 4754.593 5033.85325
1980 8938 4 209 1148 783.0 5 292 1723 1153.5 15 496 2866 1929.0 1 12 6 10 3 10 5 2 1024.6703333333335 2 1034.4974166666666 2 1034.7831666666666 3873.2110000000002 4307.59225 5059.3495
1985 3651 5 113 633 429.5 1 477 2509 1731.5 4 463 2642 1784.0 1 6 8 12 10 5 3 2 1013.3415833333332 2 1056.27725 2 1056.3105 3520.1247499999995 4926.1317500000005 4969.1315
1991 1045 5 280 1635 1097.5 10 458 2320 1618.0 1 586 3475 2323.5 3 6 9 8 10 12 5 2 1033.0754166666668 2 1054.0133333333333 2 1054.3020833333335 4247.32625 4840.9400000000005 5512.206250000001
1993 5148 14 314 1788 1208.0 13 531 3457 2259.5 8 664 4070 2699.0 4 10 6 13 1 11 1 2 1037.0803333333333 2 1062.8142500000001 2 1062.9675 4325.241 5503.5427500000005 5894.2025
2008 4075 6 564 3115 2121.5 2 676 3745 2548.5 12 859 4930 3324.0 2 9 7 13 5 5 1 2 1066.57875 2 1079.8029166666668 2 1080.0991666666669 5347.13625 5813.60875 6570.597500000001
2017 5516 7 157 841 577.5 11 186 1229 800.5 2 332 1840 1252.0 1 12 14 7 2 2 5 2 1018.5269166666667 2 1022.00725 2 1022.1600000000001 3644.28075 3877.92175 4344.18
2023 8776 11 671 3972 2657.0 9 725 4258 2854.0 8 830 4403 3031.5 4 14 12 13 2 3 1 2 1079.2763333333332 2 1085.6478333333332 2 1085.6840833333333 5906.228999999999 6127.143499999999 6294.85225
2028 6779 12 489 2421 1699.5 6 723 3819 2632.5 2 864 4835 3281.5 4 13 9 7 1 5 5 2 1057.65525 2 1085.30475 2 1085.55875 4878.7657500000005 5914.314249999999 6563.876249999999
2032 1613 6 562 2756 1940.0 12 534 2817 1942.5 1 570 3066 2103.0 2 9 13 8 5 1 5 2 1066.2556666666667 2 1063.00425 2 1063.0665 5164.6669999999995 5137.81275 5317.9995
2037 3501 3 255 2137 1323.5 12 715 4562 2996.0 16 767 4838 3186.0 2 13 13 10 2 1 11 2 1030.28425 2 1084.5571666666667 2 1084.6261666666667 4425.65275 6255.971500000001 6495.8785
2044 997 6 403 2255 1530.5 2 515 2885 1957.5 12 676 3991 2671.5 2 9 7 13 5 5 1 2 1047.5804166666667 2 1060.8045833333333 2 1061.0810833333333 4699.141250000001 5165.6137499999995 5861.04325
2050 1264 8 308 1816 1216.0 10 373 2047 1396.5 0 478 2914 1935.0 3 13 9 12 1 12 1 2 1036.3873333333333 2 1044.0284166666665 2 1044.2451666666666 4331.462 4589.48525 5073.9355
2053 3888 12 362 2187 1455.5 3 650 5536 3418.0 6 1071 5915 4028.5 3 13 13 9 1 2 5 2 1042.7800833333333 2 1077.2173333333333 2 1077.3120833333332 4590.14025 6660.952 7286.33625
2073 8162 0 6 22 17.0 10 272 1535 1039.5 15 646 3097 2194.5 4 12 9 10 1 12 5 2 1000.7055 2 1032.1170833333333 2 1032.5075833333333 3025.3165 4196.751249999999 5318.02275
2076 6720 9 369 1794 1266.0 1 464 2381 1654.5 6 488 2549 1762.5 6 12 8 9 3 5 5 2 1043.4985 2 1054.7285833333335 2 1054.7705833333334 4412.6955 4844.485750000001 4952.71175
2078 9998 9 307 1543 1078.5 11 538 2944 2010.0 8 590 3550 2365.0 5 12 14 13 3 2 1 2 1036.2024166666665 2 1063.5026666666668 2 1063.6541666666667 4203.30725 5211.908 5562.262500000001
2091 5998 6 481 2617 1789.5 2 547 3062 2078.0 7 790 4364 2972.0 1 9 7 12 5 5 2 2 1056.7709166666668 2 1064.5821666666666 2 1064.9076666666665 4985.712750000001 5297.4465 6177.922999999999
2096 10333 9 333 1545 1105.5 1 404 2423 1615.5 11 620 3456 2348.0 3 12 8 14 3 5 2 2 1039.23625 2 1047.7390833333334 2 1047.9973333333335 4239.40875 4784.51725 5503.392
2100 210 12 321 1693 1167.5 6 889 4894 3336.0 2 1030 5910 3985.0 2 13 9 7 1 5 5 2 1037.87325 2 1104.9401666666668 2 1105.1941666666667 4287.41975 6676.7205 7326.282499999999
2102 622 12 259 1573 1045.5 6 967 5094 3514.0 1 1005 5501 3755.5 1 13 9 8 1 5 5 2 1030.6099166666668 2 1114.0901666666666 2 1114.1919166666667 4143.62975 6882.1705 7123.87575
2106 121 8 457 2458 1686.0 9 854 4922 3315.0 13 932 5431 3647.5 5 13 12 6 1 3 11 2 1053.9311666666665 2 1100.863833333333 2 1100.991083333333 4854.0935 6633.791499999999 7006.0732499999995
2110 9111 9 437 2076 1475.0 1 437 2228 1551.0 6 461 2396 1659.0 2 12 8 9 3 5 5 2 1051.5023333333334 2 1051.5403333333334 2 1051.5823333333333 4645.707 4731.421 4839.647
2113 5483 13 337 1792 1233.0 14 776 4375 2963.5 8 742 5175 3329.5 2 6 10 13 11 1 1 2 1039.7646666666667 2 1091.6270833333333 2 1091.8270833333333 4407.894 6244.38125 6611.28125
2124 174 13 443 2820 1853.0 14 479 2869 1913.5 8 668 4035 2685.5 3 6 10 13 11 1 1 2 1052.3883333333333 2 1056.6005833333334 2 1056.8920833333334 5065.764999999999 5089.3017500000005 5862.476250000001
2132 6385 2 170 784 562.0 7 309 1550 1084.0 6 556 2542 1827.0 2 7 12 9 5 2 5 2 1020.0293333333334 2 1036.4375 2 1036.6855 3647.7880000000005 4204.5125 4962.9565
2142 3346 5 162 846 585.0 4 425 2573 1711.5 1 526 2722 1887.0 4 6 12 8 10 3 5 2 1019.1115 2 1050.2265833333333 2 1050.2638333333332 3692.9345 4878.37975 5063.5914999999995
2149 4729 11 282 1553 1058.5 9 632 3212 2238.0 7 629 3480 2369.0 4 14 12 12 2 3 2 2 1033.28825 2 1074.5363333333335 2 1074.6033333333332 4169.76475 5477.809 5604.009999999999
2151 2076 12 418 2462 1649.0 3 582 5223 3193.5 6 1127 6190 4222.0 2 13 13 9 1 2 5 2 1049.3821666666668 2 1069.20575 2 1069.4475 4803.4465 6412.41725 7456.242499999999
2152 1642 8 618 3405 2320.5 9 1005 5765 3887.5 11 1053 6098 4102.0 3 13 12 14 1 3 2 2 1072.9512499999998 2 1118.69125 2 1118.7745 5545.6537499999995 7259.77375 7469.7235
2163 9632 10 261 1361 941.5 0 259 1400 959.0 14 571 3099 2120.5 3 9 12 10 12 1 1 2 1030.79025 2 1030.5666666666666 2 1030.9914166666667 4094.77075 4056.8999999999996 5219.47425
2185 6738 11 42 208 146.0 7 418 2294 1565.0 9 508 2701 1858.5 3 14 12 12 2 2 3 2 1004.952 2 1049.3401666666666 2 1049.4419166666667 3172.256 4724.220499999999 5023.02575
2187 1770 14 238 1259 867.5 13 577 3806 2480.0 8 644 3928 2608.0 1 10 6 13 1 11 1 2 1028.0814166666667 2 1068.2681666666665 2 1068.2986666666666 3957.7442499999997 5740.404499999999 5819.196
2197 5134 8 243 1514 1000.0 10 438 2349 1612.5 0 543 3216 2151.0 3 13 9 12 1 12 1 2 1028.7285 2 1051.68725 2 1051.904 4092.4855 4828.46175 5312.912
2215 8086 8 514 3181 2104.5 13 634 3670 2469.0 14 907 5242 3528.0 4 13 6 10 1 11 1 2 1060.7619166666666 2 1074.8841666666667 2 1075.2771666666667 5293.08575 5749.2525000000005 6759.8315
2225 7421 8 178 1059 707.5 10 587 3459 2316.5 14 700 3829 2614.5 10 13 9 10 1 12 1 3 20030.19616666667 3 20099.562833333333 3 20099.74783333333 60804.38850000001 62676.088500000005 62919.7435
2254 3122 11 149 849 573.5 7 273 1499 1022.5 2 448 2498 1697.0 12 14 12 7 2 2 5 3 20025.257833333333 3 20046.2495 3 20046.749 60660.6735 61172.4485 61862.947
2265 5899 7 208 1034 725.0 11 327 1754 1204.0 2 379 1901 1329.5 2 12 14 7 2 2 5 2 1024.5251666666666 2 1038.5885 2 1038.62525 3809.7754999999997 4331.165500000001 4471.07575
2278 3960 6 347 1579 1136.5 1 514 2593 1810.5 12 494 2667 1827.5 2 9 8 13 5 5 1 2 1040.8780833333333 2 1060.6149166666667 2 1060.6334166666668 4285.034250000001 5018.14475 5015.700250000001
2281 5441 6 456 2276 1594.0 12 523 2939 1992.5 2 636 3143 2207.5 4 9 13 7 5 1 5 2 1053.769 2 1061.7514166666667 2 1061.8024166666667 4781.207 5184.05425 5418.60725
2283 3713 13 381 1935 1348.5 14 708 3992 2704.0 8 603 4330 2768.0 3 6 10 13 11 1 1 2 1044.9337500000001 2 1083.598 2 1083.6825 4538.901250000001 5960.794 6025.3475
2292 44 7 197 964 679.0 11 195 1050 720.0 2 372 1963 1353.5 1 12 14 7 2 2 5 2 1023.2243333333333 2 1023.0125 2 1023.24075 3759.8729999999996 3800.4375000000005 4448.9222500000005
